title,date,rating,review
" It might not be the best movie out there... but it holds a special place in our hearts.
",2021-04-06 00:00:00,8,"Now, ofc, we all know The Lego Movie. Earliest memories go back to 1st grade, kids in my class singing ""Everything is Awesome"" over and over again...The Lego Movie was a movie that certain people were judgemental towards, thinking it was going to be another one of those movies promoting their brand toys. Well, it wasn't. It was way more than that.The whole uniqueness of the story, the characters, the animation. It was something that, at that time, no one had really seen before.Knock it off with some funny jokes that even teens and adults can have a laugh at, it was a fun movie for everyone and anyone. I honestly cannot believe someone if they say that they hated The Lego Movie. It was a kid's film. Meant for little kids.You can't tell me that you hated a kid's film, that would just be ridiculous.Yeah, it's obvoius that The Lego Movie isn't the best movie out there. But it isn't the worst either...It's a decent (pretty-good) movie, I think we can all, at to the very least, agree on that."
" Awesome!
",2021-03-31 00:00:00,9,It's entertaining. It's funny. The ending is amazing.
" fun movie
",2021-03-28 00:00:00,8,When i saw the trailer i was like wow this is cool. So watched this and it was so fun and different.
" The Lego Movie
",2021-03-11 00:00:00,8,8/10 - this modern animated classic will keep kids and adults alike laughing and engaged
" VERY GOOD LEGO COMMERC... I MEAN MOVIE
",2021-03-01 00:00:00,9,"This has to be one of my favourite commercials i have ever seen in a cinema, it was a little long though."
" Was Made According to Instructions
",2021-02-06 00:00:00,10,"Movie was amazing. I love almostly all characters ( Especially Batman and Emmet. If you love Batman, too, you can watch Lego Batman ) . Those two plot were united as perfect, they complete each other.PS: I have tried to make my friends watch a lot. However, i could not succes. This is why i am writing this review. watch and fun:)"
" Everything is Awesome!
",2021-01-07 00:00:00,10,Super happy about this movie' it was better than Ninjago and The Lego Batman movie. I did not care for those as much. Much improvement!! Great job with all the special effects!
" Construction toys
",2021-01-04 00:00:00,8,Very funny and imaginative with great voice actors like chris pratt and Elizabeth banks.The lego animation was realistic looking and fun watching the different ways they use it.
" Fanciful and fun
",2021-01-02 00:00:00,10,"Fanciful and heart-felt, and there's plenty of humor. And hoo-boy, that twist!"
" Pretty good.
",2020-12-18 00:00:00,7,"Im glad that the whole film feels and moves like, a couple of kids playing around with toys at a table, metaphorically, quite literally."
" Disapointed
",2020-12-06 00:00:00,3,"Complete scenario taken from Matrix and placed into Lego advertisement. Action scenes are so fast and chaotic that i started getting headache from watching. There is nothing original just cliche after cliche. Ending is a bit on the ok side, will not spoil it why, but that is all i liked a bit in this 1 hour and 40 minutes of a total disappoitment."
