title,date,rating,review
" Casting cock up
",2021-04-05 00:00:00,2,"Love the Beach Boys so thought I'd give this a try. Started in a corny fashion with the old style BB from the early 60s Seen these scenes a thousand times. Doh.But the worst was yet to come. The enigmatic and good looking lad that was/is Brian Wilson was to be played in his middle/later years by John Cusack!! Was Stevie Wonder on the casting crew for this film. How can anyone accept the weasely looking B movie star Cusack as the great man Brian Wilson. I would suggest very few, and no real Beach Boys fan, never. I checked out very soon after his curtain call. Spoilt what could have been a decent interpretation of a confused soul."
" And I don't like music biopics....
",2021-03-27 00:00:00,8,"Love and Mercy. What I knew about the beach boys..... I could probably reel off a few overplayed hits and think they were the cool boy band of the 60s. And that's it. What I knew about the creative genius of the beach boys, Brian Wilson, was pretty much nothing. And as a rule I'm not a fan of music biopics. So it's fair to say that, despite the ubiquitous positive reviews, I've never wanted to watch Love and Mercy. That's until I watched the Kermode doc secrets of cinema - the pop movie episode - and it grabbed my attention. And the result was as brilliant as it was unexpected. That Wilson was played by two actors - young and middle aged - worked far better than if a young actor had been heavily made up and/or with CGI as you often see (The Irishman anyone?) Love and Mercy made me care about Brian Wilson - I didn't even know what happened to him. So when I find at the end that that he'd released an album in 2004 called 😊 - HIS work, I cried with a mix of happy sad (watch Sing Steet - that's happy sad!). I'm buying the album right now. The name Brian Wilson didn't mean much to me. It does now. 8.5 out of ten. Wonderful."
" Half way through and it's a no
",2021-03-24 00:00:00,4,"Dani and cusak as Brian Wilson? Errr very weird choice and an equally weird movie
I the boys playing the beach boys were not the right image, the real beach boys weren't this clean cut and look a bit stupid
Sorry"
" Haunting and moving
",2021-03-22 00:00:00,10,"What a haunting and moving film.The Beach Boys are part of my musical backdrop and evoke memories, but they were not really my cup of tea: their early work was too Americana for me ad so I dismissed them.Did not really know about any of the Brian Wilson history. I came to this film because Paul Dano was in it, with the bonus of John Cusack.I have to say that Paul Dano always brings this extra special quality to any performance and it worked like magic in this film.I was completely drawn in and felt like I was standing in Brian Wilson's shoes.It was heart breaking.The music now has my full appreciation and yes Brian Wilson is a genius; comes across as such a nice, simple and humble man to boot."
" Love & Mercy
",2021-01-27 00:00:00,8,"Directed By ""Bill Pohlad"" known for ""12 years A Slave"", ""Into the Wild"" & ""Brokeback Mountain"". I only just seen ""Love And Mercy"" Very recently and I was shocked I hadn't seen it before or heard about it. It's a biopic about ""The Beach Boys"" from the 60s up until the late 80s/early 90s, focusing on the life of ""Brian Wilson"" played by ""Paul Dano"" as the younger version and ""John Cusack"" in his later years. While these two actors don't resemble each other at all, it's one of them movies that break the traditional mold movie makers go for and I think it works well as the two portrayals are from different points in his life. The story alternates between these two timelines seamlessly which makes for a surreal experience. There's some dark scenes that really delves into ""Brian's"" personal life and the fragility of his mental state after the bands initial success, these scenes feel very down to earth and the moments where ""Brian"" is working on his compositions are very realistic too, almost like you've been transported back in time. The creative process of that is shown unlike most band biopics which can come across quite cheesey. This film is emotionally gripping and deserves more praise. Even if you aren't a fan of ""The Beach Boys"" it's worth a watch for the performances and the vision of ""Bill Pohlad""."
" The Best Musician Biopic I've Ever Seen
",2021-01-11 00:00:00,9,This film is wonderful. Pet Sounds is one of my favorite albums and the way the film takes the time to show the making of the album along with Brian's state of mind throughout its creation and the creation of future projects is amazing to watch. These are paired with the heartbreaking segments of future Brian and his struggles with his mental health and with these parts combined you get something that portrays Brian's life beautifully and honestly and gives a real insight into his mind and the mind of a musician who is really struggling mentally and how this can affect their music.
" Great Bio of the Beach Boys particularly Brian Wilson
",2021-01-06 00:00:00,10,"Fantastic movie! Brian Wilson was so talented and John Cusack does an amazing job embodying his character. The direction is great. The characters are perfect. You will learn a lot about Brian Wilson and the Beach Boys and learn to be empathetic toward Brian. Very inspiring, yet also sad. Acting and direction are great and of course you will love hearing the music!"
" Paul Dano gives a truly stunning portrayal of young Brian Wilson
",2020-10-06 00:00:00,9,"Dano brilliantly portrays the emotionally tormented Brian Wilson in an amazing performance. Brian Wilson is a prodigy if not a musical genius, and he was the songwriter behind the multi-million selling records of the Beach Boys, one of the hottest pop/rock groups of the 1960's. But Wilson's seemingly God-given talent was not without cost: he was tormented not only by his abusive father (Murray Wilson), who drove his sons (Brian, Carl, and Dennis) relentlessly to succeed; but also by a psychological condition diagnosed as ""schizoaffective disorder"" plus manic depression. The disorder causes Wilson to experience delusions, hallucinations, and impaired life function, and still troubles him today (the movie was made with his input) and he was dealing with all of this while an active member of the Beach Boys... his songwriting duties, combined with the expectation that he perform on stage with the rest of the group as well, created enormous pressure on him and contributed to several mental breakdowns. This led the Beach Boys to hire the Svengali-like psychiatrist, the sinister Eugene Landy (in a great portrayal by Paul Giamatti) who then proceeded to run Brian's life for the next few years.The first part of the movie has Paul Dano portraying Brian, while the second part has John Cusack playing the same person. I don't know why the film makers felt they needed to use two actors to portray Brian Wilson - the actor switch is odd, unsettling and totally unnecessary. The first part of the movie convinced me that Dano alone would have been perfectly capable of portraying ""old Brian"" too, and I have to wonder why they chose to tell the story this way. It doesn't ruin the movie, for me at least, but it does detract from the drama and conflict inherent in the story, which the film has loads of: Conflict between Brian and his band mates, particularly Mike Love (the lead singer and also another family member). Conflict between Brian and Landey, who has made Brian into his puppet. Conflict between Brian's girl Melinda (Elizabeth Banks) and Landy, with Melinda realizing the hold Landey has on Brian is unnatural and wrong. The way these get resolved is the most interesting parts of the film, with the battle for Brian's soul between Melinda and the manipulative Dr Landy being the best.You don't have to be a Beach Boys fan to like this movie, although it doesn't hurt."
" A Supremely Fascinating Film. One of the Very Best Of Its Kind.
",2020-09-30 00:00:00,10,"The Beach Boys is one of my very favourite bands ever. I could listen to them all day long. So I was thrilled when I saw a new big-budgeted theatrical film based on its leader was coming out. I was in awe from start to finish with this. This has got to be one of the two or three best music biopics in film history. Even if I wasn't a lifelong fan of the band, my opinion on the film would be the same. I have waited so long to review this because a review needs to do the film justice.""Love & Mercy"" is a psychological character study of Brian Wilson. As a deep character study, we are immersed deep into the mind of the musical genius. Paul Dano plays Brian Wilson during the peak of the band in the mid-1960s. Having had a nervous breakdown and jealous over The Beatles' release at the masterful ""Rubber Soul,"" Brian takes time off touring to focus on making the best album in music history. A departure from traditional Beach Boys tunes, Brian makes what many consider one of the best albums ever recorded: ""Pet Sounds."" Cousin Mike Love hated the album because he knew the departure from their signature sound would result in plummeting sales. Despite critical acclaim, Love was right. Love also persuaded Wilson redo ""Pet Sounds'"" followup (SMiLE) to a more familiar sound.
Seeing the musical and mental process into the making of such greatness is out of this world. We watch in amazement as Paul Dano re-enacts Brian Wilson's essence. We feel horrible when Brian clashes with Mike and gets belittled by his father.In the mid-1980s older Brian (now played by John Cusack) meets car salesperson, Melinda (Elizabeth Banks). This is also the part where we get to know more about Brian's childhood. His father was very physically and emotionally abusive. Since Brian was the oldest of the three brothers, he got it the worst. He tells Melinda that his father beat him so hard that he is now hard of hearing in one ear.Melinda finds out that Brian has been under the spell of crooked psychotherapist, Eugene Landy (Paul Giamatti). Despite Giamatti not looking at all like the real Landy, his performance was so dead-on that it genuinely scared the real Brian at the screening. Eugene Landy was a corrupt doctor who kept Brian inside a bubble. Landy got Brian on a ton of different medications that worsened his mental and physical health than what it was before. Melinda is determined to get Brian out from under Landy.Dano and Cusack never met and took totally different approaches to playing Brian. Despite the time gap being twenty years, we still see where one guy ends and another begins. They are both Oscar-worthy. Well, so are Banks and Giamatti. When all the leads deliver Oscar-worthy performances that are spot-on their real counterparts, you know you've got excellence.Most of the best films ever dive deep into the minds of their characters; developing them so well, we feel like we've known them our whole lives. Not only do we get that, our subject happens to be a musical genius that we fall in love with. Seeing him on fire composing will make you say wow.Aside from a deep, personal story of Brian Wilson, this is also a tiny bit of a love letter to surf country. The glistening sunlight and lovely waves are beyond enchanting to look at. It may be one small aspect, but it shouldn't go unnoticed.This extremely well-detailed and shockingly accurate biopic needs to be seen by all, whether you like the Beach Boys or not.4/4 (Four stars aren't enough for this.)"
" Today's Brian more interesting than yesterday's
",2020-09-29 00:00:00,7,"I was much more engrossed by the performance by John Cusack, playing the aging rock star, anxious and terribly needy. Unfortunately for Brian, he was needy for the attentions of a charlatan who mulcted him for millions. It was pathetic to see him trying to establish a relationship with a woman under the basilisk stare of a quack doctor. Cusack, Banks and Giamatti are all superb in these scenes. I found myself responding less to the young Brian, played with some commitment by Paul Dano, a visionary with a vision that was going nowhere. Jimi Hendrix made a crushing remark about the conversion of the Beach Boys to the avant-garde: they sound like a psychedelic barbershop quartet."
