title,date,rating,review
" Phenomenal
",2021-03-13 00:00:00,9,One of the best mystery thriller seen in my life bacchan Saab rocks the show. I don't know how it is a commercial failure even it has strong story. Overall a excellent movie and only thing I didn't liked is ending. Apart from that it was a excellent movie.
" LOVED THIS MOVIE, UNTIL . . .
",2021-03-11 00:00:00,6,". . . the plot hole at the end that Hannibal could have used to lead his army through as he went over the Alps.The one grandpa was framed for BOTH kidnappings and only the one murder, because grandson Ronnie was safely taken back to mom and dad by the priest.Apparently, Ronnie was incapable of ever mentioning to anyone that his kidnapper wasn't grandpa, and he'd enjoyed his time with John uncle. I guess kids don't testify in court, police don't follow up, and parents reunited with kidnapped children don't cry over how horrible it is to be taken by their own family.""Why is grandpa in jail""?
""Because he kidnapped you"".
""No he didn't, John uncle took me to play football, and when the priest showed up, they talked for a while, then he brought me home. I had so much fun"".
""Silly boy, you're confused""."
" A very complex mystery
",2021-01-16 00:00:00,7,"The plot is slow and complex; however, it is entertaining and manages to capture the viewer's attention."
" Good movie as a remake
",2020-12-31 00:00:00,6,"Mastercopy of Korean ""montage""
Well though it's a remake version, the cast and crew did a good job..
I specially liked the movie for nawazuddin siddique"
" Good enough
",2020-12-26 00:00:00,7,"I watch mostly International films and series, with favorites being Indian and South Korean. So I'm a bit biased toward them, but I'm rarely disappointed either. This one works just fine because of always wonderful Amitabh Bachchan and his supporting cast. It's a bit predictable but still interesting with just the right edge of suspense and satisfying resolution. The music is also good with some effective touches in the second half. I enjoyed this one for a Saturday afternoon break."
" Almost nailed it
",2020-12-15 00:00:00,8,"It's a mystery thriller, though not at par with Kahaani (with which it shares much of its cast), still effective to an extent. It was long after the movie was over I realised why it is named Te3n - there are three timelines progressing simultaneously throughout the film!"
" Thriller
",2020-09-14 00:00:00,10,"Amazing plot twists
Powerful characters
Heart touching
Depressing
This movie has it all 🔥"
" Phenomenal Thriller
",2020-09-12 00:00:00,9,"This is an absolutely awesome thriller movie. It will keep you hooked up till the end. Performances as one expects from Amitabh Bachchan, Nawazuddin Sidiqui and Vidya Balan are amazing. Makers did a great job. The way suspense is build up and the way it unfolds is superb. I loved watching this movie and I definitely recommend this to everyone."
" Very good story
",2020-05-20 00:00:00,10,One of the finest crime thriller movie ever. Great performance by Amitap Bachan. Each shots were so realistic.
" Could have been better!
",2019-05-27 00:00:00,5,"After Kahani, one expected Sujoy Ghosh to deliver another thriller/mystery. But Te3n was hugely disappointing. Acting wise Amitabh puts a commendable performance, but the rest of the star cast were subdued and subjected to monologues. The story had great potential. The screenplay was crisp. The tone was deep and right from the start the viewers are thrown into the thick of the mystery. But somewhere the characterization was not fleshed out. Nawazuddin and Vidya had not much to do and it was left to Amitabh to shoulder the story. What was the real motive behind Sabyasachi's kidnapping crime, the reason was not too serious. No one will kidnap and ask for ransom in the pretext of taking care of the medical needs of a loved one. One must have a strong and compelling reason that gravitates the viewers to either feel for or against the character. How does Amitabh conveniently finds Sabyasachi's crime? How and why does he refuse police help? What's the role of Vidya when Nawazuddin is there? Why did Nawazuddin drop the case and decides to become a father? So many questions that I felt could have been said but missed. Overall an average thriller."
" Must watch film. You will love Amitabh acting
",2019-05-12 00:00:00,10,Amitabh acting is awesome. One of the best movie of amitabh's. He has so much of passion about acting. I loved it..
" Predictable, horrible ending with lots of plot holes
",2019-04-01 00:00:00,4,"A slow paced movie with a very predictable mystery. Most of the audience could solve the mystery before the interval. Most of the supporting actors (specially the parents) delivered horrible performances. Also, I found the ending morally wrong."
