title,date,rating,review
" It's a good movie.
",2021-03-10 00:00:00,9,"I honestly think people are being a little bit too hard on this movie. Was it the best movie ever? No. However I do think its still a great movie in its own right. It's an adaptation of the books, and we all know movies are never the same as their books but honestly there were some parts of the movie that I liked better than the books. I love the cast of the movie and I think everyone fit their roles well. For the people saying there was no ending, thats kind of the whole point. The movie ended pretty much where the book did. You can't fit a saga's worth of plot into one movie. I would still genuinely love to see the rest of the books made into movies if the original cast wanted to reprise their roles."
" Where's the story?
",2021-03-08 00:00:00,2,"This movie is all intro and rising action with no climax, falling action, or conclusion. Painfully incomplete."
" Love love love it
",2021-02-04 00:00:00,10,I absolutely love this movie! I've even bought the book series because I need to know what happens next!
" The movie was good... but what happened????
",2021-01-14 00:00:00,3,The movie was good composites to the first book of the series but as a stand alone movie it's not good because it just leaves you hanging. You don't know what happened to the girl(unless you have read the books). This is a series I would have loved to see complete in movies. And I think all the actors were perfect for their role. Maybe it's not too late to finish.....
" Huge waste of time
",2021-01-03 00:00:00,1,90 minutes of setting up a story and then no ending. No explanations. Nothing. Was this supposed to be a series? If so it still was a terrible pilot. DO NOT WASTE TIME WATCHING THIS.
" A disgrace to the fallen series
",2020-12-22 00:00:00,1,I am heavily biased on the books. This book series has gotten me through so many tough times and I LOVE the series so much. It's got love and action and is just a star struck love series but also a girl who struggles to understand things and struggles to find out who she is. The movies leaves out SO many important details and I only got half way through the movie when my brother had to turn it off because I was in a hysterical meltdown crying and walking around at how incredibly bad it was. It took characters from the first book and scenes from the second book. Nothing was right. Nothing made sense and you hardly felt the connection between characters that were so critical to the story. This movie is horrific compared to the books. I was SO excited to go see this in theaters when I heard it was coming out. I was so happy that I could finally watch something that had so much meaning to me. To hear that Lauren Kate actually liked the movie mad me so incredibly disappointed and sad and it was just depressing to see. I highly suggest this just never be watched. Please get the books or the audible series or something just for the love of every holy or unholy otlr whatever DON'T WATCH THIS MOVIE!!!!!!!
" Please read the books.
",2020-12-20 00:00:00,6,"I was so disappointed...maybe I expected too much. Having read all the books it was really I feel a hard thing to put into film.
Love love all these books.
Maybe I will warp the it again and give it another go...but it can't beat the books."
" Bet the book is great
",2020-12-19 00:00:00,3,The movie is subpar. Just like Twilight and Mortal Instruments. Yet not as good. It is very forced and not very well built up. The actings not so good. Lacking important information. Kind of boring. But I can tell the book is wayy better. The plot has real potential. Meaning it probably should've never been made as a movie to been more detailed. But I will most likely read the book.
" Read the books
",2020-12-08 00:00:00,7,"Cast was awesome, i just felt like the story was a bit messy and rushed. They trief to put as many things in a very short time period aka a movie while there are a lot of fat books behind this story... oh and they didn't bother adapting the book at all, they just took the idea and make a new thing out of it. So if you expected the book to be portrayed a movie, no, that's not happenening here. Rather the ""idea"" or ""the base of the story"" is there, all the character are there, but in which order thing happen, what happenens (some thing from the books didn't appear, some things were completely new which weren't in the book at all) and so on. It's not horrible, but the books were better for sure."
" If your expecting the book
",2020-11-25 00:00:00,5,"Word for word played out on film, your gonna be disappointed. But this would be immensely stupid to do. Very rarely are movies exactly like the book-almost never. Ur gonna have to dig to find which would be a waste of time. I always go into a movie fresh regardless of if I read book or not & many times find myself pleasantly surprised that it's so different. I feel like it's a hybrid between Mortal Instraments City Bones, Twilight, Beautiful Creatures. Addison Timlin & Lily Collins are both so amazing & it angers me that movies like were never Pheobe Tonkin & Nina Dobrev cuz they'd both be perfect for these type of movies. Even Emmy Rossum. So many negative reviews for Mortal Instruments...WHY?!!!! I'm not even a teenage girl & I loved that movie. I've prob seen it 10 times. Same as Divergent. Both movies were great to me. I guess I don't go into these kinda movies with stupid or unrealistic expectations.The one knock that is legit is that it seemed to recycle a lot of ideas & not all of em came together. But my God, we are now closing in on close to 100 yrs since the first ""talkie"" was made not too mention book after book & novel after novel for God Knows how long. So even when u think you've seen a fresh idea, chances are, some1 else did something similar decades ago at minimum. IMO this wasn't as good as Mortal Instruments which I would rate a 7 for myself. People who give that movie a 1 have zero business watching it in the first place because for that type of movie, it was really put together week. The chemistry between Lily & the British lad was great, the story was great, it had a solid cast for that type of movie. Very rarely are u gonna get a Tom Cruise, Brad Pitt, Faye Dunaway, Jack Nicholson and...well u get the point. Have some realistic expectations-cue the wise ass who chimes in, ""ya I expected for it not to suck"". The movie is average but very watchable & any1 giving the movie I 1-3 like prob doesn't even like fantasy-ish movies. It's like the people who hate Horror then the watch Friday the 13th & are mad they wasted their time & complain it sucked. Go read a book then that everyone else has read & likes. But I'm sure that would have u complaining bout something too."
" Stop All the Hating!
",2020-11-14 00:00:00,8,"I read the reviews and they were so unkind that I decided to write this review to let you know that the movie Fallen may not be the best movie in the world, but I feel the directer made a perfect mixture of reality with fantasy. Fallen angels; a fantasy. Two guys fighting over a girl; more of a fantasy. But the idea of the girl needing to go to a school for special people is more realistic. I love the chemistry between Daniel and Luce. The story that they've been in love for thousands of years comes to life as do the GREAT actors' chemistry. The ONLY thing I hated about this movie is that they left us on a HORRIBLE cliff hanger. Besides that, amazing movie!"
" Make a second movie
",2020-11-08 00:00:00,10,Wish they would have made a second movie. Would have loved to buy the dvds and go see this in the theaters
" Need a second movie
",2020-11-08 00:00:00,10,"I absolutely loved this movie wish they wouldn't have had the movie leaked and been able to make the second movie, but someone needs to help these mfs with some money so we can watch the second one and not be left with an awful ending. This would have been a great tv series. WE NEED A SECOND MOVIE"
" A teen movie without an ending. Sequel hunting but it won't get made
",2020-10-19 00:00:00,2,The teen movie is based on a book series and tries to get a lot of drama going early but never connects. Just poor acting and a poor plot. Then the abrupt ending and most reviews are like what the hell did I just watch.Overall this is just a lazy and unfinished film in hopes of getting additional sequels to extend the story. However the story isn't that good and with all the mistakes and dead end sub plots this is best left as it is and forgotten.
" Deserves its sequels.
",2020-10-16 00:00:00,8,"I love the casting. I love the chemistry between the characters. There were a couple plot holes unless you've read the books and know what's going on, but just as things are getting good, the movie ends and leaves you hanging. I want to see these characters finish their stories. I want to see the past lives and more of Daniel and Luce's story. It sucks that there won't be a sequel. Someone should do a kickstarter. I also love the way the angel wings look. That's my favorite part. If there won't be more movies, maybe do a tv show or something."
" A good effort, much like Twilight
",2020-10-15 00:00:00,8,"Fallen has good effects, so much so that you could almost describe it as a blockbuster. The characters are well chosen and developed, as well as well cast and played. There's not a lot of tension, and you tend to see what's coming, though the same could be said of Twilight. I did enjoy Fallen, especially for the characters and the effects, the lighting, the sets, the locations, etc. I didn't find it especially spooky, again, neither was Twilight, but it was exciting at times. Worth a look, especially if you like a fantasy tinged horror and teen drama."
" Just dumb
",2020-10-13 00:00:00,2,"I didn't even make it all the way through. By the time I got to the scene where the gargoyle fell off the roof and this simple girl just stood there and watched it fall toward her head instead of getting out of its way, I was able to figure out the rest would be as disappointing as what I'd already seen because it was already on my nerves. All I saw were dumb scenes like that. What is wrong with the director? If you wanted to have him save her from the gargoyle, why not have her talking to someone, distracted, with her back toward the gargoyle rather than looking up at it falling toward her face?? THINK, man. Dang."
" Loved it
",2020-08-10 00:00:00,9,"I loved this movie . It was fun to watch and the storylines as simple and made me want a love like luce and Daniel . It had scenes where I got emotional and scenes were I got anxious but I also loved the ending and how it made me happy . It is abit slow and some scenes are boring but overall I still loved it and really want a sequel to it. After watching this movie for the 1st time ages ago , I decided to keep rewatching it but it got removed off Netflix , until now when I found another way to watch it . The movie makes me want the books to read what happens next in the story line and I never like reading so this movie is that good I want to read the books to it"
" Trash
",2020-08-01 00:00:00,1,This movie sucks. Don't watch this movies. Very ugly movie.
" Please make the sequel
",2020-07-11 00:00:00,10,I thought the movie was great. Quality wise could of been better. But I love the characters and the story. Would be amazing to have torment made as film. You can't just start a series and not finish it. We need this to happen.
" Book vs movie? Which one is better?
",2020-06-18 00:00:00,5,"Since barely anything happened in the book, I thought that the book adaptation would be actually good, they just had to skip the boring parts. But what did the writers do? They added more subplots. Some of them are appear only in later books and some of them are brand new, and because of that the movie lacks focus and feels like a big montage, not an actual story.P. S.: Still better than the book."
" A poor production
",2020-05-30 00:00:00,2,"Aware of these books I expected an amazing journey to unfold on screen, I was disappointed. I agree with casting, however that is the only part of this film I can say. The film should've been guided more by the books it was based on, it seems someone gave them permission to slaughter a story that could've been a romance for the ages. I can understand why a second film was never optioned. If you loved the books, don't watch the movie."
" Book adaptation that needed a bit more
",2020-05-29 00:00:00,6,"The Fallen series by Lauren Kate are one of the best YA Fallen Angel series there is, however the movie was not up to the greatness that the books provide. This adaptation was enjoyable, the actors they choose where really good based on their character's descriptions, but something was missed, I hope they make the rest of the series otherwise this movie is laking immensely on the deepness of the story line. It will not make sense at all. I suggest reading the books instead or after you watch this, definitely it didn't do it justice."
" Enjoyed the movie
",2020-05-23 00:00:00,9,I wish they would make more. I never read the books but I enjoyed the movie. I was bummed when they didnt make more.
" Give it some credit
",2020-04-22 00:00:00,7,"I'm a HUGE fan of the books and overall I think they did a pretty good job with the movie. Some parts were cheesy but not any cheesier than the entire Shadowhunters tv show and that gets a lot of love. It did end WAY abruptly and with the amount of time it took them to get this movie out I was expecting more. All that said, I still liked it and would like a second one. Some scenes really were beautiful so it made up for anything lacking in my department. You've got your regular things missing that happen with book to movie adaptations but it's easy to get past the little things"
" HORRIBLE.
",2020-03-18 00:00:00,1,"I will start off by saying that this movie is complete and utter garbage and no one should ever watch it. Your time would be better spent blending up your hand and drinking it than watching this. It is so bad that it's not even worth watching if you have a fever and cant sleep so you are just cursed to watching movies glued to the couch.If I could rate it 0/10, I would.
Twilight compared to this is a masterpiece. And that says a lot about this movie."
" SEQUEL SEQUEL I NEED IT NOW!!!!!
",2020-02-20 00:00:00,10,"Please give it a chance, yes I admit the beginning is cheese but it gets way better thenmore you watch. I thought it was AWESOOOOME. Give it a try and have your own opinion don't base it on the haters."
" Goregous!
",2020-02-10 00:00:00,9,"When I saw the trailer for this movie, I was dying to see it! Then, I waited for it to come out in theaters but it never did. Which in my opinion was a huge mistake! Fallen is breathtaking. The scenery along with the director is amazing! I wish more movies of the YA fantasy would take note of this and use it. Every scene was picture perfect. The acting was great! I didn't find a single thing wrong with it except one scene. The club scene had way too much flashing. The romance was pure and made me fall in love with the story even more! I am so ready for that sequel! So, hopefully they make one soon!"
" Books are great, movie is shiate
",2019-12-30 00:00:00,1,"It is such a shame that the books have been utterly destroyed in this adaptation. It's like they just randomly shot a bunch of scenes and then slapped them together, it just doesn't hold your attention (boring). The books are amazing, but I really recommend NOT watching this. Please just read the books instead."
" What did I watch??
",2019-12-27 00:00:00,2,From start to finish the movie is beyond confusing. The story line is frustrating and makes no sense. Then the ending makes you want more only so you can know why she left with him!
" Interesting
",2019-11-27 00:00:00,7,"I've never read the books so I came into this blind. It is a well done, well acted, interesting movie. I do agree that it there was no ending. Did they run out of budget or hoping for a sequel? Anyway, worth watching."
" SWEET
",2019-10-16 00:00:00,6,"A sweet romance, pretty well-acted. Since I haven't read the books, I'm rating on the movie alone, and it's not bad. I especially liked the setting, sets, and props. Respects for that."
" Surprisingly good...but yes it's incomplete...
",2019-10-10 00:00:00,6,"I came with no expectations and was pleasantly surprised this movie held me captive the whole time. I'm not big on darkness themed stories but this had enough light to be worth the watch.
Having never read the books, I got to enjoy unravelling the mystery along with everyone else. The acting was great, production value and effects excellent. Maybe a bit clunky script/storyline but a valiant effort. Could have ended better, feels like I'm missing out on the bigger picture...but whatever...
Still though, that was some sick slo-mo shots... Wish I could look that good."
" Great idea, good movie
",2019-10-10 00:00:00,7,"I loved the idea. And liked the movie. But how is Hermione Corfield a top billed cast? I had to look at her pictures and zoom way in to even guess at which character she played. I think it's was the blonde girlfriend of the main guy who was in he movie for about 5 minutes total. Lola Kirke as Penn stole the show though, I loved her."
" Amazing
",2019-08-22 00:00:00,10,Great movie and directing. You couldn't get the better actor for Cam than Harrison.
" You will do better next time Kate.
",2019-08-15 00:00:00,7,"I loved the idea of putting the book into play but I'm sure someone else could do better than that and said this I would never dare to compare the movie with the book, even though the story's characters may be Mary Sue I love the way Lauren Kate writes so it is forgiven. The only reason I rated it 7 stars is because I've been dying to see this book into action even if it was made by a group of school teen-age boys."
" Many mistakes!
",2019-08-06 00:00:00,1,"The main mistake was: Lucinda is in a reform school, the movie transmits ""I'm here for having fun with guys"". The school has a beautiful architecture wich it does not make any sense because the goverment wouldn't pay much money on a reform school for looking amazing. There are no cameras, no windows with rows of thick steel bars, no barbed wire topping the fence around the building (all of these are in the book). In the book the attendant says: ""So remember, it's meds, beds, and reds, remember the basics than no one gets hurt"", than Lucinda said: ""What was it, meds - ?"", nothing like that in the movie!Second mistake: while in the book Daniel was rude with Lucinda by showing her the middle finger, in the movie he was not rude at all. Lucinda said that she thought that he was familiar, he said he doesn't remember her, than when she was going to tell him something more he got out of her side.Conclusion, to me the grade should be zero but is not possible to give that grade (imdb does not permit a zero). About the first paragraph, the're budget was 40 million, it was not necessary to much money on it if they put an ugly scene wich it would look like more a reform school. Okay that the movie does not need to be exactly like the book but it need to have the essence of it wich is blown away."
" No ending
",2019-08-03 00:00:00,5,"While I enjoyed the movie I was gobsmacked at the so called end. Was it a part one adaptation?
I've had to read other reviews to see I'm not alone in my disappointment, is there more to come?"
" Boring
",2019-07-26 00:00:00,3,The book was very good but the movie was bad.I think the producers choosen an actress like Nina Dobrev
" BRILLIANT
",2019-07-12 00:00:00,10,"Wonderful, storyline. It is simplistic in the best possible way. I loved all of the scenes. I saw the movie on HULU twice so far. I really hope the next 3 movies come out soon with the same actors."
" Fallen
",2019-06-27 00:00:00,6,Seemed like there couldve been more to the story...prob wouldve been better if it was a series...left a lot of unanswered questions...hopefully whoever created didnt give up on it an theres more to come?
" pretentious misfire, just short of unwatchable
",2019-06-14 00:00:00,4,"Mind numbingly predictable, plot holes and inconsistencies, Fallen is a pretentious misfire. The acting, screenplay, and pacing were intolerably bad. The characters were bland, sloppy direction, terrible editing and a rushed ending. Completely different from the books."
" Pretty average
",2019-04-29 00:00:00,2,The books are so much better. Hopefully number two comes out soon so there is a bit more of a conclusion to this first movie.
" Teenage Romance
",2019-04-27 00:00:00,3,"This film may have elements of the fantasy genre. However, it is just a teenage romance story. If you like that sort of thing, great, because that's all it is. If not give it a wide berth."
" Kind of bad
",2019-04-26 00:00:00,5,"I haven't read the book or even heard about it, so my rating isn't based on disappointment over that.
The movie is just kind of bad. It's watchable, and I did watch all of it, but it just feels very C grade in spite of looking quite nice.
I saw Lucy Hale was originally intended to star and I think she may have been better, although the girl they chose is not terrible. The cast ranges from okay to hammy.
It feels like a second rate Twilight with angels instead of vampires and the abrupt ending doesn't help."
" I'd give it zero stars if I could
",2019-04-22 00:00:00,1,"Some of the worst performances I've seen in a film in a long time, sianoa smit-mcphee's performance was terrible. It was like watching a poorly scripted high school stage play."
" Perfectly cast!
",2019-03-29 00:00:00,9,"I love, love, love the cast and their chemistry. There's some parts where the screenwriter totally made them sound bland and whatever. I know we won't get one, but I feel like a sequel could save this series, movie-wise, I know it's books have a strong following. I personally freaking love Addison Timlin. She was so amazing in Odd Thomas."
" For once an amazing cast that really has chemistry!
",2019-03-26 00:00:00,8,"I normally don't review anything, but I recently saw this movie on Amazon Video. I had not read the books beforehand so I didn't really know what to expect. The storyline is good, but the ending is abrupt and leads you to believe there is going to be a sequel. What really makes this moving good was the incredible cast! For once, I watched a movie adapted from a young adult novel series (Twilight, Divergent, Hunger Games, etc) that finally got the casting RIGHT! The entire cast has chemistry and there isn't a role I would change. The love triangle is so believable and the actors do such a wonderful job portraying the emotions they are feeling that you don't know who Luce should choose. Both male leads do such a great job without one standing out more than the other. The girl who plays Lucinda Price is a fantastic actress. I had seen her in the movie Odd Thomas and she did a great job in that movie too. She definitely has potential for a long successful acting career, actually the entire cast does and I hope they all do. The young woman who payed Luce reminds me of Natalie Portman and how gifted of an actress she is. There's just ""something"" about her that makes you believe in her. She plays a 17 yo girl who is suddenly in love, who is questioning her life and everyone around her. Her character reminds me of Bella in Twilight, but for once the role is acted by someone who is believable and likable. Actually, all the roles are so well cast that I loved the movie,even though the story got choppy at the end. I did go and read the book series after I saw the movie and I think they were trying to combine the first two novels together. I really hope they do a sequel and get the story together better because it would be a shame for other people to miss out on this fantastic cast and potential storyline. It should be as much of a success as Twilight was, but better due to such a great cast. It's sad to see this series not be a commercial movie success. I hope the screenwriters get it together and make this franchise and group of young actors a success!"
" I like it
",2019-03-06 00:00:00,8,"I like it! I have not read the boks yet so i dont know if the to are close or not. But i Think the movie is good! There are somethings that are not that great, thats why it is only 8! But over all i like i a lot"
" Great movie!!!
",2019-02-19 00:00:00,10,Great movie!!!! Jedva cekam novi nastavak! Nadam se da ce snimiti nastavak!
" Loved it.
",2019-01-31 00:00:00,10,"Even if the book has more details and in the movie many parts are missing, I still loved it very much.
Good actors, good scenography and style.
Loved Cam so much."
" 😍
",2019-01-26 00:00:00,10,"I loved the movie and I'm loving the book.
I hope they make a movie adaptation for the other books."
" Don't listen to the haters!
",2018-12-31 00:00:00,8,"So I'll start by saying that I have never read the books. To be honest I'd never even heard of the books or the movie until last night. While searching for something to watch I stumbled upon this and despite all the bad reviews the trailer caught my interest and I decided to give it a go anyways.I was pleasantly surprised! I thoroughly enjoyed this movie. The idea wasn't totally original of course. It does have a lot of similarities to Twlight, while also being nothing like Twilight. I enjoyed the characters, though I will say that many of them didn't get the opportunity to be fully explored, which I found a bit disappointing. But overall it was an enjoyable story with some cool special effects. I definitely felt the intensity of the relationship between Luce and Daniel and it left me wanting more. But that being said, the movie ended with the creators clearing planning on the sequel so there were a lot of loose ends left hanging. It seems this movie didn't do very well so my hopes for a sequel actually being made are pretty low, which is disappointing since so much was left uncertain.But I enjoyed the film so much that I'm going to read the books now and hopefully get the closure that the movie was lacking. Don't get me wrong though, it's not like the movie ended on a massive cliffhanger, it sort of tied up, but just left me with so many more questions. I want more and that will come in the form of books!I'd definitely recommend this movie if you're a fan of Twilight or Vampire Diaries or The Mortal Instruments (Shadowhunters) series."
" Not great
",2018-12-29 00:00:00,3,"Does not do the book justice, loved the books but was just so disappointed by the movie. It missed out so many key scenes and feels rushed"
" Seriously, WTF ...
",2018-12-14 00:00:00,1,"Dang, I don't even have to watch more than that lone trailer to see this film is freaking horrible. I love Lauren Kate's books and this loose adaptation is... ugh!!
Characters look broken and feel sparsely connected to the originals. Storyline seems to have added bits of fluff and crud. Even the book setting has reminds me of somewhere different; why is it Hungary not Georgia? Lots of random scenes from Torment are even thrown in there, too.
Yeah, it looks so bad I refuse to watch the entire film."
" What just happened?
",2018-10-28 00:00:00,2,"I never read the books, so thought I would give it a go.
Spoiler Alert:
Was there supposed to be an end to this film, or did the script writers conscience climb out his brain and strangle him mid scene?
Can I ask the readers of the book, did it just end mid page also? or is this some new pseudo cult cinematic technique, or just poor directing?
Maybe this is the pilot movie to a spin off series, where the protagonists fight it out for another 7-seasons?
Hey! I'm gonna be cool too, and just stop mid revie..."
" So disappointing :(
",2018-10-18 00:00:00,1,"I loved these books when they came out, so when I heard there was going to be a movie adaptation, I was stoked. Unfortunately it just didn't hit the mark. The characters, aesthetically, looked the part, but that was where the similarity ended. I know that most books to movies are going to differ, but alot of this was very different. It also focused so much on being arty that it didn't really flow properly, as well as it ending quite abruptly. I'm not sure it would be able to be followed at all if you hadn't read the book prior. Just disappointed unfortunately."
" What did I just watch? Twilight with wings?
",2018-10-08 00:00:00,1,The acting isn't much better than the acting in Twilight. I feel cheated because the previews made it seem like this movie was going to be amazing but it sucked. I hate how the end just cuts off. It's definitely a subpar movie and I'm not planning on watching it again.
" What even is this?
",2018-10-05 00:00:00,2,"This movie makes no sense at all, the acting is okay, not really a point to complain on there. But the store line is so flawed, and the camera is often bad. Aiming too close to people with weird colors, lights, and mist around their faces for no apparent reason. Everyone is mopping the entire movie, and the bad woman could have killed the girl the first time she walked into the school. She was alone with her, and could have been alone with her many other times too. But she never tried to kill her until the good guy was there to fight her off. It made no sense, and was very flawed."
" WE NEED MORE PARTS!!
",2018-10-04 00:00:00,10,"It's not bad for a first movie, we book fans want the other parts to be filmed too !!"
" Liked it
",2018-10-03 00:00:00,8,"Ok so o saw the preview for this movie & thought I'd watch it. I liked it until the ending. It just leaves you hanging, wondering what happened to everyone. Unless I'm missing something like there's more than 1 movie but I haven't found it yet. It somewhat gave me the feeling that I was watching something similar to Twilight or that I was watching Twilight only instead of vampires & werewolves you have angels."
" Nah
",2018-10-02 00:00:00,4,I watched the movie because of a sneek peak I saw at instagram. The story seems very nice but the movie looks like it's unfinished. It seems like there is another part of this movie because the end was really bad.. did not like it at all.
" good premise. no resolution.
",2018-10-01 00:00:00,4,You're left feeling something's missing because nothing gets solved in the end. there's more questions than answers. its just not good. love the premise. will probably read the books but this movie is lacking.
" No....just down right NO!
",2018-09-29 00:00:00,1,"I love the books and when I read the author was working with someone to make it a movie. I expected the next ""Lord of the Ring"" type series. Movies that flowed together that gave the books justice. This needs remastered and redone. New actors and graphics crew and republished when done properly. I'm disappointed that the authors even allowed this to be released."
" Enjoyed it
",2018-08-31 00:00:00,10,"I very much enjoyed the movie, it is different from the book, but most movies are. If you have read the book be aware that, there's things missing. I really liked it and I hope they come out with the second one."
