title,date,rating,review
" A little strange but beautiful
",2021-02-05 00:00:00,8,"A kind of mix of excellent camera work in terms of landscapes and some light images with cold, like a city in the mountains plot about the revenge of a father who has lost his son. In terms of the plot and the behavior of the characters, I still have some doubts, but in general I really liked the film."
" interesting but the humour does not fully translate?
",2020-05-22 00:00:00,7,"If have seen the remake of this and enjoyed both films.
We could ask if it is a remake if it is by the same director?
Anyway this is a revenge drama set in Norway.
It is a gangster film perhaps but also has the feel of a western.
I feel sure that if I spoke Norwegian I would find the humour funnier but still it is both funny and very violent.
I enjoyed this more than other films where I have seen more than one version,I usually lose interest cause I know the story."
" Superb
",2020-05-15 00:00:00,10,"Absolute pleasure from beginning to end. Did not disappoint in any respect. Brilliant acting from all involved. Perfect mix of revenge drama, thriller with darkly comedic moments and twisting plot, tempered by loss. Pretty Shakespearian and definitely 10/10"
" Gard B. Eidsvold has done it again!
",2020-04-06 00:00:00,9,"It's Norway, and Ingvar has been murdered because of drugs or something! Nils is grief-stricken and confused until Finn provides a clue that leads him to Jappe.Questioning Jappe leads Nils to Ronaldo, who tells him where to find Strike.A brief but eventful interview with Strike reveals that Greven is responsible for the killing.Marit is angry with Greven. Greven is angry with the Albanians.Nils visits Egil, who advises him to hire the services of Kineseren. Huyen is upset by this, but it's a moot point because the plan goes awry when Kineseren visits Greven, who is still angry with the Albanians.Greven arrives at Egil's house, and it doesn't end well. Greven tells his men to kill the Albanians.Marit visits Greven to shout at him, and it doesn't end well.Papa is angry because Greven has kidnapped and killed one of the Serbs. Greven realises this was a mistake, and orders his men to kill Geir. A henchman brings Geir's head to Papa, and it doesn't end well.The Serbs plan to kidnap Rue, but Nils kidnaps him first and sets up a meeting with Greven that doesn't end well.This witty contribution to the Nordic noir/dark comedy/vegan genre will delight and amuse viewers of all ages.I rate Kraftidioten 29.97 on the Haglee Scale, which works out as an uncompromisingly brutal 9/10 on IMDB."
" Very dark but somehow still entertaining and funny movie of snowplow driver who wants revenge
",2020-02-25 00:00:00,8,"Movie has some very absurd elements that are both disgusting and funny, those remind me of Bad Taste. I believe both movies represent dark humor? This movie is much more darker movie in a sense that it doesn't have any hilarious tone in it. It has sad story and it is melancholic from start to the end. It is not exactly horror movie like Bad Taste but it has a lots of killing and blood so it shares some of the brutality. Thankfully it also had a happy ending, otherwise it would have been too dark for me. I wasn't fan of all acting performances but in the end movie managed to be good in a very challenging movie genre."
" Immigrant Executions
",2019-11-02 00:00:00,6,"This original Norwegian picture, ""In Order of Disappearance,"" and its English-language remake, ""Cold Pursuit,"" both directed by Hans Petter Moland, are largely the same dark-humored revenge plot set against a wintry landscape, but besides being original, this one has some other slight advantages. Mainly, the immigrant and racial theme is better executed here than in the Americanized version.Indeed, in my review of the later production, I didn't even think the topic worth mentioning. Here, however, the protagonist, played by Stellan Skarsgård, is specifically claimed at one point as a good immigrant (presumably from neighboring Sweden), as well as being honored as ""citizen of the year,"" while the Serbian mobsters and the Danish-and/or-Japanese hitman are attacked by the native Norwegian gang. In adapting this nativist dynamic to America, the supporting racial minorities were appropriately changed to an African-American hitman and a rival Native-American gang; consequently, however, the same dark humor and criticism of nativist politics didn't crossover effectively. Partly, that may be because the USA is a ""nation of immigrants,"" and the slaughtering of Blacks and Native Americans is too historically resonant to be played casually or for gallows humor. There also seems to be more racial epithets spewed by the gangsters in this version. More so, however, this theme didn't work in the remake because of the casting of Liam Neeson, who besides bringing his own action-star baggage since acquired from ""Taken"" (2008) and similar flicks with him, further mired the movie in his public persona with the admission of his real-life history with racially-charged revenge plotting. And, he was supposed to be the hero.Another comparison between the original and remake are the references here to American fiction, from the protagonist's reference to books about Indians, to the ""Wingman"" ""Top Gun"" (1986) (the latter shared with the remake), while the drug lord's nickname in the American version, in turn, is ""Viking."" Additionally, in both movies, the snowdrift settings underscore the themes of murderous civilization surrounded by an also-harsh wilderness. One related gag here involving how nice Norway prisons are was conspicuously dropped in the American translation, for the obvious reason that American prisons aren't that. Anyways, I'm not well versed in Norwegian cinema, but its Swedish counterpart has long been well regarded for its treatment of nature as a character--since even the beginning of Swedish films in the 1910s and 1920s by the likes of Victor Sjöström and Mauritz Stiller (both of them likewise immigrated to Hollywood). These two Moland movies seem to share the same Scandinavian tradition."
" Norwegian Native Art!
",2019-10-17 00:00:00,9,"Warning/disclaimer: you are not likely to find a very objective review here. The author is tremendously biased because he loves everything that has to do with Scandinavian countries; - and Norway in particular. He loves the country, the people, the language, the culture and most notably everything they did in the domain of cinema and television. When he found out about a vigilante/revenge thriller set in the snowiest regions of Norway, the high rating and favorable comments already were as good as established...Still, even when trying to remain skeptical, I can't find anything negative to write about ""Kraftidioten"", a.k.a. ""In Order of Disappearance"". The plot may be simplistic and quite derivative, but this gets massively compensated for via the sober atmosphere, the stoic tone of narration, the subtle dry humor, the genius character drawings, the astounding filming locations, ... Let's see, what else is great? Oh yes, the phenomenal performances of the ensemble cast, with Stellan Skarsgard in the lead. Nils Dickman, a calm and introvert plow driver with an unfortunate last name, has just been awarded with the title of ""Citizen of the Year"" in his quiet and peaceful community. But then tragedy strikes, as his 19-year-old son Ingvar is murdered - by mistake, in fact - by the local drug cartel. Since they made it look like a simple overdose, Nils is the only person (including his wife) who believes Ingvar's death wasn't accidental and sets out to avenge his son. Rather amateurishly but efficient, Nils begins at the bottom of cartel's hierarchy ladder and works his way up. The killing Nils does unwillingly ignite a gang war between the Norwegian drug lord and their Serbian associates.Admittedly, we've all seen this plot numerous times before, but the simple fact that it's Norwegian makes it unique and refreshing! Also, writer/director Hans Petter Moland adds a few splendid little gimmicks, like displaying the name (and nickname) of each newly deceased person on a black screen with a cross. ""Kraftidioten"" is also really, really funny in case you like your humor pitch black and dry as the desert. Personally, I laughed very loud with the dialogue about snow and bad weather being the reasons for a country's prosperity. That scene could have come straight out of Quentin Tarantino's pen, actually. The constant battling and bickering between the merciless gangster and his ex-wife, principally about the custody of their son, is fantastic as well. You don't immediately expect this type of situations happening to relentless criminals, but it's very original and downright hilarious. ""Kraftidioten"" often gets compared, especially around this wonderful website, with the work of the Coen brothers (evidently with ""Fargo"" in particular) and the aforementioned Quentin Tarantino. I believe Moland's film stands entirely on its own, but obviously there are far worse people to get compared with in the film industry. And, for once, I'm also really looking forward to the Hollywood remake, because Moland remained the director and because Skarsgard's role is reprised by none other than the amazing Liam Neeson."
" Apparently it's a black comedy
",2019-09-22 00:00:00,3,"So this apparently is supposed to be a sort of Scandi-Noir comedy! The plot may be based on the dark subject of drug dealing gangsters and murder, but some of the casting is so poor, and the 'comedic' elements so farcical, that it ends up simply as a bizarre mashup of sinister characters played by totally un-sinister actors, and dead pan 'comedy' that really isn't that funny. Overall very disappointing as it could've been a brilliant thriller with the right actors and a better script."
" My Comparison
",2019-06-28 00:00:00,8,"I am watching it after Cold Pursuit (2019), a remake made by same director.
The good thing it really feels like different movie. Both versions are simetrical but not identical. There are some famous actors presented and acting overall is good.
But Cold Pursuit has amazing music score that creates captivating atmosphere. In this version music does not do a thing to me.
Again the 2019 version expands in each scene and frofounds the movie. I not only had chills and thrills while watching it, but a good laugh too. Both protagonist and antagonist have more diverse personalities. In this movie all the characters are pale and singlesided. Even Eskimos character and Chinese character are not comparable.
Well... Even though it is a good movie, I would recomend 2019 version, and do not bother with this one."
" froot loops
",2019-06-16 00:00:00,10,"This movie is extremely engrossing, touching and even funny. Couldn't take my eyes off of it. The froot loops scene was hilarious. Greven is a crime lord and the mother of his child says he shouldn't have custody of their kid because he feeds him froot loops! Even funnier is he goes beserker over the accusation."
