title,date,rating,review
" A very clever twist on the overdone Zombie movies
",2021-03-20 00:00:00,9,"I rarely watch R movies - they just don't agree with my personal beliefs and they are often downers. This one certainly qualifies. But I was intrigued enough after the first 10 minutes to watch it through to the end.
Zombie movies are a dime a dozen now and are usually just splatter-fests. This one really lets you invest in the characters and you want to see it through to the end - will humanity be saved?
Glenn Close is her usual brilliant self and I didn't recognize her at first due to her British accent. And the actress who plays Melanie - the little girl ""with the gifts"" - is excellent as well.
Some people will draw comparisons to ""The Crossing"" and I can see some similarities. All in all, a zombie movie unlike any other and excellent acting."
" Oh, Ellie...wait
",2021-03-15 00:00:00,7,"Ignore the terrible poster, this isn't a bargain bin knock off film. Well...it kind of is? This is going to be a weird one...So in some ways, this is one of the most original and interesting zombie films I've ever seen. In others, it's honestly in borderline rip-off territory. I'll start with the original stuff - I love the presentation of the zombies themselves, it does something much more interesting than the expected ""only one who's immune"" trope, and the story sounds amazing on paper.Buuuuuuut...come on Colm, I liked The Last Of Us too, but man he must have really fallen in love with those mushroom zombies. Same concept, they even namedrop the exact fungus that inspired the infected in that game at one point, and while they do have something that makes the immune girl more than just that trope, she is just Ellie with less personality.But at the same time...that ending though. That was interesting, but also the entire second act becomes mostly generic zombie fare...and it kind of spoils the whole film right at the beginning with its obvious symbolism...hmmmmm.If you couldn't tell, I'm a little mixed on this. I definitely enjoyed it, and I think it's definitely worth a watch if you got really sick of generic zombie stuff around the time when everyone was doing it, but I can't ignore how it does still fall into quite a few of the same trappings.But there is a lot that is a million times better than a huge majority of zombie films, like the acting (this girl needs some new roles, stat.) and sweet god is the soundtrack creepy.At the same time though, I also didn't think it was amazingly well directed, nor did I really care about any of the characters much, sooooooo...I guess it's a 7."
" So good!!!
",2021-03-09 00:00:00,10,I usually only leave reviews because I'm so offended at what I've just watched that I need to say something but this was not the case here in the least. Wonderfully atmospheric and eerie. Original idea executed by great actors. The writing was also top notch. This film fired on all Cylinders!!!
" Good new take on the zombie genre
",2021-02-25 00:00:00,6,This story brings an interesting new take on the zombie genre. The only catch is that the depth of the story and the perspective are not a patch on what comes across in the book. Very glad I read the book first.
" ANGER
",2021-02-08 00:00:00,8,"This is an amazing film with great scoring, but I absolutely hate the child. The main character ruined my experience and if she was simply not there it would be a 10/10. This is the most angry I have ever been while watching a movie. It is not a roller coaster of emotions, it is just pure anger. Great film."
" Great stuff!
",2021-02-06 00:00:00,8,"A totally fresh take on the zombie genre, with quite a dark and sinister undertone and ending. But why is it labelled ""Action, Adventure, Drama"" when it clearly is a horror movie?Actors are all great and in my mind Glenn Close really stands out: She really impersonates her role so well.There are many things I wish to tell you but I do not want to run the risk of spoiling things for you all. Just ask yourselves what the ending really means, and I am sure you will like that part also."
" The ending makes sense if you payed attention
",2021-01-28 00:00:00,9,"Most reviews here talk about the first half of the film being this masterpiece and the last portion letting them down. Without spoiling anything; Melanie says in the penultimate scene ""You taught me"". The script literally throws this concept at the viewer throughout the film. So in my opinion her choice makes sense, and only further adds to what such a dystopian world would do to a young childs mind. And if that last line of the film doesn't send chills down your spine, you truly weren't paying attention."
" Ironic stab at today's greed
",2021-01-18 00:00:00,8,"Simplistic yet pertinent, this drama begins about a fungal contagion and the search for an effective vaccine but veers toward a deeper message: now that we're dealing with the coronavirus and idiots are rampaging on the US Capitol (for which a vaccine is unlikely). Metaphors, parables and allegories abound in this lean and (extremely) low-budget film, a very UK product full of irony, the first being that the ""alien"" here is our so-so-cherished children. Over half a century ago the author John Wyndham got this with the 1957 sci-fi novel Midwich Cuckoos. Strangely, even after thousands of walking-dead movies, one wonders if young watchers actually know where the zombie idea originates in the first place (look it up). Its corollary is fear of the Other, itself the trigger of all human violence, ranging from casual racism and micro-aggressions to ethnic control and cleansing in all its forms: territorial invasions and extermination. One might include also farming animals for food as a form of ethnic control, though our beloved beef cows constitute the single largest mammal biomass (650 million tonnes) on the planet, nearly double that of humans (350 mil), thanks to our insatiable appetite for bleeding meat, a voracity paralleled here by babies eating their way out of their mother's wombs, along with a chained ""hungry"" eating himself for lack of other victims. The symbolism stacks up thanks to the screenwriter Carey's sense of fun. The kid Melanie roams, finds a cat. . . (""I already had a cat,"" she says later). Then she explores a house and discovers modernity (fridge magnets), and a dog. What follows is hilarious. A new generation/species takes over from the wasteful ever-warring humans. As the reviewer adelao-02096 rightly titles her/his review, quoting from Melanie: ""Why should it be us who die for you?"" Let the zombies take over for pete's sake, we've destroyed enough already. Eating each other instead of cows and chickens might be the solution."
" Sick movie
",2021-01-05 00:00:00,1,"It is a good movie to see if you are at least 8 of 10 on a mentally health scale but from my opinion This movie should be forbidden, a mentally sick person could do a great damage by taking ideas from this movie. I honestly don't believe my comment needs more details."
" A good movie with a very disappointing audio experiences
",2021-01-02 00:00:00,2,"A really good horror movie ruined by one of the worst audio experiences I have ever had. The ADR makes it feel like I'm watching a low budget dubbed film. The foley and ADR has no sence of acoustic presence. It all feels like it has been mixed ""in your face"" as opposed to being realistically placed in a physical environment. The ambience track seems to have been forgotten all together.
Perhaps this a creative decision, but I noticed it in the first spoken line and was not able to get any immersion whatsoever after that. Too bad to ruin a good movie this way.."
" NOT a ""zombie apocalypse"" or even 'zombie apocalypse adjacent'
",2021-01-02 00:00:00,9,"I'm continually stunned that this flick hasn't gotten better reviews as it's a real gem from the amazing soundtrack to it's lead actor (who i hope will go on from strength 2 strength as she's a really talented delight). 1stly, i felt the soundtrack was more sonic architecture than ""music"" & more power 2 it as such. sometimes relying on subsonics 2 enhance the visceral nature of the narrative arc which is in a nutshell, an ecological assault upon the human race resulting in a mutation causing a species reorganization. it's eerie, creepy at times & VERY thought provoking, w/top shelf casting that incl gemma arterton, paddy considine, glenn close & the debut of a young black female brit who more than holds her own in such a talented group. by the very end i couldn't help but feel the director would be an excellent choice 2 handle margaret atwood's ""oryx & crake"" material(s) screen adaptations. there r a few small but bothersome flaws i won't go into but overall this movie illustrates something i've felt 4 yrs now; if u just move away from the predictable casting of young white adolescent leads 4 a non-white, you're already increasing the intrigue factor (even 4 the most pedestrian material-which this is NOT btw). it also avoids neat happy ending cliches by a country mile while still tacking towards an optimistic (albeit weirdly so) coda. i cannot recommend this enough as i found it lingered w/me on many levels 4 a long time afterward."
" Unusual zombie movie
",2020-12-29 00:00:00,8,With less action and more story. Of course there are your usual scenes where people really act stupid but the end was just amazing.
