title,date,rating,review
" Accurate portrayal of mother-daughter relationship
",2021-01-26 00:00:00,9,"This movie is an astute portrayal of a mother's relationship with her daughter. The specificities and little details help the relationship feel real. Good character detail, and even though not a whole lot happens, it is overall a great dramedy."
" Those who gave it a 1👎
",2020-04-26 00:00:00,10,Maybe You have to have lived this story with your mom to appreciate it. It was beautiful and had me laughing all the way through.
" Stupid people leaving bad reviews
",2020-03-08 00:00:00,9,"This movie is fantastic! (And I have great taste in movies) Don't listen to the haters, watch it and you'll see"
" A light hearted, fun to watch story that every one can identify with
",2019-05-28 00:00:00,8,"A must watch for the awesomeness named Susan Sarandon!!!!
Oh she just becomes the character.So this is a story of a 'more than necessary', 'concerned' meddling mom (Susan Sarandon) who kinda is super clingy to her 'not that young', 'in her late thirties' daughter (Rose Byrne)
The movie is such a simple yet heartwarming story about coping with loss, the way it plays out on our personalities..
I watched this movie, to start with just as a mode of killing time... but it's a must watch cuz each one of us can feel in the shoes of the characters..n inspite of being light hearted, this one has such strong characters ..
The writing has depth..
There was a scene where I found myself laughing out loud with the mom - daughterAnd what starts as a fun movie about a mom
Crossing her boundaries turns into this really deep connection that this character has with others..I thoroughly enjoyed it!!
A fabulous choice to watch it with the entire family, il definitely watch it again with my mom for sure..8 out of 10 from me, for a light hearted, superbly written, fun must watch!PS: also loved Rose Byrne's work!! Amazing"
" This is so genuinely touching!
",2019-02-16 00:00:00,9,"I had no idea I would enjoy this movie as much as I did, I almost didn't watch it! I am so glad I did. It is the most real, relatable and truly touching movie I've seen in a while. Especially if you're a woman 40+, this will speak to your soul in many ways! Happy viewing xxx"
" Absolutely bland and overdone love story
",2019-01-22 00:00:00,2,This film has great actors but absolutely poor writing!
" Enjoyable for a Lazy Sunday afternoon
",2018-12-07 00:00:00,7,"I did quite like this film. It was not full of some over the top drama or illogical romance I'm so used to seeing in Hollywood films. This one was more believable and relatable. Susan Sarandon was a joy to watch. There was never a dull moment with her. I didn't take much of a liking to Rose Byrne's character though. She came off as some vapid over-worked brat who was irritating to watch.And while the film is supposedly about an overbearing mother incessantly meddling with her daughter's life, what the film actually focused on was the journey of the mother coming to terms with her late husband's death and her courage in letting go in order to be happy in life again. It wasn't really much about the daughter at all, so that's a bit confusing.Overall, it's a great film to relax to."
" It's charming!
",2018-10-02 00:00:00,7,"I'm going to go against the grain here, but I think this is a charming little money that gives you a few laughs. It's essentially about a widow and mother who uses her money to help people she doesn't really know that well but who shes formed a connection with. It's not going to blow your mind but it's feel good..."
" Trying to get through it
",2018-09-08 00:00:00,2,I'm not sure why I thought this was a comedy? And it's not a drama or action flick. The only reason I'm still watching it is because I paid $4.00 to rent it. It's a little like watching paint dry...super boring
" Superb film - a gem, beautifully performed and understated.
",2018-07-07 00:00:00,10,"Once in a while, a film touches you on a deeper level. It is gentle, unpredictable and thought provoking. This is such a film. Beautifully acted, Susan Sarandon carries the scenes on her own. It is one of her best performances since Dead Man walking.Films are so often obvious. They can be absurd even, but this film was so true to life. Expect the unexpected and actually things don't add up and you can't just fit things into a box with a neat little bow. Life is confusing, chaotic and beautiful. It's real. That's it and this film shows it all fully without covering up the details. And yet things aren't always said, they are implied or hinted at. I love it.I love a film that leaves you wondering, yet already knowing. Thanks for this.I don't usually write a film review, well hardly ever, but today I felt I needed to write one about The Meddler - enjoy."
