title,date,rating,review
" Ritesh Deshmukh is show stealer
",2021-04-02 00:00:00,8,"Loved it, a good thriller movie plus acting of cast is also good(shraddha & sid improved a lot)
Music album of this movie is worth keeping.The fight sequence at the dockyard on boat is captured very well."
" Good movie
",2021-01-04 00:00:00,8,It's not best from Mohit Suri but still it's a good movie. Direction is awesome and acting is little bit average but villain is positive In this movie. It's a good one time watchable movie.
" Good,must watch,emotional,sad film of all time
",2021-01-01 00:00:00,10,"Those people who are saying it is a bad,boring,worst film are don't like Indian romantic thriller film or they like only korean movies like I saw the devil,.It is a good must watch film. Watch it for it's good songs,lead pair,emotional and heart touching story. One time I think that in this generation Bollywood only makes dancing film or films with party songs,but ek villain is the film which has none of them,it has good,romantic,emotional songs and all of them are my favourite. Please watch this,It will touch your heart and will make you cry."
" Total plagiarism of a hard mans work.
",2020-11-17 00:00:00,4,"Unfortunately, this movie was totally ripped of from the Korean movie ""I SAW THE DEVIL"". If you ask someone of for the summary the person will give the you the same exact concept story which it was copied from. Totally disappointed on how the Bollywood could only rip off from others work."
" Best Action and Romantic Movie
",2020-10-06 00:00:00,10,"This movie make me feel so emotional , Siddharth malhotra and Shraddha kapoor work great and there chemistry in this movie make people so understanding."
" Straight from the Korean Movie ""I saw the Devil""
",2020-09-20 00:00:00,1,"Ek Villian is a 100% copy of the movie ""I saw the Devil"". Korean version is very Gruesome and cruel. Whereas, Mohit Suri did a perfect job of cultural appropriation of the movie to Indian Standards. I don't think it is an adaptation of the Korean version because when you produce film from other cinemas you have to buy the rights of the film and adapt it according to your needs. This is straight away copy. Just like Avenger bought the rights of Hulk and adapted the character of Hulk according to their needs. This is abject stupidity and fooling innocent Indian audiences who don't see international movies."
" Reeee
",2020-08-21 00:00:00,10,"Reeeeee
Hadoooken
Sjdjdfnnfndbdjddhdhdhdhdhdhxj
I loved it tho"
" Beautiful movie
",2020-07-29 00:00:00,9,"Many says this is disappointing and not as expected.everyone should that mentality on this perspective.overall this movie is brilliant and mohit suri proved once again.
If something unacceptable happens means that doesn't mean that movie is bad.
(it is the plot of the movie)"
" Recommended 👍
",2020-07-09 00:00:00,7,"Everything as fine, until I started seeing the typical ""love"" pattern, Bollywood nowhere stops, wheather it it a Horror movie, a traumatizing movie, a inspiring movie, they put ""love"" literally EVERYWHERE! >:("
" Just go for it !
",2020-06-08 00:00:00,8,"If you guys want to feel the beauty of love, this is the movie to watch. I fell in love with the way the lead characters were framed in the picture. Especially Sid when looking at shradha💞..wow what a look man😍..Shradha was adorable and pleasing to watch the whole film😍. Sid was good but not at his best. He has to improve himself for villain expressions. He was giving the same expression throught the film may it be a love scene or a fight scene.But otherwise the lead couple were the cutest pair i have ever seen. No words to explain Ritesh's acting. He was simply rocking the role🔥. Never expected that he can fit himself perfectly for a villain role. The film has many loopholes but still, you won't mind much. Afterall you will be curiosly waiting to see what happen's next. Songs and bgm were amazing and pleasant to hear.👌
If you guys want to watch something different, just watch this movie. It will give you a feeling of mixed emotions.
If it were not for Sid's same expressions and some impractical parts (like shradha got cured from serious cancer😑), I would have given 10 stars."
" All Time Favorite
",2020-06-04 00:00:00,10,"I don't know why but this movie will be my favorite forever...
Siddharth, Shraddha Kapoor,Ritesh, Mohit Suri you completely nailed it..
Music of the film will be on of the best album of the decade.."
" Beautiful movie...
",2020-05-31 00:00:00,6,Riteish and Shradha can steal your movie-loving heart with their performances while Sidharth is average....Recomended for KRK fans too
" Ok type movie
",2020-05-30 00:00:00,7,Look this is the remake of korean film i saw the devil.But there was not 20% flavour of i saw the devil.They made it totally in their way.Not too bad but ek villain contained a lot of mistake and the director can made it better than this one.But the acting of Ritesh was too good.So you can watch film.
" Be ashamed of yourself for copying blatantly
",2020-05-21 00:00:00,1,Have the decency to be honest where it's copy ed from. When will Bollywood learn
