title,date,rating,review
" Loved this film
",2021-04-11 00:00:00,10,"A beautiful story of love. Beautifully filmed
Well worth watching."
" A Rare Film Where Romance and Politics Unite
",2021-04-05 00:00:00,9,"Inspired by actual events, ""A United Kingdom"" concentrates on the heir to the throne of the African country that is a protectorate of Great Britain, Bechuanaland (which would later become the Republic of Botswana) name Setetse Khama (David Oyelowo) who back in 1947 was studying law in Great Britain, falls in love with a young, Caucasian woman named Ruth Williams (Rosamund Pike), who works as a secretary for. The London Missionary Society. Their love for each eventually leads them to getting married, Seretse wants Ruth to return to his country, but their love for each other is disapproved from everyone that they knew.Just like her previous outing ""Belle"", director Amma Asante created another real life story about true romance met in the realms of conflict and controversy, but succeeded in climbing over these hurdles and shows that true love bears no boundaries. Sure the couple has to overcome racism and disapproval from both their people, they were made for each other and nobody would stop them even going so far in the end when one side would learn to accept.Both films are run for 1 hour and 45 minutes long, shows that Asante will not tolerate wasted minutes of nothing on her movies. Every scene serves a purpose and the editing is something we truly have to thank. The script is handled professionally and Asante seems confident in the script that's given to her and has no need to add something at the last minute making issues feel forced or awkward.What makes ""A United Kingdom"" stand above a lot of politically themed movies is the outstanding, powerful performance from David Oyelowo. When makes an address to his people in Bechuanaland, the fiery intensity in his eyes manifest with determination knowing that his journey to becoming a leader will be a tough road ahead, but he will stop at nothing to get his message across. The speeches he delivers will likely get fans in tears because his messages are moving and also very inspirational. His voice is enough to melt you heart like a hot knife through butter. It seems that Oyelowo and Asante have known each for very long time and seems confident in selecting who would lead in her next film and she knows the capabilities that her leading performer will guarantee the best performer in her movie.The love that both Seretse and Ruth did not go by very smoothly, in fact the rough trenches seem more than most other romantic comedies. In spite of everyone surrounding them unhappy with their relationship, never let their guards down. Instead they held onto each other throughout until one of the parties gladly accepted them and became obscure pioneers in making a British protected colony in Africa into an independent country years down the road. There are a myriad of scenes where the the racial tensions are disgraceful in its presentation even going as far when a bunch of bigoted hoodlums were spewing off racist banter towards Seretse and even going far as to labeling Ruth with unflattering gestures. But in these scenes thanks to Asante's direction and Guy Hibbert's script, they don't go as far as to make it obvious and its never rubbed in our faces.After going full out in ""Gone Girl"", Rosamund Pike settles to more relaxed and nuanced performance. During this whole ordeal of falling in love with someone regardless of their skin colour she always remains calm. Instead of expressing her thoughts in words, she expresses her thoughts through the use of body language that's very symbolic (shaking of her arm). It shows that she is brave at standing up to someone she truly loves, and yet is still vulnerable and nervous at knowing that the masses are not to humble in expressing their disapproval of the choice she made making her character all the more believable. But her unrequited love for her Prince is all that matter and in the end she's brave enough to stand up to the hate.When it comes to the supporting cast, the real standouts include Tom Felton (Draco Malfoy) as the bigoted Rufus Lancaster who also happened to play a bigoted buffoon in Asante's ""Belle"" and is quite convincing as a character who had a similar of mind like the people in this time period. Jack Lowden is wonderful as the only character who's in support of Setetse love for Ruth. His role was like a sigh of relief coming from a wide variety of hateful characters. Nicholas Lyndhurst was also effective in his performance as Ruth's father who doesn't want Ruth to marry Seretse.""A United Kingdom"" reflects back at an unpleasant moment in history. It was time when South Africa proposed the Apartheid Act and the shameless support that Great Britain had for it. Under all the abused power that came though this, one thing we could all be proud of is that several trailblazers had successfully overcame this burden and that is where we applaud Seretse and Ruth. The levity that comes with this movie is something that should be taught in classes at school, regardless of how heavy-handed the topic is.Amma Asante made this movie in 2016 at a time when romantic stories are not as popular then as it was in the 1990's, it's romantic tale is something off great importance. That even though it might drive two world's apart once the smoke clears the film ends up telling that these two are in love and nothing else matters. And even though the moral of this story might not be original, it's still warming and positive. With dynamic chemistry between the two leads, an outstanding supporting cast and the crew were at their A-game this movie is a winner to me."
" Fighting for Love and Freedom...
",2021-03-19 00:00:00,8,"This is a fascinating film that treads lightly between the land mines of racial and sexual and fomenting political unrest and comes through and on top of this with dignity and a sense of intelligent aplomb. The obstacles and hurtles that Seretse Khama and Ruth Williams Khama faced and overcame in order to achieve the greatest good on a personal level and on a romantic and familial level and ultimately on a sovereign and national level makes for exciting and memorable viewing. There is no doubt that a story of forbidden love wrapped within the political machinations of two countries; one maneuvering to exploit the riches of Africa in gold and diamonds, and the other seeking to mature into an independent democratic republic, can easily grip the viewer with a special exotic appeal. But in this case, the sensational is downplayed for a light, but probing examination of the relationships between peoples and time honored family traditions as well as cultural and national alliances. Rather than complicate and obfuscate the immediate issues at hand, the love the Khamas share between each other seems to clarify the central intention that love must lead the way to the resolution of all these issues.What I most admired was that this was a story of real people handling real problems in an adult manner with a workmanlike, no nonsense attitude and confronting in its turn each crisis and difficulty that arose fully aware of the sacrifices that might be required from them both. It speaks well of the performances of Daniel Oyelowo and Rosamund Pike as the title characters, that we always believe they have the personal magnetism and resourcefulness to win over their so-called respective clans and create the higher understanding necessary to make their marriage work. While in some respects we get the idea that it is them against a world that is chauvinistic and bigoted for gain, we never get the idea that they feel it is all about them. This is often the theme of great loves in romantic fiction and even in fact; that the love the partners feel for each other tends to cause them to blot out the whole world around them in the haze and heat of romantic passion. The love that the Khamas feel for each other appears in this film to call out the best of their spiritual resources, and lead them ultimately to come to those right answers and solutions that evolve and resolve into what is most progressive and salutary for everyone.The fact that these individuals used the happy event of discovering love between each other to solve problems rather than to be a problem to themselves and others is an inspiration worthy of note. How many other couples might have taken to drink, or caved in to the kind of despair that induces addiction and the slow slide into personal decay that can even lead to suicidal behavior? This has been the grist for many a drama about forbidden love. Here the lovers are always seen within the context of their respective communities, responding to their friends and families as well as to each other with a sometimes tense and heightened sense of reality and responsibility. The Khamas' love extroverts them, it seems to me, into taking greater social responsibility for conditions in their communities and societies, and this is a wonderful thing to witness and to have recounted.The direction of Amma Asante and the cinematography of Sam McCurdy make for a fine contrast between the environs of London and Bechuanaland. We see the man who would be King and his lady who would be Queen for more than a day, unknowingly forming a bridge toward a new sense of society. The supporting characters from Laura Carmichael as Muriel Williams, to Terry Pheto as Nadeki Khama, to Nicholas Lyndhurst as George Williams, to Vusi Kuene as Tshekedi Khama, as well as Jack Davenport as Sir Alistair Canning and Anton Lesser as Clement Attlee, Prime Minister of the United Kingdom, serve to highlight effectively what is at stake in the formation of this union. The music by Peter Doyle is never intrusive to my mind and serves to spotlight moments in the lives of the principal characters with ample verve and style. We are never left to forget that in the end this is about two people maturing to create a family in the broadest sense of the term.We come to see that the consequences of the Khamas love for each other are on the whole good for all involved. Seretse Khama grows and evolves from renouncing his throne to being the first President of Botswana. Ruth Williams Khama eventually becomes First Lady Khama, although this is not addressed in this filmic version of their story. At the end of the film, it is revealed that their son, Ian Khama, becomes the fourth elected President of Botswana, as one of their four children. Ruth and Seretse end up buried together on a hilltop overlooking Serowe village, revered figures in the history of Botswana."
" A decent story about a decent pair of human beings.
",2021-03-10 00:00:00,7,"This is undoubtedly a beautifully shot film - cinematographer Sam McCurdy captures well the varied imagery from both Botswana and the less grand London urban landscapes wonderfully. The substance of the film, is a little less gripping though. It tells the true story of a student in Britain who is to return to his native Bechuanaland to take up his kingdom following the long regency of his uncle. His problem is that along the way, he has fallen in love with Ruth (Rosamund Pike) and so Seretse (David Oyelowo) finds himself amidst a storm of government objections to his relationship from both the British and South Africans, as well as an innate suspicion from his own people. Together they must fight for what they believe in - and that's no easy feat. The story is the stuff of history, so there is little jeopardy as to what actually happens. That leaves us with the performances and though there is nothing wrong with them; they just didn't really catch fire for me. There is a soupçon of chemistry between the leading pair, but the supporting cast - largely representing the colonial administration - leave much to be desired. Jack Davenport, Jessica Oyelowo and a particularly wooden Tom Felton left me cold as the epitome of what was wrong about the situation and the prevailing ""white"" attitudes. The way the couple were being manipulated - and separated - by the powers that be is also a bit too superficial. This could have presented us with a much grittier - politically driven - assessment of the enormous achievements of this man, but instead dwells too much on the courting/love story elements and we see little, if any, of the resistance from his own people to this fairly seismic, from a cultural perspective, marriage. It is engaging to watch, but could have been a great deal more interesting and informative had it focussed more on her efforts at, and difficulties with. assimilation too."
" Loved It
",2021-03-01 00:00:00,9,This movie was well-done. The actors executed the film and historical events brilliantly.
" A Remarkable Couple
",2020-12-15 00:00:00,7,"It is difficult to fully comprehend the battles this couple had to battle against,not least perfidious Albion.An excellent recreation of an important era,when the sun set on Empire."
" A United Queendom
",2020-10-31 00:00:00,10,"This is the true love story between a Black African Male & a White British Female. In todays climate you might think 'Welll...Nothing New! isn't it all part of living in a multi-cultural & multi-racial society?' Yes, but, this love story has 'deeper implications', and it's those 'deeper implications' that the movie focusses on, for this was no ordinary Black African Male, this was a man set to become King of Botswana - choosing a White British Female to rule by his side as queen.
I was more fascinated by the couple's 'gift of knowing'.
I mean when you meet someone how dya know that 'he's the one' or 'she's the one'? What moves people to stand strong against all the odds? What drives or motivates people to literally give up everything 'for love'?The movie was also an educational trip. Well we all know that 'Mother Africa' as a whole has been raped, robbed & stripped bare of all her past glories, so much so that she can no longer protect her children. Whatever she has left is usually pillaged by the locals. Unless it's a specific 'slavery' type of movie or programme, or there's a civil war or political unrest, or a 'wild life' programme, we seldom get to hear about 'other' histories on/of Africa or about Africa's Continent.I make Seretse Kahma's uncle right, 'Would The British Have Accepted It, If Princess Elizabeth Had Come to Africa & Taken a Black African Male To Be Her Husband - let alone an educated one? A Black King of England - Can You Imagine It? No You can't! Cos it'd 'NEVER HAPPEN'. But you can imagine the scandal can't you? That's exactly what Harry & Meghan are up against - 'Institutionalised Racism'.
Princess Elizabeth & her African husband 'Would Have Been Refused, And Every Rights & Claims To The Throne Removed From Her' - even if his name was Dr Bennet Omalu - a Nigerian - the forensic neuropathologist who made the first discovery of 'Chronic Trauma Encephalopathy', a football-related brain trauma - (as seen in 'Concussion' starring Will Smith).I think Harry's mother woulda been prouda him for standing up for 'himself'. As for the other son, she woulda been prouda him too, cos someone's gotta do the job."
" Botswana shines
",2020-10-30 00:00:00,10,I loved this film and it actually led to my photographer stepmother visiting Botswana out of interest in seeing the country Seretse helped build anew.
" Historically interesting, morally straightforward
",2020-10-15 00:00:00,6,"The hier to the traditional kingship of the people of Bechuanaland studied in England after world war two, and married a English office worker he met there. But after he returned home, the British, within whose empire his country then lay, cruelly banished him, principally not to upset the South Africans, who were busy instating their system of Apartheid, or racial separation, at that time. The story is sympathetically told in Amma Asante's film 'A United Kingdom'. The protagonists clearly had right on their side, and subsequently, as Botswana, their land has become one of Africa's success stories, so the sympathy is not misplaced, but it does remove any sense of moral tension (although not moral outrage) from the film. As a Briton, it's educational to see quite how appalllingly my governement behaved relatively recently, and interesting to see the role played by a young (and not yet famous) Tony Benn; but overall, this is a gentle, positive story, whose fault lines do not really trouble the modern viewer seeking to take sides."
" God save our queen !
",2020-10-10 00:00:00,8,"This story is not unique about the colonisation of countries in Africa, Asia etc etc. Britain has a lot to answer for. Stealing & raping countries of resources like oil, diamond, Gold & uranium continues until today. This is a love story but behind it all the message is about unfair colonisation & deep rooted racism that has been erased from the history books"
