title,date,rating,review
" Nice and not nice.
",2021-03-05 00:00:00,7,"It's unusual as Focus is both underrated and overrated at parts.
Will Smith comes as Nicky an Con artist with emotion, but same acting from him seeking sympathy is what we have seen before. So is Margot Robbie too stands in the same measures as we have seen earlier whatever she does. Brennan Brown is nice to watch.Starts smooth but ends like a falling sandwich, it has the elements but in trembled in the end. But it's watchable. Obviously expectations are always high when such a star cast is there but again not all sandwiches are memorable. But all sandwiches are tasteable. So is this movie Focus, no need to watch it with Focus.Available on Netflix."
" Too much romance... Too many bed scenes
",2021-02-24 00:00:00,2,"Too much romance. Too many unnecessary and annoying bed scenes.
Has a couple cool twists, but the ""romance"" slowed movie way too much, and messed up movie.
I guess Will Smith wanted to stretch his acting bounds, but this is wrong movie to do that"
" Changed my life
",2021-01-28 00:00:00,1,"I'd never seen WS in such a terrible story. His acting is like a punch to the stomach in a hangover. And Margot, oh boy, thank god she's pretty. Yet, I'd be offended if I was a woman. She portraits everything that's bad for a female role. Really poor and stupid story that tried to be filled with absurd charisma. I've never written a review before, so trust me well. Do not watch this horrible film if you value your neurons enough. I am willing to pay whatever it takes if someone can successfully make me unseen it."
" This is move better than willllllly smith he is amazing actor
",2021-01-14 00:00:00,7,This is move better than willllllly smith he is amazing actor
" A good movie to watch
",2021-01-06 00:00:00,8,An old-fashioned film frame Served by a convincing and above all captivating duo of actors. Sometimes in the cinema you have to know how to let perfection and just make the pleasure and enthusiasm speak. Mention to the captivating Margot Robbie who stands out as the new modern sex symbol of US cinema.
" An average con, an average movie
",2021-01-05 00:00:00,5,"Focus is your typical transcontinental-flight-movie. A decent time-waster, provided you don't look too close or think too much.Like many of these movies, it starts off well enough to hook an unknowing viewer, and after a lengthy introduction (40% of the runtime), runs out of steam. The viewer is then left with typical he-knew-all-along cons, mixed with random shots of luck that could have been planned out, leaving everyone with events that don't match the characters' pretended omniscience.If the movie doesn't believe in its own tricks, neither can the audience. Good thing is, the in-flight drinks will have knocked most of out it long before the movie ends."
" Clever and great
",2021-01-02 00:00:00,9,"So many plot twists,so clever plans and im glad Margot is in it,she is stunning"
" ...and see the unseen
",2020-12-13 00:00:00,7,"Very polished, very Hollywood, but well written and enjoyable. Will is Will, Margot is hard to take your eyes off. It's worth watching. 🙂"
" Slightly below average but it isn't the worst film I've ever seen.
",2020-10-18 00:00:00,5,"Tried to get into movie as hard as I could but it just wasn't engaging/exciting enough. The cast did good job with the acting but there just wasn't anything memorable that stood out. Also too many times the movie was all over the place as well did poor job of explaining certain characters action. I wasn't a big fan of the ending either it was just strange and abrupt. Its not the best movie, but its not the worst. I wouldn't recommend it though either way."
" Not a great con artist film, but still quite enjoyable
",2020-09-16 00:00:00,8,"I've always been a bit of a sucker for movies about con artists. I think part of it is the fact that these movies tend to have a built in twist ending because there's always someone being tricked, and we are rarely in on the con, so this makes the entire movie feel a bit like a mystery that I get to solve as I watch. Many of those elements are present in Focus, and that's why I enjoyed it so much. I did feel like I was a few steps ahead of people in this film, because they telegraph some of the tricks ahead of time, but that didn't stop me from enjoying the ride until the final reveal. The charming cast didn't hurt, as Will Smith is a great leading man for this kind of role, and Margot Robbie has a good report with him (even if their romantic connection wasn't the most convincing.) I also love Adrian Martinez any time he shows up for some comic relief, so it was nice to see him in a supporting role here.I'll admit that Focus is loaded with flaws, though. As I already mentioned they foreshadow elements of the cons way too early, and make it too obvious what is coming. There's also the fact that these people are genuine criminals who aren't preying on worse crooks or evil people. They are straight-up thieves who take from the innocent. We really shouldn't be rooting for any of them, but there's a playful lightness to the crimes that make you think it's not that big of a deal. I also wish they made Margot Robbie's character a stronger part of the film. For most of the runtime, she is just there to receive the exposition, or as a prize for Smith to win. I can totally understand someone thinking Focus is a bad movie, or saying it is horribly flawed, because I can see the problems with it. However, I found enough to like that I'll probably watch it again."
" Bottom line
",2020-08-16 00:00:00,6,"Movies about con games have proven popular when they are done right such as ""Big Hand For A Little Lady"" or ""The Sting"", but if the plot twists become too convoluted you loose the audience - for me this includes ""Now You See Me"" and the sequel.The first half of this movie shows some slick - perhaps TOO slick - conmen and women engaged in a variety of scams, led by Will Smith. The second half devolves into a game of ""you know someone is getting conned, but who?""SPOILERS: In the beginning Smith tells a story about how you fool the mark by shooting your partner, so you know something like that is going to happen and when it does, it's more of a groan than an ""aha"" moment. After that, it just falls apart like a house of cards.Points for some nice twists early on, but after the New Orleans scenes, it gets mired in cliches."
" Great film
",2020-08-02 00:00:00,9,"I honestly really enjoy the film, people say there are unanswered questions and plot holes but honestly I think the movie covers everything after watching it for a 10th timeSPOILERat the end of the film for example when Nicky is being interrogated he says 'lying backs you up in a corner and it forces you to do dumb ' while looking at Owens and I realize now that is telling him to hit the Toledo Panic Button. Which is why Owens says right after something along the lines of, you wanna die' because he was 0-3 when it came to people surviving when he hit the panic button. Little details like this happen in the movie often which answers many peoples unanswered questions you just have to focus. Pun intended"
" Blingy glitz that doesn't really sparkle
",2020-07-31 00:00:00,3,"While sitting in a bar, a confidence trickster (Will Smith) is played by grifter Jess (Margot Robbie) and goes along with the sting when her partner busts, pretending to be her boyfriend and go to rob him. Nicky turns the tables on them, but sees promise and takes Jess under his wing for some more big time tricks before a potential attraction confuses the partnership.Slick and glossy conman and heist kind of picture that is so excessively over the top to the point of being tedious. Once you look past the stylisation and blingy glamour, the dialogue and premise are quite laughably silly and shallow. The one stand out moment is the gamble with B.D. Wong, though Smith's explanation is laughable."
" Intriguing film.A film for connoisseurs who want neither action nor comedy, but just a good film.
",2020-07-30 00:00:00,9,"I don't like movies that don't have action, except comedy movies. This movie doesn't have both, but I'm really intrigued by the story itself. You shouldn't miss a part of this movie to find out what's going on. It's one of those movies where when you switch channels for interesting things and you come across this movie, it kind of makes you watch it without taking your eyes off it. And if you are careful when you catch in some initial part, almost everything about the film can become clear to you."
" It's just eye candy.
",2020-07-22 00:00:00,5,"Whether you've the hots for Robbie or Smith, that and a few nifty twists, is all this film has going for it: Beautiful people stealing things in a slick manner."
" Different kinda romance
",2020-07-09 00:00:00,6,I enjoyed the film very well. The romantic scenes between Will and Margot was lovely .
" I enjoyed this on the whole
",2020-06-24 00:00:00,8,"Yeah I quite enjoyed this film in all honesty. I got Now You See Me vibes quite a lot as the viewer is often left wondering when something happens if it is part of some sort of con/trick. I personally enjoy that kind of thing as you're left guessing a lot of the time and when it gets revealed it's a great feeling.Characters I thought were likeable and I thought the romantic side of things wasn't overdone and the thriller side was more evident, which is a good thing because I didn't click on this to watch a romance film.My only issue with this film is that
1: all other characters weren't in it enough to give me any sort of connection for them
2: the ending was a bit odd. I felt like the film needed another 15 mins or so before ending, but it just dropped to credits. The film ended and you got what you wanted, but I feel like there's unanswered questions still that really needed to be answered."
" Entertaining!
",2020-06-07 00:00:00,7,"This movie is funny , clever and entertaining , you keep guessing till the very end. You won't regret watching it"
