title,date,rating,review
" No need to buy it.
",2021-03-27 00:00:00,5,"I like some aspects of the movie, but other parts could be improved. I like the sarcasm and the wit, but overall, it's just not ""fantastic"" enough to buy for my home library."
" surprisingly really nice movie
",2021-03-02 00:00:00,7,"Sweet , short and simple story, never felt bored. Good acting by all."
" Brilliant film
",2021-01-25 00:00:00,10,I have rewatched this film countless times because when I'm in a funk and feel like I'm just so different from everyone else this film brings my mood up and makes me feel that it's okay to be different. I would highly recommend this film to those who love romantic comedies that have a little extra character development.
" Entertaining Teen Movie With One Exception
",2021-01-24 00:00:00,8,"I've watched the movie a few times. It's entertaining. The characters are relatable. It definitely follows a formula but the dialog and acting are well done.There is one thing in the last scene that drives me CRAZY. In the last scene, the main character mentions she's going to Northwestern and her boyfriend is going to Ohio State so they can visit each other a lot. Do the writers have any concept of midwestern geography? This is a 6 hour drive. There's an entire state in between Illinois and Ohio. A little homework please."
" DON'T BE FOOLED BY THE DUFF
",2021-01-16 00:00:00,1,"I was ecstatic to hear a favorite book of mine was being made into a film, then when I saw it was nothing like it! DO NOT I repeat DO NOT WASTE YOUR TIME! Mae Whitman an excellent actress saved this wretched film with her incredible acting skills making it little more bare able to watch, but alas it was still a horrible experience. Nice try though."
" ""Courage, the Cowardly Duff""
",2021-01-12 00:00:00,6,"Good watch, could watch again, and can recommend.Being that Dr. Jeong is the reason I finally watched this, I feel he was under utilized, but I was surprised to see Taylor Lautner and Bella Thorne delightfully playing jerks.Mae Whitman is an excellent actor and not necessarily known for being a ""looker"", but I never would have thought of her as a DUFF either, but I guess the concept is all relative. The movie does spend a lot of time making fun of her for being ""unattractive"" though.To be fair, there is a LOT of fun with her being awkward, which isn't the same thing as unattractive.This movie has the same sort of feel to it that ""Juno"", ""Superbad"", and ""Easy A"" have to them, all good high school social dramedies.While some of the movie feels like sketch writing for ""how to lie your way to victory"", it doesn't disappoint."
" A wholesome comedy
",2020-11-07 00:00:00,7,"In this tale which seems to take elements from Easy A and A Walk to Remember, Bianca (Mae Whitman) is told by her long-time neighbor and classmate, Wesley (Robbie Arnell) that she is the Designated Ugly Fat Friend (or DUFF for short).All Bianca wants is Toby, and will even help out Wesley to get that. In A Walk to Remember kind of format the unlikely friends become close and Toby is revealed to also believe in 'the duff' as he yearns for Jess and Casey, Bianca's friends, in the hopes that Bianca will hook him up.It all comes to a head with a She's All That-esque moment close to the end of the film. It's a low budget film, and there's not an all-star cast. I really only recognize Mae Whitman from Scott Pilgrim, Ken Jeong, and Allison Janney. Everyone else here feels forgettable.Although everyone fills out their roles and no one sticks out like a sore thumb, the acting is what sells the film. Mae has perfect timing for her on-the-button lines to finish off scenes. Mae is approachable, which makes Bianca approachable.I did find some things in the film out of touch, however. In the early stages of the blossoming friendship, Bianca dances and makes a fool of herself with a mannequin at the store while Wesley does his best to be Gerard Butler in The Ugly Truth. It's revealed that Wesley's ex is filming the whole situation and then later, Bianca accuses Wesley. It pains me how cringeworthy it is. Anyone with half a brain would realize he wouldn't do that and it was impossible to do it without Bianca noticing. The way that the recording is done is not subtle either.Aside from that there are sprinkles of comedic moments and quotes throughout the film. It's light-hearted and not raunchy like American Pie can be. It's got some taste and some brilliant jokes. Overall, it's worth a view and anyone who enjoys teen comedies with a bit of romance won't regret it."
" Heart-warming story!
",2020-09-19 00:00:00,10,The premise of the movie might be a little cliche. But it definitely brings back the 90s movie vibe where things are simple yet heart warming. You might also get an epiphany after the movie! A duff? Who me? Omg!
" ONE OF MY FAVORITE HIGH SCHOOL COMEDY
",2020-09-04 00:00:00,9,"This is actually one of the few teenagers comdies that I liked, cause it's so fun and full of the emotions that I've experienced in high school just like bullying and being invisible, everytime I see this movie I feel more confident about myself and just loving it."
" Doesn't try anything new, should have tried
",2020-06-29 00:00:00,6,"The DUFF is a movie that tries to take the teen rom-coms that everyone is used to and move them ahead into the 2010s. It attempts to show how the forming of cliques has changed and how relationship dynamics are different. However, if this movie is any indication, the more things change...the more they stay the same. I've seen this movie before and it was back in the 1990s, when another film was released that has almost all the exact same story beats as this one. I won't specifically mention the movie because that would spoil what happens in this film, but this is an extremely predictable plot if you've watched any other teen rom-coms. The only thing new this movie brings to the party is its concept of The DUFF, which stands for ""The Designated Ugly Fat Friend."" The DUFF concept suggests that in any group of friends there is the one person who is not quite as desirable as the others, who becomes ""the approachable one"" that people will use in order to get closer to their hotter friends.While I was more than a little offended by the mere implication that Mae Whitman (who plays the titular DUFF of the film) was in any way ugly or fat, I did appreciate that they clarified that those designations were more generalizations of people who filled this role, and not all people looked on as their group's DUFF are truly ugly or fat. I found the film to be watchable, and it has all the patented moments you expect from this genre. I was kind of hoping they were going to do something different with the story, because they laid the groundwork to take the plot in an unexpected direction and do something new and original. Don't get me wrong, doing the same old thing isn't bad, because it can still give you a warm fuzzy feeling. But in this case, they didn't do the same old thing in a way that was special enough to set this apart from countless other movies. I would watch The DUFF again, but I won't seek that opportunity out since it's so formulaic."
" Enjoyable teen movie
",2020-06-19 00:00:00,6,"I have been searching for watchable teen movie since ""Meangirls"" and have to say this one does it. Its quite suitable for 21st century but without too much of ""have to show im nice so i put at least two gay couples, black kid with two mums and indian girl"" which is really getting annoying. All props to male leading cast, Wesly managed to spice up typicall jock- star role in teen movies. I felt the scene of prom making out in classroom was a bit cringy and its certainly not award worth piece but very easy going for Saturday night with family/friends."
" Quite A Pleasant Experience
",2020-04-20 00:00:00,7,"The Duff is another movie in the expansive Teen RomCom, but it stands out for its charm, message, and how the plot is delivered. Is it perfect? No. However, Mae Whitman (Bianca) is charming throughout, Robbie Amell (Wesley) does good work, and Ken Jeong (Mr. Arthur) nails every scene he's in. Bianca Santos (Casey), Skyler Samuels (Jess), and Bella Thorne (Madison Morgan) play their roles effectively. Allison Janney (Dottie) also does well with her role.Yes, the plot pushes towards the genre rather than harsh realism during certain points as expected. Those moments within the teen genre of films is always present, and shouldn't take away from the overall feel of the film. Overall, The Duff is fun.Real Score: 6.6"
