title,date,rating,review
" Not as good as the first...
",2021-03-09 00:00:00,5,"""Neighbors 2: Sorority Rising"" is a Comedy movie and the sequel of ""Neighbors"", in which we watch the couple dealing with a new problem after the fraternity, a sorority. The sorority is far worse than the fraternity which lived previously there and the couple needs to do something about it for one more time.I liked the sequel of ""Neighbors"" but I did not like as mush as the first movie. The direction which was made by Nicholas Stoller, as in the first movie, it was good but he did not succeed on presenting something new or different from what he presented on the first movie. For one more time the interpretations of Rose Byrne who played as Kelly Radner, Seth Rogen who played as Mac Radner and Zac Efron who played as Teddy Sanders were very good but not enough to save this movie. In conclusion, I have to say that ""Neighbors 2: Sorority Rising"" is a nice but average comedy movie if you compare it with the first movie but still watchable."
" What is this crap
",2021-03-01 00:00:00,1,"Another movie ruined by political correctness, I dont know who wrote the jokes in this film but every single joke missed the mark, I didn't laugh once, utterly crap"
" Good Movie
",2021-02-28 00:00:00,6,Honestly I don't understand why people hate this movie i thought it was hilarious and recommend watching it
" Not the best, not the worst
",2021-02-02 00:00:00,6,"It's a satirical movie with a simple plot, which lets you put your mind on ease after a long day. Don't expect to get enlightened by it, there's nothing insightful. At times it's disgusting, at times it's sexist, but it's not boring. If you don't like mindless, dumb comedy, pass. But if you don't mind a bit of dumbness for the sake of a few chuckles, go for it."
" Seth Rogen is awesome
",2021-01-15 00:00:00,8,"I really dont understand why the critics its so bad. This film for me is very good, I laughed all the time. Seth Rogen, Ike Barinholtz and Zac Efron are amazing in the movie. Very worthy to watch"
" Woke garbage
",2021-01-05 00:00:00,2,"This movie needed the words ""MESSAGE!"" Flashing across the screen every 30 seconds. Maybe three jokes landed the entire movie. Don't bother."
" Great Sequel
",2020-12-13 00:00:00,8,"As a parent and college graduate this sequel did not disappoint. All the actors and actresses killed it and I could not stop laughing. If you loved the original, give this film a watch."
" Do not listen to the reviews
",2020-12-09 00:00:00,7,"This is a very solid sequel, the reviews make no sense, if you enjoyed the first one you should definitely enjoy this one. not as many laughs as the first one but still worth the watch"
" Fun but not funny.
",2020-11-27 00:00:00,5,"I think this movie has good structured storylines for its characters like the parents, the girls and Teddy but the comedy didn't click with me especially when a joke is a running gag."
" An example why people torrent movies
",2020-10-31 00:00:00,5,"Preachy annoying and a bit satirical.Most of the ""feminist and racial points"" are satire. But it's still too annoying for being so pushed.Go woke go brokeFirst one was decent because of its originality. This one was cash grab. Interesting use of women for a cash grab. Almost like low key prostitution"
" 2010 comedy in a nutshell.
",2020-09-12 00:00:00,1,"On what planet are these actors good comedians? They have zero comedic timing and they act like acting school students. I'm talking about the younger cast. Even Chloe Moretz who clearly lost her acting talent after reaching puberty. Seth Rogen has his own category of bad for himself. Most unfunny actor to date. No wonder he doesn't do much anymore now. Actors are not the only ones to blame for this unfunny mess, the script is embarrassing! Clearly made by people who watched too much Office and Parks & Recreation. And the so called sarcasm that is filled with PC commonplaces. Shoot me or them now... First movie had an interesting concept, and a fast pace. This one is agonizing amongst bad jokes and wooden acting. Don't waste your time on it."
" A Most Underrated Sequel
",2020-09-01 00:00:00,9,"It may seem like a familiar premise in the case of being compared to the first film, but surprisingly Neighbors 2 does a good job at being and feeling like a fresh sequel and has plenty of jokes to keep you engaged along the way. As I did with the first film, I enjoyed the cast of this one. All the actors bring their A-game to their performances, and I also enjoyed Chloe-Grace Moretz as the new leader of the sorority. The film is a rather simple journey, and though parts of it may not work as well as others, there is no doubt that this film, as is the original, is absolutely hilarious. Granted, there are certainly a few moments that feel pale in comparison to the first one, as it just doesn't feel like anything new, but the times where the film decides to take action and give us something different to see, is by far its greatest moments and something I wouldn't mind watching again. It's a sequel that doesn't feel rushed or forced, and one that actually surprised me given the case of some negative reviews on IMDb. In the end however, Neighbors 2 is a fun and fresh sequel, that certainly has its flaws, but proves to be just enjoyable enough for you to forget all about them.
My Rating: 9.25/10"
" Funny as F
",2020-05-04 00:00:00,7,If you like S.Rogen & Z. Efron you will love this bong humored film. I dont Understand all the hate. All raters are weed hateing people in here.
" Horrible movie
",2020-04-24 00:00:00,1,Dont waste your time on this movie! Only the actress is beautifull
" Funnier sequel than the original
",2020-04-21 00:00:00,9,"Bad Neighbours 2 is a funnier sequel than the original that has a surprisingly smart ending. Seth Rogen, Rose Byrne and Zac Efron are all great once again. Ike Barinholtz and Dave Franco are really good. Newcomers Chloë Grace Moretz, Kiersey Clemons and Beanie Feldstein are all great. It's well paced and has less jokes that don't land than its predecessor. Nicholas Stoller's direction is great and the soundtrack is really good."
" A lot of the plot is recycled from its predecessor
",2020-02-11 00:00:00,6,"Not sure we needed a sequel, a lot of the plot is recycled from its predecessor. I didn't enjoy the first film, so little surprise this didn't work for me either.I appreciate the main stars individually. Seth Rogen, Zac Efron and Rose Byrne have all done good things but I don't like them together, there isn't much chemistry between them. The new cast members are fine, Beanie Feldstein perhaps the standout, though they don't raise the film up at all."
" Bad Neighbours 2 rents out double the parties, crude gags and tampered air bags.
",2020-02-02 00:00:00,5,"The first instalment to this rather unoriginal series of comedy features was still somewhat refreshing, mostly due to the kinetic energy sparking off the cast members. The jokes were all nasty, dirty and filled with enough profanity to start its own sewerage works, yet solely functioned based on the cast's delivery. Coming from me, it was surprisingly funny. This sequel replicates the structural basis of its predecessor. A society of college students move into the house next door, hosting raucous parties and marijuana shindigs, preventing buyers from purchasing the Radners' house. But, instead of sweaty males in a fraternity, the new residents are independent females in a brand new sorority. Commeth the sorority uprising!This sequel is categorically unnecessary. It is not pivotal viewing. You will live a glorious life without having watched girls hurl used tampons at the neighbours' windows. Having said that, the recycled formula does still bring in a few intermittent laughs sprinkled throughout. From scathing one liners such as ""there's a Jew in the oven"" to Efron revealing his hairy (or were they hairless, can't remember...) nuts during a grand distraction. Once you bypass the level of crudeness and ganja that pollutes the air, you'll have an enjoyable time. Even if you won't remember any of the shenanigans the next day.Naturally, with a sorority house being showcased, the narrative includes a feminist spin. Addressing several segments of sexism and misogyny that invade frat parties, such as spraying of water on the bosoms of young girls. Whilst initially this type of prejudice acts as a catalyst to form the new sorority house, it collapses in on itself when the overtly feministic overtone is constantly referenced over and over again without providing any fuel for the actual plot. Essentially, it feels forced for the sake of maintaining a complexion of equality. I'm all for a feministic perspective, but in a comedy it needs to provide foundations for hilarity. Stoller's sequel fails to capture that tone and fully maximise its potential.A shame really considering the talents of Efron and Moretz who command every scene with their comedic delivery. Consistently on point. Awkwafina was grossly underused as well as Kudrow. Rogen and Byrne take a backseat approach in comparison to the predecessor, but still function well together and provide organic chemistry. Aside from that introductory vomiting scene. That, was hideous. Their bad parenting sub-plot was undercooked and only provided padding to the already short runtime.Still, Bad Neighbours 2 is more of the same. In fact, more of the exact same. So if you loved the frat boys partying the night away, I'm sure you'll love the sorority girls pretending to be minions from 'Despicable Me'. If you failed to laugh at Franco doing his best De Niro impression, well think twice before venturing into this sequel which sees an infant play with a pink vibrator."
" Had some funny laughs
",2020-01-23 00:00:00,6,Had some funny laughs so it's worth checking out. It was better then the 1st one but that does not say a whole lot.
" This is bad
",2019-12-19 00:00:00,1,"The first one was bad enough, this is even worse than I remember than the first being. Completely humorless."
" You were expecting 'Classic' Cinema?
",2019-10-15 00:00:00,6,"Just watched this on FX and I laughed a lot.
I'm not even a Seth Rogen fan but that might just change, because he is funny in this movie.
And now I'm a 64-year-old dirty old man who always liked girls my age or older but that little blonde girl who heads the sorority is so cute! Just put your brain on ice and watch and enjoy some non-classic cinema."
" Awesome movie❤
",2019-09-22 00:00:00,10,"Just screw the people who really giving bad reviews.👎
The cast crew was amazing especially zac efron and seth rogen were brilliant. The storyline is a little bit different from the bad neighbors.If you have enjoyed the first one then definitely you should watch this to have some good laughs."
" Indiewire called it one of the best sequels ever made
",2019-09-18 00:00:00,2,"I dont even know how the hell to even start...
But is obvious the political agenda behind this hollow s*** of movie... it was the beginning of this clown era we are living in right now..
No one laughed while watching it.. Literally no one... Not a single joke created a reaction..
What bothers me the most is that absolutely love the first one, so many funny moments..
Why?!! Why going this direction?!!"
" Is this a comedy?
",2019-09-13 00:00:00,5,They completely ruined even the first movie this sequel shouldn't have existed
