title,date,rating,review
" It's worth a watch but not as good as people say it is on here
",2021-03-16 00:00:00,5,"I'm a sucker for time travel related movies so I'm giving this movie a lot more credit than it deserves. The premise is very unique and the movie is very story oriented so I give it a big thumbs up for that. However the characters are sooo dumb that it ruins any immersion required to enjoy the movie. They constantly make bad choices and have mood swings that is very unfitting for the character or the situation. For these movies I hold disbelief in favor of more fantasy or what-if type of mindset but the constant unrealistic acting and choices made by the character in the movie really kills the enjoyment for me. It's worth watching, better than the mindless CGI action films these days but a struggle to get through in certain parts of the film."
" Loved it
",2021-02-23 00:00:00,10,"Loved it! The ending is really suitable and interesting. When you finish watching the movie, it makes you think more and more about its concept and it's great. George Finn's character - the best:)"
" A nice try, but not convincing enough.
",2021-02-03 00:00:00,5,"""Don't mess with time"", one of the characters in this movie wisely warns. In my experience movies that deal with time-travelling, -shifting, -jumping or whatever one will call it, never succeed in overcome the difficulties of logic and plausibility and sooner or later all stumble over the notorious time-paradox. And movies that try to convince you with all kinds of (semi) scientific arguments have a tendency to just baffle and confuse you. It's the same in this movie.The premise itself is fairly original: three friends come across a mysterious device that takes pictures that reveal the future as it exactly is 24 hours ahead. They decide to use it for their profit, by predicting the outcome of dogs-races. Soon they are met with big problems, like an angry bet-collector and mutual suspicion and strain amongst themselves.Now I consider myself as reasonably intelligent, but I didn't understand anything of how they were using these photo's. What with this sticking of cardboards behind the window with instructions? It seemed to me as if they not so much used the information of the future, but constantly were trying to live up to the predictions. It didn't help that they all three were rather unsympathetic, and that some of their actions (like the murders!) seemed utterly out of sync with their previous sluggish and dull attitudes, and with that hardly credible.In my opinion: a nice try, with a promising premise, but way too ambitious and, as so often with time-shift movies, in the end unconvincing and dissapointing."
" Excellent scifi thriller , great cast, well directed!!
",2021-02-02 00:00:00,9,"This is how a low budget thriller is made they used excellent acting directing and a great story to make it all work. It's not ex machina but it's a great scifi thriller none the less. Has a excellent twist that you'll love and it fit the plot perfectly. Very well written, acted, directed and filmed. If you appreciate all of those things in a film....here you go!! ENJOY!!!"
" Plot holes galore
",2021-01-27 00:00:00,4,"Must be the most open-minded apartment complex in the world, or the entire population must have moved out, or it's actually a center for recluses. That's the only explanation for why people can have sex and brandish guns in full view of the (almost) full-length living room window. Come to think of it, I hardly saw anyone else throughout the movie, save for a security guard on patrol (but hey, don't let him get in the way of the exhibition, right?).And prior to the events of the story, these guys never once noticed that a camera lens the size of a tank cannon has been pointing at them all this while?"
" Interesting
",2020-12-25 00:00:00,6,Interesting and smart scenario apart from a few bumps along the way. I guess drugs where written into the script to explain some idiotic decisions that where made.
" Cant believe how bad it is
",2020-12-17 00:00:00,1,Worst movie ever. Cant believe the rate over 6. Poor acting. Painfull.
" A very enjoyable bad movie
",2020-12-16 00:00:00,10,"Im sure everyone worked very hard on it, nut in my opinion, pretty much everything was terrible. There were good moments, cool concepts, but overall, the characters were unrelatable and overreactive, the plot was a bit of a mess (though still followable.) I watched this movie at 3am with my friends and we had a great time, but you wont get much out of the movie itself."
" Believe it or not, these characters aren't stupid, they are fated
",2020-12-14 00:00:00,8,"Well, not *unusually* stupid.Why doesn't Jasper put up winning lottery numbers instead of race results? Thus, avoiding dealing with the bookie and his henchman? Because he doesn't.They come up with this reasoning that they have to do what's in the photo of the future, else they'll die or something, which is rather dubious.But it doesn't matter what their reasoning is. These people are experiencing a self consistent time stream. They don't actually change anything at all. They have no free will. They are automatons. All their thoughts, reasoning, actions are written in stone.-I like it a lot and find it repeatedly engrossing. I've probably watched it at least ten times and am always sucked right into it.I think the acting is great, even Ivan, the bookie. He's pretty funny, and it seems not everybody is sold on him, but he works for me. He DOES come across like he's acting, but that's because the character is acting like he thinks a bookie should act.And for a low budget movie, the bulk of which occurs in one apartment, it looks great. I don't think it ever feels stale due to that, and that's no small feat.My only complaint from that department is when they discover the camera (a nice prop). The three leads look over at it, and it cuts to an insert of the camera, which is obviously an insert since the characters should have been visible."
" Surprisingly good
",2020-11-13 00:00:00,7,"For a small budget film, the acting was good, the plot interesting and the production values top notch. As much as I thought I would, I couldn't look away."
" Wtf
",2020-10-22 00:00:00,1,"SHE CANT CHANGE THE PAST .. the camera isn't a time machine , you can see the future but you can't change the past , the pictures she hid are from the past , this doesn't make any sense . Nor any of the characters actions .
How can they be so stupid and make stupid decisions is beyond me .
Also .. WORST acting I've ever seen ."
" Started well, got worse the more they stretched it out
",2020-10-07 00:00:00,4,"I like real time travel movies, with thought behind them. No not mainstream trash such as 'Back to the Future'.No, I like 'Primer' and 'Source code', 'Twelve Monkeys'... movies where the writers actually thought about what they were doing and what happens to the characters over time.Now in this movie the three main characters are kind of unlikable, this creates an issue when watching this for over an hour and a half. The worst character by far is the ditsy girlfriend who at the hour and a half mark has an exposition dump to the viewer. She then ends up murdering people left and right, I don't really like that and think it makes the story become a cheap twist instead of actually having an intelligent point to make.Then there are other characters such as the bookie guy, who is played in a terrible way and it really is quite bad how the movie sinks when he shows up.Last thing, the time travel mechanism with the camera is a little poorly thought out and doesn't really make any sense how it works. I don't think the writer tried to solve the puzzle before filming this.4/10."
" After read the good reviews, I doubt if we are watching the same movie
",2020-09-24 00:00:00,4,"The movie is a mediocre, if not below average. Why everyone said their acting is good?The acting is just embarrasing, and the story is thin like paper. But it could be due to budget restrain, anyhow 5 is the best I could give"
