title,date,rating,review
" Tears in my eyes
",2020-12-23 00:00:00,10,What to say I guess you understand by the title My condolence to all the victims of holocaust
" one of my favourite films of 2016
",2020-11-26 00:00:00,10,I really enjoyed this movie it was quite powerful and tense I liked the way it was shot in a 4:3 layout I liked the character of Saul he was a really strong character and the story was also great so I would definitely recommend this movie it was fab and exciting.
" Just plain and simple BAD!
",2020-11-19 00:00:00,1,"A sensitive topic like the Shoah needs to be dealt with carefully, since a film based on it is not only an artistic expression but it also serves to chronicle the facts and educate the masses; it is a huge responsibility on the shoulders of everyone involved in the making of the film.
Instead of realizing this, the director has chosen to simply concentrate on a direction style that presumably seems new and different to him.
Very little dialogue, bad cinematography with a greater part of the film only showing the back of Saul's head as he runs around and the camera jerks around with him, the background blurred- all just serve to attempt to dilute the unspeakable horrors of the Shoah instead of trying to portray the facts accurately but sensitively.
This movie has been inevitably compared to The Grey Zone and I'd recommend the latter to the former any day even though it contains some exaggerations like the Sonderkommandos being given proper feasts everyday! It still does a much better job of explaining the background and can be watched even by people who have no prior in depth knowledge of the Shoah!
In conclusion, you're better off NOT wasting time over this movie!"
" Absolutely worth your time.
",2020-09-27 00:00:00,9,Son of Saul is a powerful reminder that things can get bad awfully quick if we're not paying attention.
" A poignant and personal encounter with a man and his persistence
",2020-08-29 00:00:00,9,"A poignant and personal encounter with a Hungarian Jewish man in a concentration camp obsessed with giving a proper burial to a boy. Rendered with superb acting, costumes, sound system, and cinematography, Son of Saul is a piece of art. The film explores themes of dogged persistence of an inmate in the face of adversity, the cruel treatment imposed by soldiers, and the dehumanizing nature of camps. The film also explores, and beautifully, the value of tradition for the main character, Aslünder Saul, as he undertakes a dangerous path. Among its highlights, the film's extensive use of closeups makes this a truly intimate journey with Saul's process, redemption, and courage. Besides, it is a one-of-a-kind feature-film on concentration camps making explicit each step of a laborer while still giving voice, though in the background, to the brutalities of life and death in a camp. Certainly, the viewer must expect an encounter with great pain, with nudity, and with a large number of cruelties and deaths. However, the film is worth the bearing, and a deserving work for an academic award for best foreign-language film."
" An incredible and powerful film to experience
",2020-08-08 00:00:00,9,"Saul is a Jewish prisoner (Géza Röhrig) works as a 'sonderkommando' at Auschwitz-Birkenau Death Camp and is a part of the team that assists in organising Jewish prisoners before they are gassed and to sought through their clothes during the gassing process. When a young boy momentarily survives a gassing and is removed from the death chamber he is smothered by an SS doctor (Sándor Zsótér). Saul claims the boy is his own and risks his own life in trying to have the boy buried.The majority of the film is seen through Mátyás Erdély's close-up camera movements of Saul or the back of his head and are therefore given an as near as possible POV of Saul's life in the camp doing this unspeakable work, while most of the digetic sound of everything else going on and the barking SS orders taking place off-screen to some great and powerful effect. There is no sense of sensationalism or exploitation in the camera or the direction, which would in effect reduce the horrors that went on in the camps.The plot is simple, but captivating with the details well shown."
" Intense!
",2020-06-22 00:00:00,7,Great movie althoug it has some very intense moments which are almost unbearable to watch. Great acting work and the technics used during filming gives you the impression that you're very close to the main character.
" Son of Saul - 80
",2020-06-17 00:00:00,8,"""Son of Saul"" a close, Intensive, exciting and sometimes confusing movie, a throw into a surreal nightmare that you know is true. And most things happend with an awesome soundscape and with a very raw and disturbing picture.But it never gets totally involving, I have a hard time understanding the character's motivation. The perspective of fighting for something human in the inhumane environment doesnt make sense to me, feels quite silly actually. Nor does it ever become completely authentic, it feels very much like a reconstruction of an concentration camp, which is what it is."
" Wanted to appreciate, but just doesn't draw you in
",2020-06-04 00:00:00,5,"First the 4.3 perspective I found annoying, I'm not sure if the purpose was to make the film claustrophobic, but either way it doesn't work for me.Secondly, although there was many aspects of the film I liked, overall it just seemed really unrealistic as Saul can seemingly just wonder around from one place to another in a Nazi death camp. I think in reality he would of been shot in the first 10 minutes.Thirdly and lastly, the over the head camera view I just couldn't get on with."
" One of the great Holocaust movies
",2020-05-18 00:00:00,10,"Well, that was cheery.Alright, it's hard to imagine many Holocaust movies being fun, but this one so effectively creates the subjective reality of one man's need to do one thing right in the middle of a near literal Hell on Earth. Every piece of the film is designed to enhance the audience's immersion into this world, and it's almost entirely done in closeup without seeing much of the horrors of the death camp directly.In Nazi death camps there were a group of prisoners called the Sonderkommando who helped guide the new prisoners in, disrobed them, piled up their possessions, cleaned the gas chambers, and helped feed the fires of the crematoriums. Saul, our main character, is one of the Sonderkommando, and the way the director, László Nemes, the first time Hungarian director, choses to follow him is kind of brilliant. As I wrote, nearly the whole film is done in close up with a very shallow depth of focus. We follow Saul, often from the back, only barely able to discern the bodies, mud, and death that surrounds him, but it implies how Saul survives in his day to day life. He can't focus on the people he's helping to marshal into the gas chambers. He's inward facing, just doing what he has to do in order to avoid the gas chamber himself. The film sells that to the audience through that shallow depth of field so that we know what's going on, but we're not focusing on it. It's such a great way to film the particular story.Saul, as he says late in the film, doesn't consider him or any of the other Sonderkommando to be alive. They're already dead, but something changes within him when he sees a small boy survive the gas chamber only to be suffocated by the Nazi doctor. Saul clings to this boy's body, begging the prisoner doctor to help him preserve the body from the furnace so that he can bury it properly. The movie is Saul's day and a half long quest to find a rabbi to say the Kaddish and give this boy a proper burial (which is apparently not necessary for a proper Jewish burial, but what matters is Saul's quest to make it happen, not the specifics of the ritual). He goes from rabbi to rabbi in the camp among the Sonderkommando, all of whom are hiding their status as rabbi out of fear of the Nazis. When Saul approaches one he doesn't know, the rabbi, realizing that others know he's a rabbi, immediately tries to drown himself.And why go through all of this? As Saul does this, the other Sonderkommando are planning an insurrection against the Nazi prison guards, a plan that Saul gets forced into contributing to when he retrieves gunpowder from one of the women sorting through the possessions of the victims of the gas chambers. Should he be concerned with the burial of a boy already dead or more concerned with helping his fellow living Jews find a way to survive? As he says, he thinks they're all already dead, so he wants to do one thing right. I don't think the movie has a real answer for which way he should have gone because Saul isn't following the correct procedure for the burial on the one hand and the insurrection has little to no chance of any sort of success on the other. He's in the middle of Hell with no good choices, and he chooses to do one small thing he can do.One thread that runs through the film is that Saul calls the boy his son. I didn't think that the boy was his son at all, but reading up on the film afterwards I saw that early drafts of the film (which don't count, only the final product counts) made it explicit that it actually was his son. I prefer the reading that the boy is just some boy and that Saul desperately needs to do something good before the Nazis liquidate the current crop of Sonderkommando and he loses all chance of doing anything right again. So, while Saul insists to his fellow Sonderkommando that the boy is his son, no one believes him and the movie never gives a solid answer. I chose my interpretation there.This movie is harsh and ugly in all the best ways. It puts the audience right in the middle of the reality of the death camps without ever breaking from its method for aesthetic or plot reasons. The central performance by Géza Röhrig is understated, haunting, and perfect for the part of Saul. I loved this film. It is one of the great Holocaust films."
