title,date,rating,review
" Reminds me of Homestuck
",2021-04-04 00:00:00,9,Pretty good. Has trolls. Solid 9/10 for troll content. Would have given it a 10/10 if there was a Homestuck reference. Oh well. Still a good flick.
" It could have been worse
",2021-03-31 00:00:00,6,I was so scared before watching this. Thought it would be the worst ever. But it wasnt really that bad. Songs are acceptable and there were some funny parts. Plot was clever. There were annoying characters but most of them were likeable. So glad it wasn't as bad as i thought it would be.
" Ownt, Cute ...
",2021-03-15 00:00:00,8,"I think I am a troll, joy, optimism, positivity, singing all the time, dancing whenever I can, lots of love involved, colors everywhere, I just skip the hug time and my fart still doesn't come out glittery ... And the graph, all fluffy, gelatinous, shiny, colorful, except in the world of Bergens, but they themselves are pessimistic, surly, moody and unhappy, they are cute, they are all adorable, they want to squeeze... ""Happiness is not something to be swallowed. is inside of you"" Ownt, Cute ..."
" A Cute Family Film
",2021-01-14 00:00:00,9,"I really enjoyed this movie. Its story was super cute, the music was great, and it had a good message about being positive. Anna Kendrick was meant to make movies like this. Her voice literally stole the show as Poppy, and I'm so happy they got her to sing in it. I never knew I needed Anna singing 'The Sound of Silence' in my life until now. Also, the characters were super cute. Poppy and Branch had great chemistry, and their character really complemented each other well. I never felt like their relationship was forced. Sure some of the jokes were for little kids. But hey, it is a kids' movie, and there were plenty of one-liners that I thought were funny. I would defiantly recommend it, especially if you have kids or just need a little positivity in your life."
" Very simple for the kids.
",2020-12-31 00:00:00,3,"Bright, Colourful, Shiny and Sparkly with Loud Music and Cute Characters. I'm pretty sure this film wasn't aimed at me as a target audience, but more the 2-3 age group who just like flashing images and music with a beat.
Credit where it's due, they did pick some great songs, but as an adult watching it, I felt that it was like the child's equivalent of 'Pitch Perfect' or 'Glee', with some elements of 'The Borrowers' and all too gimmicky. I'm glad my Niece is too old to ask for all the merchandise that accompanies the film, before it fades out like the other fads we've all seen before (Says the Uncle that forced 'Teletubbies', 'Tickle Me Elmo' and 'Barbie' on her).I do like the message that you don't need others to make you happy, because it's always there inside you. Even if it is an incredibly dumbed down message and with a very basic and over used storyline.Overall I would say that if you're looking for something to keep your toddlers happy for 87 minutes, then ignore most of what I've said above, but if you're an adult looking for a trip back to your childhood with some great adult innuendo thrown in, stick to 'Toy Story' or 'Despicable Me' instead."
" Too bad
",2020-12-30 00:00:00,1,Why does a song that is actually good have to be in a stinker like this. Watch Hamilton if need that singing in movies need satisfied.
" Terrible.... but not the worst
",2020-12-29 00:00:00,2,"Luckily I wasn't the only one that didn't like this film. Critics didn't like it, audience didn't like, I don't think it was that big a hit at the box office"
" Horrible
",2020-11-13 00:00:00,1,"I saw this four years ago in theaters and I have not seen this in a LONG time. That is because it is SO, SO awful. The plot is so terrible. It was clearly nothing but a cash-grab to sell troll toys to kids. The movie sent out some horrible messages to viewers. Also, this mess is PACKED with cliches and even has a rip-off of Cinderella for one of its subplots. It's annoying how DreamWorks wasted the talents of incredible actors, such as Justin Timberlake, Anna Kendrick, and James Corden by making them play characters in this abomination. They have so much potential and have acted in far better movies (for example, Anna Kendrick and James Corden were in Into the Woods together before doing this movie). So...yeah."
" May be giving the kids wrong impressions
",2020-11-04 00:00:00,4,"The best thing on this is the animation. On the singing, only few good songs; the others not so, due to the good vocals being overwhelmed by music edits.Guardians should guide the kids on understanding:
1. Poppy should have obtained Branch's consent on using his private space, cause that is respectful of differences in characters.
2. People do not need to be always happy. All emotions are important.
3. You do not have to dress and alter self, like Bridget did, to be liked."
" Relevant for our current world situation
",2020-10-28 00:00:00,10,"The message of tolerance, of diversity, of love, and of music radiates throughout the entire film! It will make you laugh, will make you cry, and it will make you believe in the miracle of music bringing people together! The message of learning to accept the differences in others is reflected in our current racial atmosphere. We have to allow people to be themselves, sing their own songs, and we have to learn to harmonize with other groups of people."
