title,date,rating,review
" Few kinks but a great watch
",2021-03-28 00:00:00,7,"Although racism was and to some extent is quite deep-seated in USA but there are still few pockets in France where it does prevail. The prejudice however, is not entrenched. This is a light-hearted film based on the life of Seyolo Zantoko, the father of the musician, Congolese French rapper Kamini... there may be few kinks but it is a great watch."
" Fantastic movie
",2021-02-24 00:00:00,10,"Great movie, should of been nominated for awards as well as some recognition for an international film! I have watched this film over and over and I love it just as much the first time I had watched it. Where were the critics on this one? Clearly great movie missed for well deserved awards."
" Sappy movie for dullards
",2020-11-17 00:00:00,4,"Embarrassing to watch. Could have been so much better had they simply not talked down to the audience. Reminded me of the crass movies that come out of Hollywood. I wish that I had that time back. Good actors, lousy direction that will probably have the cast leave this film off their resumes."
" Nice integration story
",2020-07-26 00:00:00,10,"Lost in Picardy a black doctor succeeds after some difficulties, in a small village.
Nice story, with a lot of good actors.
A special word for Rufus, always precise and so human."
" A refreshing comedy
",2020-05-22 00:00:00,8,"A great family movie to depict a very difficult start for this family. Great writing to describe
humble pride, lightness and forgiveness.
The lead character is excellent. The build-up of his emotions is very well built. I just shouted of rage at the same as he did in complete symbiosis with his struggles! Haha"
" French Doc Martin meets Africa in a heartwarming film
",2020-01-11 00:00:00,8,"Such a beautiful heartwarming French film. If you like 'Doc Martin' and French comedies, then you'll love this, which is like a combination of them both.The fact it's based on a true story just makes it even more enjoyable. The performances were great, and while it took me a little to get into, once I did, it was like being wrapped up in a comfy blanket. It has a lighthearted vibe and managed to juggle humour with sensitive racial issues effectively.At times it even reminded me of 'The Vicar of Dibley' - if the village had received an African doctor instead of female vicar. It has a really nice score throughout, and enough emotional scenes to ensure Kleenex never runs out of business. The final scenes in particular were a fitting climax and great way to finish what was an enjoyable story.I'm a sucker for triumph over adversity stories, and The African Doctor is a fantastic little film with a big heart."
" A very good and touching story.
",2019-12-30 00:00:00,8,"This film is based on the real story of Seyolo Zantoko, a doctor of Congolese origin who installed his doctor's office in the village of Marly-Gomont amnd stayed there with his famille from 1970 to 2009.
A touching story telling the integration of this family in this village with humour (the white cows looking at Anne , the man explaining what is a leek): little by little the family begins to be accepted and appreciated by the people of Marly-Gomont.
The performances of Marc Zinga (Seyolo Zantoko) and Aïssa Maïga (Anne Santoko) are excellent, so as the performances of the French actors and actresses."
" Good but not more than entertaining
",2019-08-06 00:00:00,8,"I passed half an hour without getting bored. But, the movie didn't present adequate profoundness by means of dramatisation and set of comic elements. It has a very similar grammar of Hollywood comedic dramas inspired on true stories.Nevertheless, African Doctor deserves 8-stars since it tries to deal with an actual matter, racism."
" Great movie!
",2019-06-25 00:00:00,8,"This movie was heart-warming, funny, sad, and eye-opening, all at once. Showing the difficulties faced by an African family in rural France, in being accepted into the community. It's been on my watch list for a long time, and I'm glad I finally took the time to get around to watching it!
Relatively clean, so would be appropriate for children who are old enough to have discussion and understanding of the themes in the movie."
" Arenmete
",2019-05-24 00:00:00,6,Turning a rather controversial story into a lighthearted comedy was a good idea. The story could've used some more gravitas though.
" Based on true life story
",2019-01-12 00:00:00,9,"The film present clearly challenges in 70er in European villages difficulties of African academicers and if people reduce their prejudice, they can built also good relationships."
" Heartwarming!
",2018-11-27 00:00:00,10,A real story about a hard theme told in a light way.
" A lititle clunky
",2018-10-30 00:00:00,5,"A little clunky but delightful foreign film with good subtitles. Good acting, directing, and narrative."
" Important story, solid movie
",2018-06-01 00:00:00,7,"""Bienvenue à Marly-Gomont"" deals with the mayor of a small village in France, who has been searching for a doctor to run his office in his hometown for years. When he meets a young African student of medicine, he hesitates to offer him the job but finally agrees to test the waters. What follows is a story of stereotypes, racism, mutual understanding and warmth. First of all I think that the choice to make a film out of the biography of this special man is a right one. It's one of those most people never heard of but one that can evoke questions and possibly even changes. Personally, I am not a huge fan of the film's attempts to be a part-time comedy because they take a bit of its magic away. Instead, I would have preferred a more sensere approach, to support the rollercoaster of feelings this family had to face. But otherwise time flies by watching this movie and it is sometimes good to tell a story of hope in somehow desperate times.All in all this is a solid film with a beautiful background that sows that integration is tough on both sides but can create true beauty and strong bonds."
" Brilliant satire about race, culture and living as an immigrant within a different society!
",2017-11-23 00:00:00,10,"Absolutely loved this charming and light-hearted satire! A lovely family friendly perspective on race and living as an immigrant in an unwelcoming community. The daily challenges that the main characters face make for a touching tale that will make you laugh and cry.As an expat myself, I can definitely relate on a personal level with the incredibly truthful way this film portrays the challenges of trying to immerse within a new and very different society."
" Delightful!
",2017-08-05 00:00:00,10,"A wonderful Movie.Funny.Sad.Inspiring. Honest.Not only is the (true) story intriguing, the scenes are compelling and the casting superb. It is essentially the story of a black doctor from the Congo who had been educated in France who accepts a position as the town doctor in a small farm community north of Paris but is himself not accepted by the locals, most of whom have never even seen a black person. It is very well put to-gether and the end product is a film that entices and entertains. In addition to the principals, there is a superb cast of the local characters, some of whom are indeed characters. It will tug your heart, tickle your funny bone and stimulate your mind."
" Uplifting family-friendly fun.
",2017-06-27 00:00:00,9,"This is a a very pleasant film. It portrays an Congolese doctor, and his family that immigrate to Marly-Gomont in la France profounde and the struggles they face. It is not a dark tale of racism, but it does portray a genuine family's struggle with genuine prejudice. The film is vivid in its cinematographic contrasts. The grim and somber scene at the armistice memorial when the colorful loud Congolese family arrives is a cringe-worthy example. The rain and gray are disrupted by color, in this case African.The end of the film is wonderfully satisfying as well.(I saw this on March 14, 2017)"
