title,date,rating,review
" the impossible homecoming
",2020-07-14 00:00:00,9,"'Phoenix' made by Christian Petzold in 2014 is a seemingly simple film, telling almost linearly a story with only three main characters, but which contains a complexity of ideas and emotions that characterizes only films or literary works of high quality. After watching the film I read some reviews and opinions of the viewers on IMDB, almost everyone interpreted differently what we had all seen on the screen, and my personal interpretation is also different from theirs. 'Phoenix' is, I believe, a proof that the subject of the Holocaust is not exhausted in the art of film, that there are still significant aspects and points of view that have not been explored. It is also one of the few films (or books, or other works of art) that explore the complex and explosive theme of the relationship between the German Jews who survived the Holocaust and the country they considered homeland and which during the Nazi period turned for them into a infernal extermination machine.The story in the film takes place in 1945, shortly after the end of the war. Nelly Lenz (Nina Hoss) and Lene Winter (Nina Kunzendorf), survivors of the hell of the extermination camps, return to Germany. It is the story of an impossible homecoming, to a home that no longer exists. Nelly is completely disfigured and the reparatory surgery she undergoes transforms her to the point that she is no longer recognisable even by her husband Johnny (Ronald Zehrfeld). Is this the true reason? Their reunion is strange. Nelly would like to return to her former life, but this is no longer possible. Johnny seems convinced that Nelly is dead, but he wants to use the woman who looks like Nelly to get her fortune. Nelly decides to play the role of the stranger disguised as herself. A false identity that masks itself in the real identity. But what was left of her identity after the sufferings she had gone through? None of those around seem to be interested in what had happened in the death camps and they express no responsible for the fate of the survivors. Is the return still possible? The relationship between Nelly and Johnny is full of questions, first and foremost about the possibility of returning to normalcy after the atrocities of war, about reconciliation, and about the fight against oblivion.The quality of the film resides in avoiding rhetoric and melodrama despite the difficult themes that are addressed. The film is designed with the tools of the 'noir' film combined with elements from the German films that take place in the cabaret environment. The city of Berlin with its ghostly inhabitants waking up to reality after the war experiences, with the ruins where the cabaret with the symbolic name 'Phoenix' becomes the meeting point of the occupants with the locals, are built with attention to detail and filmed expressively. Ronald Zehrfeld gives to his role the necessary dose of ambiguity that allows us to constantly ask ourselves about the truth of amnesia and about his transformation from husband to possible accomplice to cime, from musician to crook. Nina Hoss is extraordinary, her transition from disfigurement to beauty, from trauma to the decision to try the impossible of reconciliation, are interpreted with a wealth of nuances and emotions. The final scene is symbolic and memorable. 'Phoenix' is a film experience, which I recommend to all those interested in the history of Berlin, Germany and Europe, but especially to lovers of good cinema."
" speak low
",2020-04-20 00:00:00,8,"What a huge irony. The husband failed to recognize his wife who accompanied him day and night , the handwriting, hugs, and kisses, but finally recognized Nelly from the unique number. The suffering and torture did not destroy Nelly, it was love that destroyed her."
" Betrayal?
",2020-02-17 00:00:00,10,"A question: I have always wondered why Johnny betrayed Nellie? Yes, he did divorce her, but many Aryan Germans were forced to divorce their Jewish German spouses. Is this why he divorced her? Is there anything I missed? He seems devoted to her and not just because of guilt (IMO). And just because of the divorce, it is not obvious that he told the Nazis of her hiding place in the boat house. Yes, she was found but there were others who could have exposed her hiding place like the Inn Keeper. I need to watch it again if someone on this board cannot help me answer these questions. I must have missed hints?"
" To sing the impossible song...
",2019-07-13 00:00:00,6,"The movie feels both like an adaptation of a short story, and yet also a metaphor for a lengthy and heavy thesis. It is a slow-paced film, with a character striving to guide the film towards its conclusion. It is a unique film.Definite spoilers follow, so stop reading and perhaps simply see the film for yourself. I will say I found the film thought-provoking upon reflection afterwards. More so than while watching it.--So the notion of Jewish survivors returning to Germany is a charged one, perhaps some may feel similarly to spouses returning to their abusive partners. Both come into play in this film, Nelly's dream feels impossible.And yet...Johnny has his plans, as does the director. They conflict, and the director wins while tipping his hat in multiple ways. The lack of any happy flashback memories, the current employment of Johnny, and the character of Lena as an embodiment of conscience, we know where we are going, and not just to the train station.Speaking of Lena, is she the inverted half of Nelly? (Typing their names now, phonetically they even *sound* reversed). Is Lenny the touchstone for us the audience?Or are we the audience cast as the embracing friends who greet Nelly upon her impossible return? The most difficult part of the film was hearing Johnny predict their responses, despite Nelly's protestations.Anyways a story of ""you can't go home again"" is not unfamiliar, but not in this sense. Home is more than the house you were evicted from, it's your country, your ""friends."" It's your sense of security and your very sense of self.While the nightclub gives the film its name, Nelly's character was truly left for dead before her rise from ashes and bullets. This is a rare return. The singer gets a just as rare encore, the song is slow, sad and poignant.Singing an impossible song, after surviving an unthinkable nightmare."
" 1945 or 2045?
",2019-04-29 00:00:00,1,"How does this make any sense?In 1945, a woman who is supposedly ""horribly disfigured from a bullet wound in her face"", undergoes plastic surgery and is transformed into a completely normal looking woman. I don't think this is surgically possible in the present day, so certainly not in 1945. (Just look at the primitive plastic surgery performed on British servicemen around that time; they ended up looking far from normal.)This film crumbles into dust, because it's built on an incredible foundation."
" Simple yet effective cimena
",2019-04-23 00:00:00,8,"This is a film that reminded me of Euridi's ""Helen"", which is a story that reveals thatthe great trojan war was dne for a fake Helen and the real one was actually in Egypt. So, here we have a Holocaust survivor and she is transformed into another person beacauseher face was damaged. So, her husband cannot recognize her and it goes on...
It is a tragic yet really interesting and it gets your attention but I guess it is just that. It is about identity and love and recognition and transfrmation.
The script was good, but left me want more and the whole trope of the 2nd act with the absence of ""recognition"" got kind of boring. The ending was great and raised a lot of quiestions. The soundtrack is also well-done.
The most striking thing was Nina Hoss' performance. She was astonishing in every single movement of hers and she is the main reason why I am giving this film an...
8/10"
" Intelligent and emotional, but also contrived
",2019-04-07 00:00:00,7,"In Christoph Petzold's film 'Phoenix', Nina Hoss plays Nelly, a Jewish woman returned to postwar Germany from the concentration camps, both mentally and physically scarred by her experience, although having undergone superficial repair by extensive plastic surgery. In her new guise, she's drawn back to her husband, even though he may have betrayed her and now, certain his wife is dead, believes Nelly to be a doppleganger who he can use to lay claim to her wealth. But Nelly accepts him anyway, grateful for the opportunity to play the part of her former self. It's an intriguing psychological set-up. But it's somewhat contrived, and Nelly's stunning physical recovery into a beautiful (but supposedly unrecongisable) woman doesn't quite ring true. I liked the film because of the acknowledgement, rarely made in Holywood, that revenge isn't always the driving human motive, even when it might appear to be justified. But the story as presented can't quite carry the full weight of its enquiry into human nature."
" The pace is too slow
",2019-02-19 00:00:00,6,"The pace is too slow, and from this point of view the war rages, it is not a particularly new idea. Also, I always feel that the hostess has not put that kind of tangle and sadness in place."
" Brilliant work by Petzold and Hoss
",2018-11-11 00:00:00,9,"Shortly after the end of World War II, a Jewish Holocaust survivor named Nelly (Nina Hoss) returns to her home city of Berlin hoping to reunite with her beloved husband (Ronald Zehrfeld), a man whose character she might have over-estimated.There are many bizarre twists in the story of ""Phoenix"" (deliberately excluded to avoid spoilers) which make it all the more intense and fascinating. An odd scheme devised by two of the main characters leaves one uncomfortable and angry and how blind ""love"" can be.Director and co-writer Christian Petzold keeps viewers at the edge of the seat trying to understand the characters' motives while being reminded of the post-trauma of Holocaust survivors and the awkwardness of German citizens after being reunited with Jewish Germans they once knew before the war. The final scene is gripping as it leaves one thinking ""Oh my God, how could they end it THERE?"" but it still leaves viewers able to fit the final pieces of the puzzle on our own while recovering our emotions from watching a film of such impact.As the very complex Nelly, Hoss is superb. Whether appearing self-destructive at the beginning or showing revelations in the brilliant final scene, her face and body language say everything necessary. Zehrfeld also provides Hoss a very strong counterpart in their many scenes together.The movie genre of ""Holocaust themed films"" is filled with so many great works that it can leave the question: is it possible to even get close to this high benchmark and possibly surpass it in some ways? With ""Phoenix"", the answer is an absolute 'yes'.Outstanding Achievements:1) Directing by Christian Petzold2) Acting by Nina Hoss"
" Odd
",2018-10-31 00:00:00,6,Not believable but funny exercise of humanity. The evil vs the good kind. The good are silly and the evil are greedy and not bright.
" Beautiful story.
",2018-09-28 00:00:00,7,"I liked the movie because it gives one another perspective how people lived after the Holocaust and surviving the camps, trying to find their loved ones and get their old life back. I havent seen many movies like that.What I didnt like was the fact that Nelly immediately found the right bar where her husband was, second was the ending. I would like to have seen how she got a long after leaving the room.... how did Johnny react? Did they move on together? Or did Nelly feel like he was a traitor and left him?"
" Mind numbing. A good cure for insomnia.
",2018-08-13 00:00:00,1,"If you have trouble sleeping slip this one in the DVD player, Slow to the point of being dam near static. The acting was generally awful and the story line ridiculous. Avoid at all cost. We will not be watching it again in the future."
