title,date,rating,review
" Pass
",2021-04-11 00:00:00,3,I could only take so much of this music and kids before I shut it off and started playing some faster and heavier music just to make up for what this film has. David Bowie's Let's Dance hit the spot.
" Purple humour, bloody gore and death metal!
",2021-04-07 00:00:00,8,"Great fun! If you want a straight horror don't watch this.... If you want a music comedy with a more childish lilt than ""Shaun Of The Dead"", you'll love it.Just a great laugh. Not to be taken too seriously. The style is pitched perfectly for what it is.Enjoy!"
" Stupid
",2021-03-20 00:00:00,2,"The writer is not an actual heavy metal music fan and so tried to write a joke movie (you know Bill & ted), but of course has no talent so it turned out unfunny.As for the music... well, don't quit your day job."
" Fun movie!
",2021-01-28 00:00:00,7,"I didn't expect all the blood, and severed limbs, and guts! It wasn't bad. If I saw this back when I was into metal, I would have appreciated it more."
" What??
",2020-10-31 00:00:00,3,"Are the reviewers comparing this to Evil Dead the director and his squeeze??
Surely must be.The music is not even heavy metal. It is Duran Duran with bad costumes.Weak and unfunny funny."
" It's Fine................
",2020-10-10 00:00:00,5,"Deathgasm is over the top campy film, that's not to say it's bad it can be at times very enjoyable. the directing and editing often reminded me of Edger Wright and clearly took from inspiration from Sam Raimi's Evil dead. The acting for the most part of solid a stand out for me was the Milo Cawthorne who our leading protagonist I thought he played him quite well and had good charisma. While I had my gripes with some of the technical aspect, and the fact that the demons are essentially just the the deadites and the sheets of music is totally just the Necronomicon but at it's core this movie is gory and over the top if that's your thing check this one out."
" It's fine ........
",2020-10-10 00:00:00,5,"Deathgasm is over the top campy film, that's not to say it's bad it can be at times very enjoyable. the directing and editing often reminded me of Edger Wright and clearly took from inspiration from Sam Raimi's Evil dead. The acting for the most part of solid a stand out for me was the Milo Cawthorne who our leading protagonist I thought he played him quite well and had good charisma. While I had my gripes with some of the technical aspect, and the fact that the demons are essentially just the the deadites and the sheets of music is totally just the Necronomicon I obviously don't have anything really to say that's overly positive and nothing to say it's a really negative it's a fine movie I guess. at it's core this movie is gory and over the top if that's your thing check this one out."
" Solid Joyride
",2020-09-30 00:00:00,6,"I guess many of those bad reviews are written by folks who take heavy metal music to serious - Deathgasm is for sure no masterpiece but still fun to watch. If you take the heavy metal and horror business not to serious and you like to enjoy movies like Tucker and Dale vs Evil, Jennifer's Body, Scouts Guide to the Zombie Apocalypse and the like you may give Deathgasm a try. I at least was well entertained."
" MUST SEE COMEDY, HORROR, GORE AND MORE!!!
",2020-08-22 00:00:00,10,As a fan of metal and horror this movie was a match made in hell!!! This movie is fun from the moment you press play. Absolutely a unique horror comedy that never stops!!! A MUST SEE!!!
" A film for when your friends are losers, your uncle keeps trying to Christen you in your sleep, and you are drenched in your cousin's bodily fluids
",2020-08-19 00:00:00,7,"Brodie is into heavy metal, unfortunately his mum was into drugs due to a mental health issue. As a result he was sent to live with his very Christian Aunt and Uncle and their meathead jock of a child in Greypoint. Brodie does not really fit in locally, he is even bullied, it is not until he meats the mysterious Zakk that he really gets a friend. Together with Zakk and other outcast geeks Dion and Giles, Brodie forms a heavy metal band called Deathgasm. Brodie is even attracting attention from popular cool girl, Medina - somebody all the boys fancy - so his life is on the up. One night, Brodie and Zakk break into a building that's apparently where legendary heavy metal guitarist Rikki Daggers lives. They are not the only people breaking in though, in a panic Daggers gives the boys a record he has been holding onto and tells them to run. Daggers is then killed by a sharp dressed individual, a cultist who is trying to claim something that Daggers has. After escaping the boys are ""Rickrolled"" with the album, but Brodie finds some sheet music. Unbeknown to him the music is the 'Black Hymn', music so evil that it can unleash a demon called Aeloth, the ""Blind One"". Fortunately, Brodie is prevented from playing the music a couple of times. It is not until he deciphers the Latin wording that he begins to realise what exactly he has. As with all teenagers, drama is getting in the way of harmony. In a fit of anger one night, Brodie gets the band to play the music, and things are never the same again. People become possessed by Aeloth's minions who are attempting to kill everyone in town, preparing for the ""Blind One's"" arrival. At 3pm the most-evil person in town will be the vessel for Aeloth. Zakk decides he does not care for preventing the impending doom and takes a seat to watch the end of the World, Brodie, on the other hand, is up for the fight and manages to convince Zakk. Armed with sex toys, power tools and an array of objects they attempt to get the sheet music, in order to play it backwards - because of course, logically that would prevent the summoning. But Aeloth is powerful, on his side has a cult of demon worshippers who will stop at nothing to see their master freed, as well as the possessed minions doing Aeloth's bidding. It is up to Deathgasm, and popular cool girl Medina to stop the demon from unleashing an apocalypse.""Deathgasm"" was written and directed by New Zealander Jason Lei Howden. It stars Milo Cawthorne as Brodie, James Joshua Blake as Zakk and Kimberley Crossman as Medina. Running at 86 minutes, this film, originating from New Zealand, was made on a relative shoestring of a budgetBordering on horror, action, comedy, and horror - this B-Movie low budget film is really enjoyable. It is packed with the kind of tongue in cheek gore that you might expect to find in other New Zealand classics such as ""Bad Taste"" and ""Braindead"" - which is high praise. It is not just a goretastic film that looks awesome, this film also has a heart. It is a coming of age film in which Brodie finds himself and his place in life. He is taken away from his mother and being looked after by family that do not necessarily understand him or want him. He feels out of place in life and school. When he does make a friend, he starts coming out of his shell, but at same time he is unashamedly in love with his passion for loud and heavy music. Along his journey of discovery, he gets a girlfriend from the most unexpected sources, he meets a heavy metal legend, his friend betrays his for a girl, fights a demonic cult, fights the demon which the cult worship - and ultimately saves the world! As Brodie, Milo Cawthorne delivers a really solid performance. There were times I really felt connected to the character (maybe because of my own upbringing), and Cawthrone does a sterling job, being authentic and believable. Likewise, James Joshua Blake does really well as the catalyst for realisation and change in Brodie's life. Kimberley Crossman is sweet and gorgeous in a sickly way at the start of the film, but a performance grows as she changes too, accepting Brodie for what he is and finding happiness with that rather than a shallow existence. Research I have done told me that the characters and the scenario are all directly from director, Jason Lei Howden's, own experiences growing up.Well written with engaging characters that have a journey of discovery and personal development. Lots of fun for audiences who enjoy their films with darkness and a splattering of blood and guts. This is Tenacious D and Scott Pilgrim smashed together with Sam Raimi's Evil Dead and Peter Jackson's ""Braindead"". This is a very clever and entertaining film which makes fun of itself as much as the content it is dealing with. The film has lots of occult references, bad language, blood, guts, sexual and graphical content, and frontal nudity. I wouldn't recommend it to younger audiences. If however you like bad tongue in cheek humour, good horror, blood, guts, blasphemy, occult, heavy metal, and a film that is the polar opposite to the trashy ""American Pie"" style teenage/buddy movies of the 2000's, then in this you will find a gory but shiny hidden gem of a movie."
