title,date,rating,review
" A story cut short and soulless!
",2021-01-30 00:00:00,5,Beginning was ok but lacks build up to the climax of the scene which was the torching. No mentioning of the religion or the nature of it's God or messenger. And dealing with it as a slave traders seeking control of the market. The movie tried to make the character with no transition from life as a slave and beyond. Ignored major milestones that changed and grow his character. Ignored other slaves side stores. Uncleared and confusing.
" Mediocre at Best
",2021-01-15 00:00:00,5,"I watched this with an open mind, not having read any reviews, and not having previously heard of it.Inspired by 'true events' I found the story to be very bland. I'm not quite sure what the writers, director etc. were aiming for, but clearly they missed the mark. If the story is about religion then this should have featured a little more strongly and obviously in the story telling, instead this film ended up with a dilute version that seems to shy away from any explicit mention of Islam. The message of hope, courage, overcoming oppression and gaining equality could be applied to any number of religions and 'heroes', and has been with far better effect. Perhaps the propaganda machine got in the way trying to give a softening edge to Islam, in the hope that it would woo Western viewers? Whatever the reason it was to the detriment to the somewhat muddled storyline (beginning and end but what happened in the middle?).The majority of the animation was reasonable but had the feel of a trailer for a new Playstation or XBox game. I kept waiting for the words 'Not actual gameplay' to be displayed at the bottom. There were some beautifully rendered animation features for the hawks and horses, although for the latter quality did slip when in 'group' situations. Fight scenes were well rendered but not outstanding and had no originality.I'm not sure that the voice stars were actually a good match to the characters. I recognised Ian McShane without having to refer to a cast list. Perhaps it was the poor script and film direction but the characters appeared and sounded wooden and without any dimension. The film started well but quickly deteriorated to the basic good guys and bad guys with no real character building, resulting in very little viewer empathy.Musical score was easily forgettable, and I have, so no review possible.Having watched this once I wouldn't consider a repeat viewing. Boredom has it's limits."
" great movie
",2021-01-06 00:00:00,10,The movie is great. But don't be shy to mention Islam.
" WE ABSOLUTELY NEEDED A BRAND NEW HERO in 2020!!
",2021-01-01 00:00:00,9,"BILAL WAS DEFINITELY A NEW BREED OF ANIMATED MOVIE FOR PEOPLE OF ALL AGES AND ORIGINS TO ENJOY. THAT SAID, WITHOUT SPOILING THE PLOT FOR ANYONE - THIS WAS A VERY SATISFYING TRUE STORY OF COURAGE, PERSEVERANCE, BRAVERY, FAITH, LOVE OF SELF AND OF THINE FAMILY. I VIEWED THIS MOVIE IN THE US ON THE STARZ NETWORK AND I CONSIDER MYSELF LUCKY TO HAVE SEEN IT. IT TOOK FOREVER TO GET FINANCING NEEDED TO SEE THIS ANIMATED FILM IN THE WEST, OUTSIDE OF THE ""CRADLE OF CIVILIZATION."" IT SHOWS GREAT DIGITAL CINEMATOGRAPHY AND PROMISES A ROLLER COASTER OF A PLOT. THIS PLOT IS MOSTLY ASSOCIATED WITH BILAL, A YOUNG AFRICAN SLAVE BOY/TEEN WITH DREAMS AS BIG AS THE CONTINENT ITSELF. THOSE DREAMS GIVE FUEL TO BILAL, TO GO FROM A DARK SLAVE EXISTENCE, TO THAT OF A HEROIC WARRIOR, THAT WOULD MAKE HIS STORY ONE OF THE MOST POWERFUL STORIES IN ALL OF MECCA. A STORY SO POWERFUL THAT HIS HEROIC TALES ARE STILL BEING PASSED ON TO OTHERS BY BOTH WRITTEN AND ORAL TRADITIONS, USUALLY IN THE ARABIC RELIGIOUS CONTEXT. CHECK THIS FILM OUT, ENJOY IT IMMENSELY AND PLEASE BE PURPOSEFUL IN SHARING THIS FIND WITH OTHERS!PERHAPS, AFTER SEEING THE SUCCESS OF THIS FILM, WE WILL BE SEEING FAR MORE LIKE THIS ONE, IN THE YEARS TO COME. EVEN PEOPLE OF COLOR IN THE US WOULD LOVE TO SEE MORE HISTORIC FILMS SUCH AS THIS ONE. IT BRODENED MY KNOWLEDGE SO MUCH. THANK YOU TO THE CREW, PRODUCERS AND THE CAST."
" Bilal
",2020-12-26 00:00:00,10,One of the Best Animated movie i have ever watched .
" One of the best animated movie in my 25 years!
",2020-12-18 00:00:00,10,"At first I thought it was made by hollywood or dreamwork (like joseph and moses) but in the middle part of the storyline it was kinda unimaginable if the US the one who made this (you know what I mean). Anyway I really, highly, distinguishedly, respect this movie a lot! There should have been more movies like this! Especially about remarkable and notable prominent leader who leads this world into justice and faith."
" Outstanding Animation Film! Best Storyline, best CGI, best screen script! This film deserves an Oscar.
",2020-11-26 00:00:00,10,"Must Watch Movie!!!!!
One of the most interesting aspects of movie reviewing is looking behind the screen at the provenance of a project, and with Dubai's first ever CGI animation, BILAL, the story behind this 1400-year-old animation saga is truly gripping. Cannes 69th Film Festival is the perfect venue for this, where it will screen shortly. The cast includes excellent actors Adewale Akinnuoye-Agbaje (who played the yacht assassination target for Matt Damon in BOURNE IDENTITY), and Ian McShane from HBO's ""Game of Thrones"" TV series, also PIRATES OF THE CARIBBEAN.Eponymous main character Bilal is actually based on a historic figure, a revered warrior, named Bilal bin Rabah. And who was he? ""One of the most trusted companions of the Prophet Mohammed,"" according to exhaustive research done by the film's makers via Saudi-informed ""forensic historians."" What makes this film interesting is that you don't necessarily have to know the backstory to appreciate the master-level craftsmanship on the CGI in BILAL. In fact, this project pays off the promise that 'reality begins at 30 million polygons' as coined by animation forefather Alvy Ray Smith, and really brings home the notion that this technology now has a life of its own as this fantastic tool available all over the world for people to tell make epic explorations.When you watch this film, you see top drawer animation with a sincere message of ""faith, hope and self-discovery inspired by the real life story,"" as described by the filmmakers.American actor Jacob Latimore is teenage BILAL. According to Kidzworld, a portal for young actors, this Milwaukee native grew up with a love of Motown and singular gifts as a musician early on with a hit called ""Superstar."" Which means he has the perfect voice control as a voice actor, not to mention his credits include roles in 2014's RIDE ALONG (Kevin Hart, Ice Cube) and THE MAZE RUNNER, as well as a 2010 credit for VANISHING ON 7TH STREET. Over the course of this spirited and engaging film, Bilal's character will age from 6 to 60 years old, and the intricate animation's high-dollar production values make it a pleasure to sit through.This is a multi-talent collaboration, as mentioned, with clever choices such as Atil Örvarsson, an Icelandic composer, to did the music. Örvarsson said he tried to ""combine the archaelogical, historical nature of the story and make it accessible for an international audience. We used old instruments from the region and combined it with modern electronically synthesised music, we created themes for some of the characters and created a unique, other worldly sound for the witch doctor."" Project point-person Jamal nailed the complexity of producing a movie of this scope in CGI, especially when the Dubai creative climate is more familiar with shorter projects. ""The industry here is based on short movies and originally we wanted to work with an animation studio but we found there was no animation or CGI studio in the MENA region so we had to start the studio ourselves to make BILAL and that's how we established Dubai-based Barajoun Studios."" The film itself was funded by individual investors from the Gulf Region, including Saudi Arabia with the Doha Film Institute. Expect BILAL to be on the radar this year, as Variety, Indiewire, Cartoon Brew, and Animation News have all tracked its progress thus far. Let's hope this film has the harmonizing effect as intended, because the animation is truly pixel-perfect. BILAL will screen this week at Cannes 69th International Film Festival, see schedule here for details."
" Strange decisions make this a strange mainstream movie
",2020-10-06 00:00:00,6,"Wow, I was completely unaware of the ""popularity"" this movie had. I love coming here and reading reviews where every other review is either a 1 or a 10! 1, 10, 1, 10, 2, 9. I watched this movie having only the knowledge of its title and IMDB rating, which is still very high (7.9) by the time I'm writing this, so I will try and give this an unbiased point of view. I also had no idea that Bilal was a religious figure, and that was a good thing as I generally hate religious movies so I went in with an open mind. I really liked the direction of the movie, really well shot scenes and very dynamic action scenes. One particularly long battle is probably the highlight of the movie as it rivals with any mainstream blockbuster. The problem was that the animation could have been better, it was not a disaster, mind you, but not up to the standards set by other studios or by the ambition of the direction. The story, on the other hand, was a bit of a mess. Again, I didn't know anything about Bilal, but many times it had the vibe of a religious propaganda movie, only it never went there which was very strange. After doing some research I found out he was a very important Islamic figure and it baffles me that they did a religious movie without any religion in it?! There are some western examples of movies that try the same thing, but in a different way, like the recent Ridley Scott directed Exodus, where it tries to show the Exodus story but with a scientific approach of how it could have happened without any supernatural occurrences. This is not it, it just veers away from religion every time something religious is about to happen. Very strange decision as it affects the flow of the movie and especially the ending is almost incomprehensible if you don't have the religious background. This leaves us with a Ben-Huresque kind of story, with a nice direction, nice rhythm, so so animation and a very confused audience. Not terrible. Not amazing."
" Waist of time
",2020-08-30 00:00:00,1,"Just a waist of time.don't waist your time watching this.
The only positive thing was animal designs"
" Inspiring
",2020-08-12 00:00:00,9,"Loved it ! Truly felt how blessed we are , how lucky we are to be born in a muslim family., living in a muslim state, Allah has made our lives so easy, we are not facing any hardships for following islam.."
" Best animation ever made in the history of animation
",2020-07-25 00:00:00,10,My mind just blew away while watching this animation made by a Pakistani. If i would have million thumbs I shall made all thumbs up. My home cinema showed its best output ever. God bless the team who made it.
" My most favorite movie
",2020-06-30 00:00:00,10,"What a beautiful way to teach history.....The slow mo, the action, the music effects and the conversation in the movie is sooooo good that I can't just write about it now.In a nutshell, it's the best movie with everything where it should be and how it should be..."
" Soul touching Movie!
",2020-06-26 00:00:00,10,This Movie is a masterpiece for me. It inspired me for my life and represent values that every human should have. Never give up on your Vision!
" Mid 30's & dropped tears on slavery scenes
",2020-06-13 00:00:00,10,I live in Makkah & I remembered floyd & hated what did happened to him even more. WE ARE THE SAME PEOPLE KILL RACISM PLEASE AWAKE FROM DARKNESS.
" propaganda sold as heroship
",2020-06-09 00:00:00,2,"I watched the whole movie even though it looked waste after like 20 minutes.For me, movies are about story. Don't bother, this has no story at all. They didn't even try, that was never the goal.This was the very first movie I met with clearly biased ratings and reviews. If you check the reviews (and trivia), they are being proud of the beauty and glorious difficulty of animating. Is this really that important?Last, this Islamic thing for me is just propaganda. Do you need an excuse to cover all the war in the name of religion because of freedom? Knowing the slaving methods of Islam, this just looks lame."
" Best Movie for Kids
",2020-05-27 00:00:00,10,"Just had a mind blowing experience as an adult, The movie explains the core essence of Humanitarian rights and equality. Must say watch with kids and family for a mind blowing family time."
" Tears in my eyes
",2020-05-26 00:00:00,10,"Beautiful portrayal of bilal ibn rabah! I wish I saw this movie sooner. I was so into this movie I felt so sad because its ending, beautiful adaption just loved it."
