title,date,rating,review
" One of the best hijacking films, and one of the very good ones of Liam Neeson. Intelligent plot, great acting, lots of suspense!
",2021-03-23 00:00:00,8,"Hijacking movie. One of the best hijacking films and one of Liam Neeson's very good ones. Neeson, a federal police officer in charge of international flight safety, begins receiving in-flight messages from an anonymous terrorist that if they don't give him $150 million, he'll start killing one passenger every 20 minutes. Neeson is desperately trying to track down who he is, while several of the other passengers are beginning to believe that he is hijacking himself and this information is also leaked out of the plane. The real hijackers had it all planned it in detail to blame Neeson for that. A unique hijacking thriller, with excellent performances and plenty of suspense throughout the film without tiring at all. Excellent work overall. It's recommended to everyone."
" 7/10
",2021-03-18 00:00:00,7,NonStop is a decent thriller kinda wish they explained how people randomly die in this film all around is it pretty slow more problems come through out the second half which made it pretty overwhelming
" Action-packed, well-acted mystery with satisfying developments
",2021-02-21 00:00:00,9,"I'm a little biased, as this movie has a lot that I fall for; an alcoholic lead, multiple characters with secrets, Julianne Moore, workplace action/suspense/violence, and a contained and limited cast of potential culprits. So, from the premise alone, I was in for everything this movie threw at me.
I found it well-acted, and the developments were realistic (in a world where incredibly well-planned and well-organized terrorists can exist.)
I overall found it worth the watch."
" For Liam Neeson Fans
",2021-02-06 00:00:00,7,Not a bad movie. I think I enjoyed this more as Liam is one of my favourite actors. Definitely not Taken standard but comes close.
" Edge of the seat Thriller!
",2021-01-26 00:00:00,9,"This movie keeps you hooked till the end. The first thought that came to my mind after finishing this movie was, 'This movie is best enjoyed on a big screen'. All Liam Neeson fans would be overjoyed after watching this one. Watch it out guys, you won't regret."
" Watch Something Else !
",2021-01-24 00:00:00,4,"I watched this film during a down-time and couldn't really get into it. I found it boring and uninteresting, but the premise of this 2014 film follows a Federal Air Marshall named Bill Marks, marvellously played by Liam Neeson, who must locate a killer on his international flight after he receives texts that say someone on board will be killed every 20 minutes until financial demands are met. It seems a little far fetched, especially all the security you have to go through in an airport. Liam Neeson's character elevates, what I think is forgettable material, as this film doesn't hurt that Julianne Moore's in the cast, too, playing a gal named Jen Summers, so it really feels like putting those two amazing actors together are just slumming it. If you watch carefully, these characters give the movie their all, as everyone pales in comparison. It's so maddening, that the film does an extreme job at heightening the tension. I feel that this plane is hurtling NON-STOP at an enormous pace, but barely makes it to the gate with momentum intact. Did I like this film? Not really and apart from Moore and Neeson working together, it sucked, actually, so sucked that Neeson has been quoted recently that he has retired from making action movies, which means we won't get a promised 'Taken 4'. Sooo sad."
" Hugely intense thriller. If you haven't seen it, go see it.
",2021-01-19 00:00:00,8,"This is one reason why I always catch Liam Neeson's action films at some point. Cause they always keep you hooked so you get their point. This time he's playing a federal air marshal who also has to save a plane that is being hijacked by one of the passengers threatening to kill somebody every 20 minutes unless he gets 150 million dollars wired to his account. If that doesn't get you pumped, then I don't know what will cause this is exciting as movies get. It's very good but this movie could have been better but 8 for me for the performances and very well organized. Doesn't jump around and always stays focused on the main guy. Liam Neeson is at the top of his game and stays true to the game."
" Goofs
",2021-01-17 00:00:00,2,"Just before the plane lands with the rear on fire as well as an engine, you hear an announcement that fuel is being dumped. Bad decision!!"
" Thrilling, claustrophobic and great action
",2020-12-23 00:00:00,8,"What a great movie this is. Neeson is perfect for the role as an alcoholic, troubled airmarshall and Moore is great as the humane and caring passenger. The story unfolds with a certain credibility and grips the viewer from the moment you learn that something is wrong. The plot is satisfying, the rest of the cast is good as well and Neeson just oozes the charisma of an unwilling hero. Suspenseful and with good action."
" Much better than it should have been...
",2020-12-08 00:00:00,7,"I'll admit I had low expectations, I thought it was going to be another dumb action film set on a plane. But this was genuinely very good, original story and twists, and gripped me until the end. There were some dumb moments for sure, but on balance, well worth 105 minutes of your time."
" Frustrating second half
",2020-10-20 00:00:00,6,"I really really liked the first half of ""Non-Stop"" because it was an interesting thriller with a lot of twists and turns that weren't very predictable. I've casually start watching it and I was impressed. Then the second half kicked in. In contrast with the unpredictable first half everything becomes more uninspired and dull. But the worst part is the finale itself: rushed and plot braking. Indeed the motivations of the characters are trivial in some cases, non-sense in others and the most important one is incomprehensible because the writer/s didn't know how to handle it and they choose to make a character say fast multiple words in a Eminem fashion so that the viewers maybe didn't notice that those words made no sense as a cohesive speech. For these reasons if the first half the movie was a solid 8, it became only a 6/6.5 after that second half. It's a pity because with a little more attention to the plot and the finale (that felt like suddenly cut) it could have been a very good thriller."
" Seat edge thriller
",2020-10-15 00:00:00,8,"Believe me, this movie is awesome and if you like action thriller or seat edge thriller then you will love this movie."
" Nonsense Stupid Good Movie
",2020-10-15 00:00:00,6,"No scenerio at all. If I were Liam Neeson I don't want to play on this movie. Full of plot holes. Everything based on impossible actions. No intelligent story writing at all.
But fun to watch."
" It was unusually boring for a hijacking.
",2020-10-09 00:00:00,4,"How did the killer get access to our hero's cell phone? How did the captain of the plane die? If he is sure somebody sent the text message, why didn't he ask? 'Didn't the person next to you use the cellphone five minutes ago?'
I was expecting a very interesting mystery at the end, but I'm disappointed. I felt that the criminal was found out suddenly and in a very conventional way.
I couldn't understand the motive of the murderer at all. In fact, I didn't understand what he was saying. I'm surprised they didn't duel in the planning stages.
If they're going to make a movie like this, they should have at least think up an interesting way of how the captain was killed. I thought he was going to kill himself. The first one was also too well timed, as advertised, so suicide was the only way to go, right? I thought they were all involved who got deaths. There's a lot of interesting hints in advance and then it doesn't end up satisfactory. It's like a con."
" Enjoyable
",2020-09-30 00:00:00,9,"If you are a fan of the movie Air Force One, then you will enjoy this movie. It's something different, and it works well. A guess who / who dunnit movie where it keeps you glued to the screen, guessing each time.Well worth the watch."
