title,date,rating,review
" Very intellegent movie with minor flaws, highly underrated for sure
",2021-02-10 00:00:00,9,Please watch this movie and give a good review as this movie is a very intelligent one though the plot in general is fantasy.
" Are you a 10 and half size feet?
",2020-12-30 00:00:00,7,"Welcome back to another edition of Adam's Reviews!! **queue in intro music**Tonight's movie review is the fantasy comedy The Cobbler (2014), the Sandman plays Max Simkin, a fourth-generation cobbler in New York City who lives with his mother after his father left many years ago and deals with his uninspiring daily life of fixing shoes until he comes across an out of this world stitching machine. Before I watched this flick, I quickly looked at the ratings across different platforms and found out it was soooo low. After watching it, I really do not know why theres so much hate. It's not your typical Sandler comedy flick but the story and acting were great. And give or take it was a bit emotional in particular the scenes between Max and his mother. Throughout the film you find an emotional and light hearted story. Sandler does well in his role and once again shows real depth. This movie doesn't deserve low ratings or negative reviews and I definitely recommend this film to anyone. There is a nice twist at the end and a good message throughout the film which is literally ""put yourself in somebody else's shoes."" Very unique story and great cinematography of urban New York. There are some narrative hiccups and the end does feel like it transitioned from a heist to a drama film then to a - if you call it, a superhero style film. Overall 7.4/10"
" Awful Ending to a an otherwise Good Movie
",2020-12-30 00:00:00,7,"A gentle, amusing, entertaining movie, perfect for one of those nights when you don't want to be stretched.
But the ending is possibly one of the worst I've ever seen .. the closing scene is completely unnecessary and totally out of genre. It looks like it was tacked on as an after-thought and completely destroys some of the intriguing parts of an otherwise good narrative. Some loose-ends are a good idea in a narrative and tidying them up with a ridiculous closing scene treats the viewer as being brainless and unable to cope with curiosity. In less than 5 minutes this absurd ending turns the ""missing"" father from being a person of mystery into a heartless husband and dad and a Marvel-caricature , in the same moment destroys the character of Jimmy who is beautifully played by Streve Buscemi, and gives Dustin Hoffman the final words in a film he was probably not required. The film already has a perfectly good ending in the preceeding understated scene between Carmen (Melonie Diaz) and Max (The Cobbler). My advice is switch off the movie at the last ad-break and remember the film for all its really good moments."
" Amusing if finally a bit much
",2020-12-27 00:00:00,7,"Mainly enjoyable fantasy, well played by most of the cast, so that I started imagining all the things you could do in another's shoes. It gets tangled up in its own plot twists and crime capers by the end, and the revelation about the barber was one surprise too many."
" Adam Sandler's best acting
",2020-12-19 00:00:00,8,I typically do not enjoy Adam Sandler movies but this was an extraordinary movie with great acting from Adam Sandler. Storyline is very straight forward with somewhat predictable ending. But the idea and execution of the movie was exceptional and heart-warming.
" A bland idea with an okay execution
",2020-12-15 00:00:00,6,"Despite the title of the review suggests the film itself is in a few ways great. The production design and premise are great and applied well. The actors and acting are good in some areas and wooden in others. The characters themselves are good but vastly underdeveloped. The writing is sometimes great/ clever and confusing or dumb in others. And the star of it all would be Sandler himself who gives a memorable performance that can be great or terrible depending on your taste. Overall this film is either a hit or miss, it is by no means a masterpiece but it is still worth a watch."
" Rollercoaster good and bad
",2020-12-11 00:00:00,5,"The idea is good but the entire script is like an rollercoaster it jumps from good to facepalm. If Adam does his own movies then he probably needs to stop, all of them contain the same formula witch is not a good one."
" Total Surprise!
",2020-10-08 00:00:00,7,I had no idea I'd end up really enjoying this movie! Seriously... total surprise!
" Top
",2020-10-04 00:00:00,8,So I thought this was a great movie well acted by Adam sandler
" Insane
",2020-09-24 00:00:00,7,"This is a really crazy movie man. Like, just wait for that twist to hit and lose your freaking mind. Oh my goodness."
" Hidden little gem
",2020-08-08 00:00:00,8,"Not your typical Adam Sandler comedy and in a good way. The story is interesting, a mix of fantasy, comedy and action. No infantile gags here but a plot with a lot of twists and a character with much more depth than usual. Adam Sandler carries this movie and his performance is one of his best. The gorgeous klezmer music and beautiful cinematography help a lot with the story telling. They add a specific ""flavor"", atmosphere to it. The pace is not too fast and shallow but also not too slow, just about right, when you think you're getting bored, something unexpected happens.
It proves, once again that the IMDB score must be used cautiously, I had little expectations due to bad reviews but this is a must see movie for Adam Sandler's fans and a sweet, beautiful movie for everyone."
" Shank's Mare Tale ridden to magical drowsiness
",2020-08-04 00:00:00,2,"This is more of a fantasy/fairy tale movie better geared for kids it had 0 laughs 0 action very little drama and a tiny little bit thriller but vastly nothingness with horrible repetitive soundtrack. After a while the Story gets very generic and nearly everything should be foreseen.
Optically it is fine but the cast is totally wasted on this since there is so little acting here. It is quite long for it's very thin story but i guess that's the tone it wanted to set.
It had some good thoughts of local businness and things like that but nvm they never actually cared for the real cause and quickly made a simple crime story out of that. The Main Character acts mostly so ""correct"" that it is even boring, but well at least he's a good paragon, most scenes are him doing his stuff so the movie even lacks dialogue or depth in that regard and has no sidekicks / fellowships or much character development so it feels very unilateral.
If i was rated by kid-me it would probably score 4 or 5 but after experiencing so many stories this does nothing better than many others nor more entertaining probably would be suited way better as a comic novel.
Also the Ending was pretty dumb."
" Slow and boring
",2020-07-26 00:00:00,2,Watched about 50% and turned it off. Very slow and story line just isn't interesting.There is a lot of big names in this film but don't be fooled it's terrible. Adam Sandler doesn't seem interested in his character
" Slow and boring
",2020-07-26 00:00:00,2,Not funny. Very slow. Watched about 50% and turned it off.There is a lot of big names in this film but it is terrible. Adam Sandler doesn't seem interested in the character he is playing
" Brilliant film
",2020-07-04 00:00:00,10,"Funny, whimsical, sadness, Drama, one of Adam Sandler great films, very impressed"
