title,date,rating,review
" Rio 2 - The musical
",2021-04-03 00:00:00,3,Why did they ruined it making it a musical? If you like 1960s musicals you will like this.
" 6/10
",2021-03-22 00:00:00,6,Rio 2 is a horrible sequel I don't get the point of it Rio one had a reason this movie has no reason at all
" ""Happy wife - happy life""
",2021-03-14 00:00:00,6,"Like ""Avatar"", only instead of blue humanoids, we have blue parrots. It may be visually fascinating in 3D, but at home, on the computer, it did not leave a special impression. If you liked the first one, you will like this one too. If not, skip it.6/10"
" Really bad movie
",2021-03-07 00:00:00,1,"I hated that movie. This is not a children's movie. It looks like a drama-filled soap opera. This movie is very boring. I couldn't wait to finish it. In the movie the bird tries to find acceptance by his wife's father. This film sends a message from one who tries to please his father-in-law and is not accepted by the family, tries to impress and is rejected. He is a bird that uses a pouch and make pancakes. Really stupid and boring movie."
" Good
",2020-12-14 00:00:00,7,"In the sequel, Jade and Blu decide that their puppies need to learn to live freely, and everyone embarks on a trip to the Amazon. Characters like the bulldog Luiz, the toucans Rafael, the parakeets Pedro and Nico and the cockatoo Nigel are also back.Film reviewed on December 14, 2020."
" A boring - if colourful and well meant - follow-up
",2020-09-03 00:00:00,6,"Naught terrible about it, but 'Rio 2' is a boring - if colourful and well meant - follow-up to the 2011 original.The whole plot is basically just a typical family drama fest, filled to the brim with the clichés of relative and love quarrels. It's also entirely predictable, which doesn't help. A few of the characters from the first film are shoehorned in too, especially Nigel (Jemaine Clement).Jesse Eisenberg (Blu) and Anne Hathaway (Jewel) reprise their roles, Eisenberg is the better of the two. Bruno Mars joins the cast, I actually liked his voice for Roberto but unfortunately his character is forgettable.I'd guess the younger viewers will like this, as well as a number of others. For me, it's just very average."
" Recommended 👍
",2020-07-08 00:00:00,7,"Well entertaining movie, very comedic, funny, especially targated and recommended for the younger Audiences 👍"
" Rio 2
",2020-06-27 00:00:00,10,"While this sequel is not good as the first one, it is quite enjoyable for the whole family. It has the great animation, colors and some catchy songs. I actually love it."
" A bit of a mess
",2020-06-14 00:00:00,5,"This film continues the Rio story with just as much colour and exciting songs but tries to branch off in too many directions. We have loggers, children, jealousy, Nigel, a frog, fitting into a new tribe and more. Each of these were good but all together it was really unfocused."
" Rio 2
",2020-05-21 00:00:00,5,"It had been 9 years since I had seen the original film, made by the creators of Ice Age and Robots, but I do remember enjoying it, despite the long gap of time, I was up for seeing the sequel, directed by Carlos Saldanha (Ferdinand). Basically, Spix's Macaw Blu (Jesse Eisenberg) and Jewel (Anne Hathaway) and their three children, Bia (Amandla Stenberg), Carla (Rachel Crow), and Tiago (Pierce Gagnon), are living happily in Rio de Janeiro. But Jewel is disappointed to see her children becoming too domesticated like their father. Meanwhile, Blu's former owner, Linda Gunderson (Leslie Mann) and her ornithologist husband Tulio (Love Actually's Rodrigo Santoro) are on an expedition in the Amazon. After a fall down a waterfall, they discover a Spix's macaw feather. When the word gets out about this on television, Jewel believes that they should go to the Amazon to help find the blue macaws. While the kids are ecstatic, Blu is uncertain, but he is pressured into going along, but he has supplies, including a GPS, he believes will help them. Meanwhile, an illegal logging group leader named Big Boss (Miguel Ferrer) discovers Linda and Tulio's expedition, he orders his henchmen to hunt them down to avoid disruptions to their operation. At the same time, the evil cockatoo Nigel (Men in Black 3's Jemaine Clement) seeks revenge against Blu for crippling his ability to fly, and makes several failed attempts to kill Blu along with his new servants, anteater Charlie and poisonous frog Gabi (Kristin Chenoweth), who is in love with Nigel. Blu, his family, and their friends, Rafael the toucan (George Lopez), Pedro the cardinal (will.i.am), and Nico the canary (Jamie Foxx), use a boat to get to the jungle. Arriving, they find nothing, they are eventually taken to a flock of blue macaws that are hiding in uncharted territory. There, they meet Jewel's stern long-lost father, Eduardo (Andy Garcia), her Aunt Mimi (Rita Moreno), and her childhood friend, Roberto (singer Bruno Mars). Eduardo seems unimpressed with Blu; he is grateful to him for bringing Jewel back home but is opposed to Blu's suggestion to expose the sanctuary to Linda and Tulio to ensure their protection. At the same time, Blu is intimidated by the suave Roberto, who quickly bonds with Blu's kids. While searching for the macaws, Linda and Tulio end up captured by the loggers. Blu does his best to fit in with the flock, while Nigel gets closer to him by successfully winning a talent show to become a performer for a Carnival show. When Blu tries to pick a Brazilian nut for Jewel, he accidentally tries to get it in the territory of the Spix macaw's enemies, the scarlet macaws, led by the hostile Felipe (Philip Lawrence). Blu inadvertently causes war between the two tribes, accidentally hitting Felipe with a branch. The football (soccer) style battle ends when Blu accidentally costs the flock their territory. Despite his best intentions and efforts, Blu flies away upset over his failures. Blu decides that he will leave his human roots behind him to build a future with his family. He goes to visit Linda and Tulio but finds their campsite has been raided. Roberto accuses Blu of betraying the flock, but before Blu can defend himself, loggers storm the area. Roberto, unable to deal with real danger, panics and Blu is forced to save him. Blu orders Roberto to warn the flock while he goes to rescue Linda and Tulio. After doing so, Blu persuades the macaws to defend their homes instead of running away. With Blu's knowledge of human technology and help from the scarlet macaws, the flock successfully disable the loggers' machinery. Big Boss tries to blow up the trees instead, but Blu steals the lit dynamite and takes it into the sky where it detonates harmlessly. Big Boss runs off before Linda and Tulio can stop him, but winds up getting eaten by a boa constrictor. Nigel then appears and tries to attack Blu, but Gabi, while attempting to help, accidentally hits Nigel with one of Charlie's pines filled with her poison. Nigel gives a theatrical death speech before seemingly dying, and Gabi then drinks her own poison to die alongside him. But Bia points out that Gabi isn't poisonous at all, and an overjoyed Gabi lovingly smothers a dismayed Nigel and drags him away. With the flock now under Linda and Tulio's protection, Blu and Jewel decide to live in the Amazon with their kids but will continue to visit Rio in the summer. Eduardo finally drops his anti-human stance, and proudly accepts Blu into the flock. Nigel and Gabi are sent to Rio for study, Nico and Pedro's Carnival show goes on, and Luiz the bulldog (30 Rock's Tracy Morgan) arrives at the Amazon for a visit. Also starring Jake T. Austin as Fernando and Janelle Monáe as Dr. Mona. Eisenberg and Hathaway are still good as the two leading blue macaw birds, and the other voices in the cast are fine, but it is Clement as the spiteful cockatoo and Broadway star Chenoweth as the toxic frog infatuated with the villain that both stand out. The use of bright vibrant colours remain wonderful to watch for the places and creatures, and the musical moments are enjoyable enough, especially the operatic ""Poisonous Love"" and a theatrical ""I Will Survive"", it does not have quite the same quality and flair as the original, but it a reasonable animated comedy adventure for all the family. Worth watching!"
