title,date,rating,review
" short, forgettable but good enouh
",2021-03-12 00:00:00,6,"I liked most of the jokes and puns and the random cameos. It was disturbing to see kermit's body and how he ran was so traumatizing, also Constantine action sequences... please. The random prison guard side plot who was a kermit fangirl was so random and should've been more fleshed out or just...gone. It all felt so rushed and I never got invested in anything, I even forgot I saw it. Overall it was fine, entrertaining, fun to make fun of, funny sometimes and just random."
" Decent sequel
",2021-01-04 00:00:00,8,"I liked this sequel as the Muppets go on a world tour, and Kermit gets replaced with the world's most evil frog as part of an evil scam. The movie features good songs snd scenes in s Russian prison and I liked Ricky Gervais and Tina Fey's characters. Kids and fans of the Muppets will like this, and adults might find it appealing as it also features a decent plot.** 1/2 out of ****"
" The stronger of the two 2010's Muppet movies
",2020-12-21 00:00:00,10,"Much like The Great Muppet Caper, this film's more developed-and central to the film- plot allows the irrelevant humor and goofy hijinks of the characters to really shine. Ultimately, this film balances the needs to tell a story worth telling with a loose vaudeville comedy better than the prior film. It doesn't have the stronger emotional payoff of the Muppets (2011) but it is a better paced, funnier and more memorable film. A lot of which has to do with Gervais being one of the better human actors to be in a muppet film for the laughs and the character of Constantine being a wonderfully realized foil for Kermit.In any case this is a very welcome return for these characters; the film respects Henson's creations. It is-like all the muppet films-a sweet, sentimental delight."
" Great Entetainment
",2020-11-04 00:00:00,6,"Not a major fan of the muppets myself this one was definitely created for fans. Overall it was great, a brilliant plot tightly written, stuffed with stars and Ricky Gervais was great with the deadpan humour.Quite frankly what's there to not like, I'm giving a 7 for pure entertainment."
" Most wanted
",2020-09-03 00:00:00,6,I liked this just how I liked the first movie with good songs good puppet work and characters
" Love Muppet Movies!!!
",2020-07-04 00:00:00,10,This one is up there as being one of the best. Great songs! So funny and Constanine!!!! To come up with another frog as lovable as Kermit is unbelievable. The Muppets are genius!!! A timeless classic. People who give this bad reviews are just plain mean. Everyone loves The Muppets!!!! We need more muppet movies!!
" Confused, but awesome.
",2020-06-03 00:00:00,10,"The very first song they sing that the title is ""Muppets Again"", but the movie's actually called ""Muppets Most Wanted"", which confused me.Other than that small minor goof, the movie is awesome!"
" Good Caper Remake
",2020-03-30 00:00:00,10,"In 2011 I left the movie ""The Muppets"" thinking ""Wow! I hope they make a sequel!"" 3 years later I get my wish. The jokes are perfectly delivered and the breaking of the 4th wall is hilarious. I normally don't tolerate musicals, but the songs in this film don't take themselves seriously and are more satirical then dramatic, and even when the songs are slow there are plenty of visual gags to keep your attention. I had the soundtrack to the original on ad nauseam and I will be playing the soundtrack to this twice as much. There's a joke in the opening song that the ""sequel's never quite as good."" They're right. It's not as good. It's better.
Grade: A+ 10/10 5/5 stars"
" - I want every seat in the house filled. Give tickets away if you have to. - Well, it's the Muppets. It won't be easy.
",2020-03-25 00:00:00,7,"I used to follow ""The Muppet Show"" relatively regularly, and with some episodes of exception, I was most often bored, so I sat down to watch the movie (I don't even know why) with approximately these expectations. I was pleasantly surprised. A crime adventure with typically Muppet humor doesn't bring anything spectacular, but it's good fun for one watch.7/10"
" Certainly worth the watch.
",2019-12-01 00:00:00,7,"Pretty entertaining children's movie and stars the lovely Tina Fey as Nadya, a Gulag Camp Commander (yes this is the right film). A really good, solid family film with many jokes adults will find highly amusing to."
