title,title_sentiment_score,text_sentiment_score,date,rating,review
" If you ignore...
",0.0,0.6705,2021-03-28 00:00:00,6,"Like the other purge movies, If you ignore the many huge plot holes and illogical attitudes, you can enjoy this film."
" Excellent if you're in need of a good laugh
",0.8807,0.9694,2021-02-14 00:00:00,2,The 2 dimensional characters had me literally laughing on the floor. One bag guy was a tattooed skin head with Nazi symbols and confederate patches all over his jacket. The purge people in the church are all old rich white people. At the end there is an electoral map that shows conservatives are all purge loving demons while lefty states are all pure peace loving people. The move is extremely predictable...and actually really funny.
" I Think This May Be My Favourite Now
",0.0,0.8164,2021-02-09 00:00:00,8,"To be 3 films in and it's this good, just shows how far they can go with this franchise. This was really gripping, suspenseful and had a great story."
" Better than the last two, but far from great
",0.8225,0.9875,2021-01-30 00:00:00,7,"An improvement upon Anarchy and certainly over the original, The Purge: Election Year attempts to try a new point of view by putting us on the political side of things- and while it has its flaws- it's certainly the most entertaining entry yet. To be fair, I am not a huge fan of these films. I find the writing rather lazy at times, and this film is no exception. Much of the dialogue feels clunky, good ideas perhaps at times, but very out of place, and even forced at times. Quite a few of the smaller supporting actors also feel very out of place as well, with their performances sticking out like sore thumbs due to their inability to act- and almost obvious excitement to be on camera. Mostly though, the main performances are pretty solid this time around. Frank Grillo obviously shines again as bada** Leo Dush, as well as Elizabeth Mitchell as Senator Charlie Roan and a smaller but often well done performance from Betty Gabriel as Laney Rucker. The film can be hard to take seriously at times, almost overdoing it as well as providing accidental satire seemingly at times, but it also plays into the pure fun of it. The action is well done in the film, and it kept my attention nearly all the way through. I didn't expect much from it, but it's a fine and entertaining little action film. Nothing special, but nothing bad either.
My Rating: 7.25/10"
" Socially simbolic and intelligent, but it lacks execution
",0.25,0.0402,2021-01-25 00:00:00,7,"The best of the series, especially focusing on the conceptual aspect, making it memorable for me at the point that I even considered giving it an 8. Nevertheless, the execution didn't allow me to do that.We all have an idea of how our society can be unfair in terms of giving equal life opportunities or even of making it possible for people to stabilize their access to basic human rights and dignity, but this movie adresses this topic on cruel levels. It doesn't avoid showing how brutal the system can be when protecting itself, a distopic exaggeration of what lies beneath our social piramid. This way, it provides remarkable insights that not only expand the movie series relevance, but also avoids the common horror, action or thriller movies initial expectations.Although its creative concept, it simply lacks execution. Part of the reflections are given up too ""dry"", varying between not-developed and previsible as the movie goes on. Also, the pace and the plot's main line sometimes bother, as they repeat some of The Purge: Anarchy's errors like engaging on some endless, previsible and weak pursuit sequences. But let me be fair: there are also lots of good scenes and parts to enjoy.In sum, this is the most political movie of The Purge's, delivering reflections worth having nowadays, but don't expect a major execution or a consistent pace. Even so, if you wanna know how to defend human basic rights on an action/horror movie, this can be a good example of how to."
" They're still making sequels to this embarrassing movie?
",-0.4588,-0.4404,2021-01-18 00:00:00,3,"Oh, come on. I still don't believe that they're making sequels to that disastrous film. The first purge was embarrassment and that cannot be recovered by doing any sequels. God bless these guys."
" Lost the concept of purge.
",-0.3182,-0.6318,2020-12-20 00:00:00,4,This part wasn't that much nice if compared to last two parts. The plot was quite weak but yes you can watch it and tolerate the boring scenes. This part really lost the path of purge .
" 12 hours to survive on the election year!
",0.0,-0.6808,2020-12-17 00:00:00,3,Needless to say that this movie makes the timeline of the franchise confusing: how come Leo is still that hot 18 years after the events of The Purge 2? It's the weakest movie in the saga so far. This one feels like a weak action movie.
" The best of the purge series
",0.6369,0.4927,2020-12-12 00:00:00,7,Really enjoyable movie. The most logical of the purge movies
" [7.7] 72% tension
",-0.3182,0.6553,2020-11-22 00:00:00,8,"The third movie in the installment, it's much better than the previous (Anarchy) IMO; it is more intense, well-made and is more violent than emotional.
Of course, that's The Purge - Nobody, in his right mind, looks at the logic factor.(+-) Good screenplay. More show of violence with more tension.(+-) Good acting. Believable and dramatic. Frank Grillo is the right fit here as well as in Anarchy.(+) Has more suspense and tension. Macho.(+-) Good action with some psychotic moments and bloody scenes. The blood however was inky and not good enough.Does it do justice to the essence of the Purge? 75% yes.Overall a mildly+ satisfying movie, less violence filtering and more true to the essence of The Purge night."
" Had Potential, but Aspired to Only Be a Video Game
",0.0,0.9857,2020-11-22 00:00:00,5,"All these years and after all of the sequels, I never actually saw any of ""The Purge"" movies until today when I caught this one. It was intriguing to see what it was all about, but as much as I gave it a chance to impress me, it never quite turned into even a B-level classic like some action movies do.Repetitive, predictable, cliched, yet sometimes entertaining and slightly impressive, it never ascends beyond a run of the mill action movie, and it really felt like watching someone play a modern video game, from scenes to lines the actors and actresses have.Frank Grillo's hair was too much of a distraction, and I felt like I was watching Ryan Seacrest play the role of the action hero too often.5/10"
