title,title_sentiment_score,text_sentiment_score,date,rating,review
" Visual amazing but it is too long.
",0.34,0.824,2021-03-29 00:00:00,6,"Watched the Bluray version.Visually this movie is very good. Audio is good, but lacks Dolby Atmos/DTS X The first hour is also very good, then it becomes a drag. Story is to thin too drag on for 2.5 hours.Picture Quality 10. HDR Looks qmazing.Sound 7: Good Dts MA 7.1 track but lacks that little something
Movie: 6."
" This is the new standard for film as a medium
",0.0,0.9716,2021-03-22 00:00:00,10,"In a word, the revenant is special. It's a once in a lifetime movie which left me gasping for air and with moisture in my eyes, and I only appreciated it more on the second viewing. It's visual beauty is unrivalled yet the hidden emotional depth of the film, it's story and its characters is even more beautiful and chillingly touching than the cinematography and mindblowingly gorgeous landscapes. This is something I feel that most critics have missed out on, the ability of this film to show all facets of the human condition and how it leaves you feeling both cold and satisfied, it is not simply a survival tale. I'll finish by mentioning that Tom Hardy especially and of course DiCaprio as well give some of the best performances I've ever seen, they're so fleshed out and reflective of people at the time mixed with what the harshness of nature does to us, but you still understand them completely and become fond of their resilience and determination."
" Great photography... and that's all
",0.6249,-0.7325,2021-03-21 00:00:00,5,"It's without a doubt that the cinematography in this film is a masterpiece, one of the best anamorphic experiences out there. From there on the problems begin: the directing is extremely slow-paced. The story itself does seem to include some interesting features, but at least in the way it is presented it ends up as another conventional, uninspiring and pointlessly long script. The characters are hollow, so what we end up watching is some people we don't care about doing stuff we don't care about. It honestly disappoints me to see DiCaprio walk around in pain for two and a half hours, which of course he does really well, but it really feels like a waste. Overall, it is no more than a pricey cinematography reel"
" Great Movie Must See!
",0.6588,0.8745,2021-03-19 00:00:00,8,"Excellent all way around. Sound, video, acting, action...just great!.
Just one problem, knock off of 1971 Man In The Wilderness, Richard Harris.
At least give credit to the original writer, who's script produced an Academy Award nomination.
Jeesh!"
" Gripping
",0.0,0.8271,2021-03-18 00:00:00,8,"Obviously a second attempt at the Hugh Glass story as portrayed by Richard Harris in Man in the Wilderness (1971). But technology has come far in the last 44 years and the cinematography is breathtaking. The technology to re-create the ""big scene"" is awe inspiring. Able to watch it twice and then will let it percolate and watch in 5 years. It will hold up as did Dancing With Wolves."
" no
",-0.296,-0.5849,2021-03-17 00:00:00,1,Very bad film that must be canceled for being ahead of cat in the hat (2003)
" Authentic
",0.0,0.5801,2021-03-17 00:00:00,10,"Really tight film. Di Caprio suffers from all the torments imaginable, the harsh, unyielding life on the American frontier. He digs deep to find this guy and physically, mentally does some extraordinary acting .-- Tom Hardy is a worthy second. Wildly brutal action scenes, pumped to the max, and how they shot all this without Leo getting injured is almost miraculous. I have seen this film twice and will watch it again. Mesmerizing, incantatory -- a truly great film. I give it a 10."
" Great depiction of existence of trappers in Rocky Mountains
",0.6249,0.7951,2021-03-15 00:00:00,8,A surprisingly good performance from Dicparo a role you would never imagine hm in by he does a great job! Director gets a little weird with some disjointed scenes!
" One to be remembered
",0.0,0.9411,2021-03-13 00:00:00,10,Now this is a film I will remember for a long time. Stunning acting from Leo and Tom Hardy. The scenery in this film was stunning and brilliant cinematography. Good script too . What is their not to like about this breathtaking movie !
" Absolutely fantastic
",0.5984,0.624,2021-03-12 00:00:00,10,This amazing movie with 2 of the most talented actors. The film is among the top 10 I have seen. Insanely brutal and absolutely world-class acting. The film can be seen several times and each time I get gripped by the mood of the film. The film is phenomenal
" Innaritu knows this!
",0.0,0.34,2021-03-12 00:00:00,8,"Great atmosphere, great acting, a 19th century tragedy I wouldn't believe it if Di Caprio would get an oscar with this role, but this movie is pushing all the boundaries of acting, a production that can be watched many times."
" stupid
",-0.5267,-0.9621,2021-03-07 00:00:00,3,I was hoping to see a comedy or a spy movie or something about bank heists but got stuck watching this movie. It made me feel very tense and I kept wondering where the sunshine was. This movie is so depressing and sad. It is truly stressful to watch. And it has really gross things and the actors talk about things that are too disturbing. No thank you!
" Raw Reality of the Past Illuminates the Conflict of the Present
",-0.3182,-0.6428,2021-03-01 00:00:00,8,"I watched this film at a time when the extraordinary political climate of the US seemed incomprehensible to many of us on the other side of the Atlantic, and at a time with the Covid Pandemic was at its height.The sheer raw, brutality of the reality depicted in this narrative, has illuminated to me the true nature of the frontier spirit which inhabited those early pioneers who lived in such a harsh, uncompromising and competitive world. But this spirit is still evident in the rebellion of those who fight against Covid restrictions, who believe that to be weak is to have failed, that life is about the ""survival of the fittest"". This spirit seems to me to have evolved from that drive which enabled the early settlers to survive.The cinematography is, of course, magnificent - cold, grey, bleak, as cold, grey and bleak as the story."
