title,title_sentiment_score,text_sentiment_score,date,rating,review
" Hello Dolly!
",0.0,-0.7846,2021-03-23 00:00:00,6,"A not too bad way to fill a couple of hours - not bad but not that great either. Some scary moments, but frankly it's all been done before. Better.I do wish they'd use a replica of the real Annabelle doll though, which is much cuter and would make the horror far more interesting. This doll is just too obviously evil looking.A couple of issues I had with this film is the police officer saying ""If I hear anything else I'll reach out to you"", and pastel colours and laminate flooring in every indoor scene.The film is set in 1970; who was historical advisor on this film, Justin Bieber?"
" Yes, this IS quite scary!
",-0.2698,-0.9455,2021-03-08 00:00:00,6,"At the time, 'Annabelle' was marketed as ""one of the scariest movies ever made"". I've seen my share of scary movies and I have to agree this was pretty darn scary.Mother hen and goose, the jump scares are effective! 'Annabelle' is creepy as hell. Remember Annabelle - the crippled girl from 'Annabelle: Creation'? Well, she's back as Annabelle Higgins - named after the family who adopted her at the end of the aforementioned film. She's in the movie for just a little while - as a crazed woman who is a member of a cult - but plays a big part in the movie.'Annabelle' never really gets completely out of control like some films of this genre. The haunting is for most part very subtle, but there are some seriously scary and disturbing demonic images that will give you gooseflesh. Do not let young children watch this! Adhere to the age restriction, because this is guaranteed to give them nightmares. Even some adults might not be able to watch this creepy tale of possession.The acting was very good; especially Annabelle Wallis as Mia (Yup, the lead actress is actually called Annabelle!!). I believed her desperation, fear and concern every step of the way. The doll itself didn't really play a big part in this movie. There were moments when I felt they included scenes of the doll simply because the film is named after the doll, but in fact there really was no need for the doll at all. The demonic presence would have sufficed, and was a lot scarier since the doll was actually passive. Nevertheless, 'Annabelle' is a great addition to the 'Conjuring' universe."
" It was ok
",0.296,0.7184,2021-02-28 00:00:00,7,"The movie was ok, just needed more jumpscares. Cast did an amazing job"
" The devil's own choice a Porcelain doll
",0.0,-0.6189,2021-02-20 00:00:00,7,"So there is a good origin story to this horror story in the conjuring universe. This 1hr 38mins story is good. She terrified you in the conjuring but here where it all began.
John form has found the perfect doll to fill her set of dolls for his wife Mia. A beautifull rare vintage doll in pure white wedding dress. But Mia's delight with Anna elle doesn't last lang. One horrific night a neighbours house then their house is invaded by members of a satanic cult who violenty attack them after they go to help their neighbours. Spilled blood awakens the spirt within the doll. The terror are not all they leave behind the cultist have conjured up an entity so malevolent that nothing they do even moving homes will compare to the sinister conduit to the damned that's now annabelle. Great special effects on br."
" Annabelle (2014, John R. Leonetti) Demonic doll spun out from 'The Conjuring' has lackluster start
",0.0,0.9508,2021-02-11 00:00:00,5,"Annabelle (2014, John R. Leonetti)
As major franchises build massive extended universes to mixed success attempting to copy the Marvel mold that template is also being put to functional use at the mid-tier level as well. 'Annabelle' is the second movie in the mid-budget Conjuring universe. This film expands on the story first touched upon in 'The Conjuring' about the mysterious possessed doll we see securely locked in the Warren's Connecticut home in the 2013 film. For some unknown reason this film doesn't tackle the topic of how the doll came to end up in a glass case in a Connecticut home cum museum, but instead picks up the story in 1967 as a young, promising doctor purchases the doll for his wife who has a collection. Soon after mysterious things start happening such as a grisly murder next door. The young couple flees to L.A. in an attempt to start from scratch but with the demonic doll in tow things continue to spiral downward. The plot becomes pretty generic possession type fare at this point. About the only interesting thing in the whole story is the fact that the lead character is played by a woman named Annabelle. That's a mildly creep coincidence, right? Beyond that this movie is okay but in the realm of thrillers and horror you need to do much more than this pedestrian story to really make something good and memorable rather than what this film is which is bland and forgettable. While this film is entirely fictional many know that Annabelle is based on a real doll, however, that doll looks nothing like the doll in the movies, but for those who know what they are looking for you can see the original type of doll in the end scene as the camera pans around a secondhand store where Annabelle lies in wait to find more unsuspecting folks to torment. That was a nice little Easter egg. Beyond that there was nothing in this film that lives up to 'The Conjuring' lineage and this is just a basic throw away film and pretty much the definition of average.
Eric's Grade: C"
" Amazing if you are not used to horror films
",0.7781,0.906,2021-02-07 00:00:00,7,"Don't get me wrong this is good if I wasn't such a horror fan. However, this brought nothing new to me.... The story behind it is good, the creepiness is good. Just not raving about it"
" It's very scary and nice
",-0.1102,0.7003,2021-01-22 00:00:00,10,"Nice and scary
Its first scary film I watched it
I love this film
And the anabel is a the best"
" funny scenario
",0.4404,-0.4215,2021-01-13 00:00:00,4,Poor and funny scenario for a horror movie. well directed though
" Good Horror Movie
",-0.2023,-0.9761,2020-12-30 00:00:00,10,"A demonic soul is present in the doll but without movement it is just used to create hallucinations to its owner.
The story of an evil doll who wants to kill its owners by bringing them bad luck and curse.No jump in the movie this film lacks a touch of fear and anguish."
" I like your dolls
",0.3612,-0.8426,2020-12-29 00:00:00,7,"Annabelle is a compelling horror film that has a well paced story and is effective and honest with it's suspense and jump scares that will keep you on edge and hooked until the very end.When I found out that the Annabelle story was loosely based off true events it made the film even more appealing to me.One of the early sequences involve members of a satanic cult who break in and attack John and Mia in their Santa Monica home immediately after slaughtering their next door neighbours in cold blood and it was filmed with such potency that it felt so oddly realistic. It immediately grabs your attention and from this point on you feel heavily immersed in the story.The demon in Annabelle was intimidating and fascinating. A dark entity with gargoyle facial features and ram horns curving around it's head. I absolutely loved the scene about halfway through the film with the storage lockers and it's here where we get our first real glimpse of the demon.An absolutely terrified Mia after coming into physical contact with the entity rushes to the elevator only to realise that while the doors shut it just won't go up to her level and every time the doors open again she is still on the same floor. Each time the doors reopen you expect to see the demon coming towards her or that it will suddenly appear in the darkness. Finally Mia is forced to get out of the elevator and make a run for the stairwell. The camera angles are hiding both our and Mia's peripheral vision in this scene and so it does a tremendous job of keeping your mind guessing.The sequence looks dark and frightening and you feel trapped and fearful for Mia, and can't help but put yourself in her shoes and realise how vulnerable she is in this situation and that there is almost nothing else she can do.It was thrilling to see Annabelle doll jerk from the floor and then suddenly come to life only for us to see past the deception and to the demon holding Annabelle up from behind like a puppet. The scene shows that the demon has attached itself to the doll like a conduit which makes you feel such a force of power from the entity's presence.Only a couple of negatives for me was the more times you see the demon the more you are desensitised to it which takes away it's frightening appeal. Secondly as the plot goes on it starts becoming a little predictable. There is not much that completely stuns you, and the ending doesn't really thrill you as something you are likely to remember after the film ends.This is a reasonable scary story that is unique in its own way. I got more than I expected with Annabelle and the cinematography was amazing. I'm also a big fan of James Wan's work and what he does with his films so if I see his name in any production then I won't hesitate to put that film on my watch list.7/10"
" Bad Acting, but Great Filming and Effective Scares!
",0.7745,-0.7464,2020-12-21 00:00:00,9,"Metascore, what's the matter with you?? You couldn't even give this movie a score in the low fifties?!Besides the bad acting, which isn't some of the worst I've ever seen, I though this was a great movie! It's got a chilling score, it's filled with effective, creepy jump scares, and is filmed greatly. What's the matter with it?"
" the movie has the name of the doll, but she does s--t here...
",0.0,-0.4404,2020-12-07 00:00:00,3,Weak. cliché. typically James Wanesque with all the jumpscares we've already seen before.
