title,title_sentiment_score,text_sentiment_score,date,rating,review
" An experience that stays with You!
",0.0,0.7947,2021-01-13 00:00:00,9,"What a ride! This movie got so many aspects of depression on the right levels; Drugs, addiction, music, character's sense of the world, absence of outsiders and them having no influence on the character's will to live, character's guilt, lack of trust, him living in the past and so on. It's rare to find this perfect blend in movies, they always miss something or twist the story which doesn't fit viewer's experience but this movie got it all. The ending was so pure and original nothing less than the Andy's escape from Shawshank. Vibes of Boyhood (2014) mixed with determination portrayed in Gattaca (1997) and inflicts you with awe just as in Oldboy (2006)."
" As good as the rating suggests. A definite must watch.
",0.6124,0.9198,2021-01-08 00:00:00,8,"The review from taniqeb ""A film not to walk away from"" is about a good a review as you will get. Accurate and honest. So I won't add more, other than to say this is a great film that really hits the spot, a film I will won't forget. Ignore the negative reviews here, this is an excellent film from start to finish."
" A film not to walk away from
",0.0,0.8369,2020-12-28 00:00:00,8,"This is the kind of film that doesn't pretend to explain itself; the kind of film you can't start watching halfway and expect to find a resolution. It's the kind of film that requires you to remain seated, be still - and focus on what's really in front of you.The premise of a paraplegic trying to end his life sets a dark yet humorous tone, but this quickly evolves into a sort of belated coming-of-age story. Add into the mix, a wheelchair-bound street junkie, poverty, prostitution and drugs - and you have the making of a needling and all-to-often relatable reality.This story, given its almost two-hour length, doesn't dawdle and distract you with sub-plots. It is decisive and the story-telling is raw whilst remaining sensitive to the themes it explores. For those who are cast aside, life is seldom a thing of beauty or purpose.If we can forgive a few sudden character swings, we are still left with an engaging and empathic representation of what going down the deep and dark rabbit hole truly looks like."
" This is a Rating Scam !! Dont watch it !!
",-0.7067,0.7964,2020-10-10 00:00:00,1,"I was pretty astounded that such a unknown film had such high rating. After checking the 10/10 reviewers and the things that they have reviewed, its clear those reviewers are just paid to fake reviews. Some of them had only reviewed this one film, & some of them have rated the same films similarly, probably they were paid for those. Steer clear of this one."
" Overrated
",0.0,-0.2656,2020-10-03 00:00:00,7,"He did not feel the suffering, and there are things that did not explain, for example, why his mother wanted to kill him ?! How was he able to stand again ?! It is a good film overall, but it does not deserve a high rating. I do not think it is unique and the dramatic construction was not as it should be"
" Average movie (some minor spoilers)
",0.0,-0.8027,2020-09-29 00:00:00,6,"Firstly, when you see so many 10's, then your B.S. antenna should be up, this movie is a 6 or 6 1/2 at best. I will say this, Patrick Hume as ""Drake"" was great in it, that guy's got a future for sure. One can understand where the writer was trying to take this, trying to show how sometimes the despair of being a paraplegic, the self recrimination, the sense of hopelessness etc, can lead people to try and escape their reality through drug use and even suicide. Some of the scenes of drug use, attempted suicide and the violence made me cringe, I'll admit, it's not for someone with a weak stomach. Despite some good potential in this story, some of the plot lines were just not believable. Even if our two protagonists engaged in hold ups (laugh at that idea if you will) or faking injuries to scam money out of strangers to buy drugs, how long could they do it before the police arrived and arrested them? Are they going to try and outrun the police in their wheelchairs? No wonder you never see a cop in sight. Their are a lot of flashbacks in this movie, hinting at the cause of Donavon's paralysis, but the denouement, the final unraveling and explanation of it at the end of the movie, is just not credible. I won't spoil it for you, but suffice to say, it beggars belief. It is an interesting movie, quite unlike any I've seen before, but ultimately, it's let down by some mediocre acting (with the exception of Patrick Hume) and some glaring plot holes."
" You only have one choice, to die!
",-0.636,0.7351,2020-08-26 00:00:00,10,"Drake...''Some people were born to walk on the moon. Some were born to become president. For the rest of us. No matter how hard we try, we will never ever have our dreams. You only have one choice...to die.""They dialogue is some of the realest and heartfelt I have heard in a long time. I feel like some people will not get it."
" Some flicks take chances and this one plays Russian roulette with the audience
",0.4215,-0.814,2020-08-25 00:00:00,10,"Ignore all the negativity out there, this is a coragious film that shows the dark side of the human experience. It's not all sunshine and rainbows, this flick rolls around in the dirk - finds a cigarette on the ground - then lights it up and smokes it.Cudos to the people that rolled around in the blood to make this film. This flick has guts and it just might change you."
" I couldn't sleep the first night I watched this film
",0.0,-0.077,2020-08-05 00:00:00,10,"This movie definitely will leave you thinking about deeper things in your personal life if you have any heart at all. It's so heartbreaking to watch these two characters set their lives (literally) on fire. That being said the pain and heartbreak that comes along on their journey is flipped on its head by the dark comedy between these two characters.
I also loved the little details in this film on the second watch, there is a lot to be said for the whole being born and death metaphors in the movie, revolving around water. Like when Mickey tries to kill himself for the first time, he is in a bathroom, which comes back later. When he seeks out his brother replacement, who ends up being replaced by Drake. You can see in the opening credits that the little brother is pushing him to do stuff, that he doesn't want to do.
And let's not stop at the music and the score. Really a great little film. I loved it!"
" Worthless
",-0.4404,-0.7783,2020-06-07 00:00:00,1,"The screenplay is shaky, all the parts of the ""story"" are phony, everything is mawkish in this sycophantic movie. At least it taught me to distrust high rankings -- and to run like hell from Gagliardo and/or Donavon."
