title,title_sentiment_score,text_sentiment_score,date,rating,review
" Johnny is ""Whitey""
",0.0,0.836,2021-03-29 00:00:00,8,"Excellent performance from J Depp.Very good casting, anyway.This is a totally underrated movie and I'm sure time will give ""justice"" to this work of ""reality""."
" Terrible Movie
",-0.4767,-0.34,2021-02-13 00:00:00,3,"I love crime shows and movies, and this was terrible. I tried three times to watch this three times and couldn't do it. There doesn't seem to be any real plot."
" Solid gangster biopic
",0.1531,0.964,2021-02-06 00:00:00,8,"In the mid-1970s FBI Agent John Connolly came up with a plan to target the Italian Mafia in the city of Boston. To do this he proposed an arrangement with childhood friend James 'Whitey' Bulger, an Irish mobster running the Winter Hill Gang in South Boston. In exchange for information the FBI would turn a blind eye to certain activities. It soon becomes clear that that Bulger is getting the better side of the deal; his operations expand and he quickly learns of anybody who informs on him. As the years go by it becomes obvious to others in law enforcement that he is being protected. As the list of crimes he is involved in, including murders, grows it is only a matter of time before his run of 'luck' ends.This is a solid gangster biopic; not in the league of 'Goodfellas' but still pretty good. Johnny Depp stands out as Bulger; he makes the character genuinely frightening as he won't tolerate any possibility of anybody talking to the authorities about him while he is considered a valued informant by the FBI. The story is interesting features several tense moments... often in scenes which end badly for somebody. The film nicely captures the feel of the '70s and '80s without trying to overstate it by referencing news not relevant to the plot. As well as Depp's fine performance the rest of the cast impresses too; most obviously Joel Edgerton as Connolly, a somewhat ambiguous character to say the least. Inevitably there is a fair about of violence but it isn't excessive, certainly less than many films in the genre... it is usually just shown in a matter of fact way. Overall this might not be a must see but it is worth watching if you are a fan of the genre."
" Solid watch
",0.1531,0.1725,2020-12-30 00:00:00,7,This movie doesn't get you emotionally invested and serves as more of a well acted documentary than an engaging crime thriller.
" engrossing
",0.0,0.8917,2020-12-20 00:00:00,8,"An engrossing crime-drama, based on a true story. as far as gangster dramas go, it's hardly in the league of the godfather or goodfellas, but it's entertaining and, besides, not much is in those movies' league.superb performance by jonny depp in the lead role. his choices of movies of late have been sub-par but this is a fine return to form. very convincing as a ruthless crime lord, with his alternating between mob boss and doting father quite breathtaking."
" Hauntingly brilliant
",0.5859,0.963,2020-11-22 00:00:00,10,"This movie is incredible, I really enjoyed it.
The whole cast are the best of the best and Johnny Depp should have been picking up multiple awards for his Performance in this. He is so convincing you very very quickly forget that he's an actor, and you are transfixed as if you're watching it live. Highly recommend"
" Elegant crime drama with award worthy acting from Johnny Depp, Black Mass is a must watch
",0.7184,0.9986,2020-11-18 00:00:00,9,"Black Mass is produced and directed by Scott Cooper, a well known and talented director. The film is based on a book and written by Mark Mallouk and Jez Butterworth, and the movie is about Whitey Bulger who is the most infamous violent criminal in the history of South Boston and the man who plays him is Johnny Depp and he also played Donnie Brasco so the performance is incredible and the rest of the stellar cast did great. In the ensemble you'll probably recognize Joel Edgerton, Benedict Cumberbatch, Rory Cochrane, Kevin Bacon, Jesse Plemmons and Peter Sarsgaard. It's a great ensemble and the direction from Scott Cooper helped a lot. There's also some very fine cinematography, beautiful shots. Cooper's visual storytelling mixed with that cinematography was just perfect I'll tell you.The story is told in an interview format of the future informants and it then shifts to Whitey Bulger's point of view. It's based on true events and a lot is probably real, so I understand why they went with that approach but I think it would have worked better if the focus was on their perspective instead of Whitey as it isn't him that is telling the FBI the story. But the story shows the life of Whitey Bulger, many important parts. The other perspective we get to follow is John Connolly that is brilliantly played by Joel Edgerton, the two stories combines when John asks Whitey for help to take down the mafia and it's the perfect offer for him and his Winter Hill Gang. I'll say it again, Johnny Depp's performance is incredible, one of his best. The makeup and costume department was great, making things look authentic and realistic.There are so many good things about this movie, I love it. But I have to say it isn't perfect. It tries to be like Goodfellas but falls short in its pacing and editing, as the pacing in Goodfellas was perfect and the editing was superb, this film is the opposite as it doesn't have as good editing and also suffers for some weird pacing, the editing isn't bad it just isn't on the same level as that legendary picture. So what could they have done differently to fix the pacing? In my opinion, removed the subplot with Billy and Connolly in the second half of the movie but I understand why it was there. I like the movie though, it's amazing and the director have created a fine addition to the gangster genre. I liked Black Mass better this time around, on my second viewing."
" Good movie
",0.4404,0.8316,2020-11-10 00:00:00,10,Johnny Depp excellent performance throughout the movie. Great cast.
" ""Strong Acting""
",0.5106,0.5205,2020-11-07 00:00:00,7,"The movie is OKAY
But OMG Johnny Depp is full on man!
I really don't care anymore about an academy that didn't make this an oscar nominee, He and most of the cast were so good."
" Good Enough
",0.4404,0.25,2020-10-18 00:00:00,7,A very decent crime drama that if given more depth could have been made into a fantastic mini series. There are so many good actors with decent parts but you are left hanging with most because the story is so vast.
