title,title_sentiment_score,text_sentiment_score,date,rating,review
" Just plain Bad
",-0.5423,0.1195,2021-03-03 00:00:00,3,"This movie is just plain bad from beginning to end. The plot makes no sense, the dialogue makes no sense, and some scenes are so bad they make you cringe. Emma stone I think is channeling Marcie from Charlie brown and Bradley cooper must have been high when he made this movie. I love when he howled out the car window for no reason. I guess cause he goes hard and he goes deep and sometimes he breaks things. Also dont forget three day beard boy, mr. Sexy pants Alec baldwin great dialogue in that scene. This movie is so bad you have to watch to make you laugh."
" Better than they said
",0.4404,0.9114,2021-03-01 00:00:00,9,"It's a good movie about love and all you have to giveaway some times and move forward.
It leave me some kind of need to a next page. I'll like to see the more.
It's funny, some times Depp, not everyone understands that."
" Aloha (2015, Cameron Crowe) Bizarrely confused misstep from Crowe
",-0.3182,0.7552,2021-02-11 00:00:00,2,"Aloha (2015, Cameron Crowe)
Cameron Crowe is somewhat of an anomaly. He produced some truly amazing films including one of my all-time favorites in ""Almost Famous."" Recently he has had some missteps with his films including his last outing ""We Bought a Zoo"" and again with his latest film, ""Aloha."" He assembles an amazing cast and sets the film in Hawaii but every performance is out of bounds weird from Emma Stone's crazily energetic fighter pilot to John Krasinsky's almost mute performance playing Rachael McAdams air force pilot husband. This film also tries to pull itself in two utterly opposite directions. There is the fairly standard romantic comedy angle and then there is this serious side dealing with the privatization of space travel headed by Bill Murray in another completely odd casting choice and rare non-comedic, antagonist role for Murray. Bradley Cooper plays Brian Gilchrest who was an Air Force guy who messed up in the field and found himself ostracized. Now he is invited back in on a limited basis as a contractor and he returns after years away to Hawaii where his ex has remarried and the Air Force pairs a young, up and coming pilot with him to babysit him or monitor his activities or something like that. Like a lot of this film many of the motivations are unclear. What's clear is that there is going to be a very odd, awkward love triangle between Stone, Cooper and McAdams and an even odder working situation as Cooper struggles with the ethics of working for Murray who may be attempting to take his control of space travel to the next level by deploying weapons in the sky which would be controlled by his company. Mix into this completely odd, politicized romantic comedy Hawaiian lore and legends, and you have a film that just meanders all over the place and never really finds its way. This film is just a hot mess from start to finish with it's odd storyline and completely wacky performances from just about everyone involved. I always hope that Crowe will return to the form that brought us such gems as ""Almost Famous"" and ""Jerry Maguire"" but here again is just another swing and a miss.
Eric's Grade: D+"
" The worst of Hollywood signals their virtue.
",-0.3182,-0.6369,2021-02-07 00:00:00,2,"In this pointless romcom, a bunch of amoral characters make themselves feel special by sabotaging the American military for no good reason, while covering up their own nefarious affairs, past and present. Crowe directed his own story (I doubt another director would touch this pablum), while the actors disgraced their profession through an incredible degree of hammy overacting...most notably, Alec (the Spanish Husband) Baldwin. It's like none of these ""name"" actors had anything to do for a week and said, ""Let's take off and get high for a few days and put it on film."". Awful."
" Start is much about nothing/ending absolutely beautiful
",0.6361,-0.3626,2020-12-06 00:00:00,9,Was very surprised about all the negative reviews. This movie was very touching. Felt it was very deep on many levels. Had several family members watch it and they too were very moved by it.
" Ignore everyone - where's the sequel?!
",-0.4199,0.845,2020-11-22 00:00:00,10,"This movie is so good. Great cast, not a ""mess"" or ""all over the place"". There needs to be a second."
" Another classic by SONY
",0.0,0.2023,2020-11-14 00:00:00,7,"I put this on as i was going to sleep last night just so i could see the part where emma stone walks in with her basic-ass gap catalog flats/capris/button down combo like she's about to interview for an unpaid internship as a wedding planner and bradley cooper says ""boy i'm a goner""""When man becomes reconciled to nature, when space becomes his true background, these words and concepts will have lost their meaning, and we will no longer have to use them."" Michelangelo Antonioni"
" A light heart romance film!!
",0.6351,0.9859,2020-11-10 00:00:00,7,"Aloha is a 2015 American romance film starring Bradley Cooper, Emma Stone and Rachel Mcadams. I wouldn't class the movie as a comedy more of a romance. Cant not understand the low rating and it should be more don't base it on the rating and watch it. Great acting especially from Bradley Cooper with a very nice storyline. I really enjoyed it and was very believable. All cast movie from great actors and actresses. If you want to watch it it's streaming on Netflix right now. All I can is if you like romance then this your movie go and watch it."
" Wait for the ending
",0.0,0.864,2020-10-03 00:00:00,6,"Ok it wasn't a great movie but definitely worth watching. It is a feel good movie with a story one can relate to from ones own life.There isn't much of a story but definitely will touch your heart. Wait for the end. I cried, perhaps you might too!"
" Snooze fest!
",0.0,-0.0867,2020-09-29 00:00:00,2,"I was excited to watch this movie because of the cast! It was extremely boring, I do not recommend wasting your time."
" Confusing and Terrible
",-0.6124,-0.832,2020-09-18 00:00:00,2,"The scenes seem out of order and not connected. Bradley Cooper's voice sounds dubbed. There is no chemistry with Emma Stone and the plot with Rachel McAdams is awkward. This was boring and not really entertaining. I kept hoping for it to perk up, but it never did. I can't believe actors read this script and agreed to do it. it seems like they added in Bill Murray at eh last minute and made up really bad dialogue. This was so bad."
" I watched platoon instead
",0.0,-0.5321,2020-08-28 00:00:00,10,My wife watched but she said it wasn't very good. I watched the footy and then platoon.
" Couldn't be worse
",0.3724,-0.9451,2020-08-25 00:00:00,1,"What a contrived load of crap. Literally everything was wrong with this film, starting with a horrible script, bad casting, bad directing and zero authenticity of military protocol."
" Best movie ever
",0.6369,0.6369,2020-08-24 00:00:00,10,I watched it many times. And I also comes to the same conclusion. This movie is one of the best ever.
