title,title_sentiment_score,text_sentiment_score,date,rating,review
" Falls Into The Batman Trap
",-0.3182,-0.9701,2021-03-28 00:00:00,6,"I understand that series have their characters, Joker, The Riddler, Blofeld.But...it does get a little boring and repetitive. What is wrong with old franchises introducing new villains or new evil organisations? Why do we need to beat to death the same ole same ole?This is my main disappointment with this entry, its lazy writing and lacks creativity. Where is something new for the fans? How many Jokers do we need? Here is a creative idea, why not have done a crossover to Bourne (or Jack Ryan) and have an Operation Blackbriar with an interfering agency from another part of the spy world? Something New!!!!Outside of the sameness the rest of the action etc is the usual high standard."
" Why all the hate ?
",-0.5719,0.4215,2021-03-13 00:00:00,10,Yet another outstanding bond movie . Daniel Craig will be missed.
" Yawn,zzzzzzzzzzzzzzzzzzzzzzz
",0.0,0.9666,2021-03-11 00:00:00,5,"I have watched every Bond movie since the age of 4. I used to think From Russia with Love was boring in 33 years have never watched beginning to end, I'm a Moore era fan. Spectre is by far the most boring Bond outing. It starts out good, has a good song from Sam Smith, after the credits falls flatter then Jaws on the big top in Moonraker. Bond goes from location to location, a few over the top action scenes, boring dialogue, a flat lining Bond girl, a dull Blofeld, with possibly the worst twist of the franchise. And couple scenes with what the writers thought was humour. I wish Maibaum hadn't passed away and still wrote in collaboration with Michael G Wilson, they had good solid scripts. It's 2.5 hours of watching beige paint dry. Believe it or not it isn't the worst film though, that honour is shared with two Brosnan era flops. DAD 2002,TWINE 1999. I think Skyfall should have been it for Craig. It's time for a more traditional type Bond film again, with a sexy lead. I'd love to see Chris Hemsworth as Bond."
" OO7 is finally here (A masterpiece and a reward for Bond fans)
",0.8316,0.9832,2021-03-10 00:00:00,10,"Let me start by saying that even though I am a huge Bond fan, for some reason, I was not impressed by Craig being cast, and almost gave up on Bond after Royale.(Silly me.)But! Thanks to pandemic, I decided to binge these movies and see what this ''new'' Bond is truly all about.I was so wrong, wrong like Bond never is. Even though the movies put a new spin on the series by introducing a serialized and sequelish narrative that was not seen before - that particular escapade actually gave these movies so much power.And that power culminates and explodes in Spectre.Rebooting a franchise is usually done instantly after the opening credits. But for a franchise that lasts this long, and that is beloved by many across the world, it had to be handled with great care and over a course of a handful of films.From the first Bond's mission after he gets promoted to OO, through scars earned in Quantum of Solace and his death and redemption in Skyfall, OO7 in Spectre is finally all grown in his true and unstoppable form that we all know and love.While viewers and reviewers of Spectre usually address his true form as simple love letters or nods to previous films, they fail to see the whole point and character development that we had on screen before our very eyes, and that was done masterfully by mr. Craig.In Skyfall, the classic M was slowly rebooted and brought back to old office as well as Miss Moneypenny (not to mention Q, Aston Martin DB5, etc), and in Spectre, our Sean Connery era Bond, is finally ready to steal the show.However, this time around, he makes so much more sense, because we had a chance to see all that slowly-built and shaken-with-a-thin-lemon-peel-slice character development in previous (Craig-era) instalments.Daniel Craig's savageness and confidence is now matured and has a fine coat of absolute charm that allows him to steal a true and intoxicating B(L)ond Girl who apparently is not in a dire need of hand-to-hand combat lessons.Spectre is like a box of pralines in a lavishly redesigned package sent with care to all fans of all Bond eras, just to be stolen and eaten - by the second half of the movie - by a classic Bond villain. (Thank you mr. Waltz for doing what you do the best.)And, just like that, all that I have concluded above has been shown in first seconds after the MGM logo sequence, when we finally and for the first time, get to see the full classic intro with the classic Bond theme. And that alone gave me the chills.Just don't tell me it was put in Spectre for the first time for no apparent reason. :) It's because both we, and our Bond were finally ready for it.So, should you watch it? Let me see:Aston Martin, white tuxedo, Monica Bellucci, a train, a crater in the desert, menacing Dave Bautista, and a white cat...I'll let you think about it while I go and make myself a Martini... But this time, dirty."
" High on action, low on script still entertains
",0.3182,0.9795,2021-03-10 00:00:00,7,"Spectre is an action spy movie directed by Sam Mendes and stars Daniel Craig, Christoph Waltz, Lea Seydoux, Ben Winshaw, Naomie Harris, Dave Bautista, Andrew Scott, Monica Bellucci and Ralph Fiennes .This is twenty fourth bond movie and fourth to star Craig.I have read lots of negative comments about this movie but in my opinion this is an entertaining action movie with reaching into it's past.This movie will give you feeling of vintage bond movie made in today's time with some of the scenes picked and remade into a new movie.The story and the plot is little disappointing and has leaks and loose threads which weren't knitted properly. The execution weren't that impressive and might disappoint.Acting is good but somehow I felt that Waltz could've been utilized more considering his talent. Rest all the characters were good.Action scenes are the most strongest pillar of the entire movie and will entertain you. Locations used and great and captured beautifully. Climax is average.In my opinion I would rather suggest to watch the movie and don't go by the reviews. It's a good movie to watch."
" Hackneyed and Embarrassing
",-0.3818,-0.9189,2021-03-06 00:00:00,2,"Early in the movie, by the time Bond cozies up to the widow, I thought I was watching something so badly written that surely there'd be some kind of clever turnaround (even an unclever one, like it was all a dream so far). But nope, the movie continues (and continues and continues and continues) to be quite poor in many dimensions.I've seen the odd Bond film that I didn't think was very good, and it's not like I have a great memory of all of them (some I haven't seen in half a century or so), but I'm fairly certain this might be the worst one ever.A quarter of a billion dollars to make this stinker - and most of it went to things I do not care about one iota.Will the powers-that-be see the error in their ways, and learn that script is the most important part of a movie, and so the next Bond film returns to good form? Or will it be like when Batman Forever was such a terrible movie, yet the very next one (Batman and Robin) was even worse?The stars I did give are for Q and the mouse."
" The name is Bond, James Bond
",0.0,0.8176,2021-03-05 00:00:00,10,"Out of all the bond movies they filmed with different actors playing James Bond like Sean Connery, Roger Moore, Timothy Dalton, George Lazenby and Pierce Brosnan, I will say that Daniel Craig is the best so far"
" From Casino Royals The Daniel Craig Bond Rebirth completes itself phenomenally
",0.0,-0.9683,2021-03-05 00:00:00,9,"I had no idea how many Bond Geeks on the level of Star Trek there were.
Craig is separate as marketed and clearly evident as he is issued 007 status. Bond films being over the top, light, more balanced all have reminders or similar type of scenes. I was reading that the train fight with Nixt (Bautista) was reminiscent of From Russia with love, which it clearly wasn't. The only thing in common was a fight on the train. In Live and let die there was a closed combat fight at the end on a train. He's a spy and From Connery through Moore there was always a Nemesis coming after Bond after a successful mission. Nik Nak, Jaws, Goldfinger himself, The Iron claw side kick in Live and Let die, The Former head of Russian intelligence in From Russia with Love...and the list goes on.
Depending on the script will give a tone to a particular Bond...
The Goldfinger Austin Martin was in Thunderball, The Goldfinger, the opening of her Majesties secret service, the opening scene of Goldeneye, Casino Royale won in a poker game, and in Skyfall. (All the Craig films had an Austin Martin model car).
Bond has felt affinity and a mourn-fullness in many Bond films, Jill Masterson in Goldfinger, Vespa, his wife, Terri Hatcher, etc....
Despite reminders of the Bond formula this was the First Craig filled with all sorts of Reminders like Goldfinger's Roles Royce, the eye of Blowfeld, the exaggerated torture (though Craig is the first Bond to be tortured). Craig was like Christian Bale was to Batman. There were allusions in the first three that they were connected to an ""organization"" SPECTRE, and it gave me a greater appreciation for Quantum which I initially was disappointed by. Part of the problem being spacing and Marketting. 5/6 Bond films Connery went up SPECTRE or SPECTRE underlinks. On.y Goldfinger was the megalomania unrivaled by all of Moore's with the exception of Christopher Lee.
Because of Tech there are more digs at Bond and cracks about his age, and the question of that kind of espionage being obsolete. There are jokes about his former over the top toys as well.
But every Bond film has a tribute or similarity to a previous Bond film. Even a quantum the agent found covered in oil reminiscent of Goldfinger and skin affixation. Bautista was a former WWE beast and difficult to kill but he was not a reminder of Odd Job or Jaws, or the Claw.
The first three definitely had a darker mood to them, paranoia as to who he could trust, some self doubt and vulnerability, fear, something nor present in any previous Bond film. At the same time humor was maintained and increasingly over the top action scenes with today's effects especially in the over dramatized SPECTRE and adding to the story what I only saw in Austin Powers that Blowfeld was his foster brother... making part of Blowfeld's drive a Cain and Abel story and obsessive.distraction from his massive criminal enterprise. Through the 4 films discovering the threat of SPECTRE and those who were deemed respectable tied into SPECTRE was also on a higher level for the audience.
I thought on a Bond Scale and as a Bond rebirth Craig, the writers and directors did a phenomenal job rebooting Bond, as opposed to substituting the actor as was the custom From Dr. No through Die Another Day."
" It just doesn't feel like a James Bond film
",-0.2755,0.9504,2021-03-01 00:00:00,7,"Generally speaking, not a bad film and I could say that I enjoyed it. Some scenes were a little bit monotonous, some scenes were interesting. But compared to the other films from the franchise, including Bond films starring Daniel Craig- it's not that good.
It was too depressing for a James Bond film.
I understand that everything changes, so does filmmaking. And I am not trying to say that new films should try to imitate older films but it just has a lot different atmosphere than previous films from the franchise. For instance I like Craig's performance in Casino Royale - he was a serious and a daring Bond but he wasn't depressed.All in all, not bad but in my personal opinion, producers should return to the more positive mood like most films actually have."
" Very special action movie
",0.4576,0.0,2021-02-24 00:00:00,6,"More actions, less dialogues; more musics, less silence. We saw another countries in the movie, I think this is common feature of James Bond movies."
