title,title_sentiment_score,text_sentiment_score,date,rating,review
" DRAMA AND SUSPENSE
",0.0,0.8873,2021-04-04 00:00:00,10,It is an excellent film from India; it has good acting and a suspenseful plot. TOTALLY RECOMMENDED!
" Great acting, stupid premise
",0.1779,0.7074,2021-03-07 00:00:00,5,"Blow to head results in concussion, not instant death!!!They should have rewritten the first 20 minutes of the movie to make it more sensible. They could have achieved the same plot but with a smarter premise."
" Absolutely Top Class !!!
",0.4532,0.9921,2021-03-07 00:00:00,10,"Expectations were very high after watching the original movie but after seeing this I am 100 percent sure that none other than Ajay Devgn could justify the role of Mohanlal Sir as he did in the original one. This is pure class of acting superbly led by Ajay Devgn, Tabu, Shriya Sharan and others. This is one of the finest remakes ever made in Bollywood Cinema. Ajay Devgn as Vijay Salgaonkar and Tabu as IG Meera Deshmukh as just terrific in there respective characters.A bone chilling story with an excellent cast and a perfect climax - what else we need ! Even after the run time of the movie is around 2hrs 43mins it makes sure that we don't leave our seat till the movie is completed. It clearly shows that how far a man can go to save his family which was involved in an ""Unintentional Murder."" A Perfect Remake in Hindi Language."
" 10/10
",0.0,0.8808,2021-03-06 00:00:00,10,"Vijay Salgaonkar runs a cable TV network in a remote, mountainous village in Goa. He lives a happy life with his wife Nandini and two daughters. Dropping out of 4th grade and an orphan, Vijay worked his way to success with his hard work and intelligence on the streets to support his family, which means the world to him. A man of few means and needs; Vijay believes that life should be lived in a simplistic way - his wife, although she loves him with devotion, wants Vijay's petty and petty behavior to end and wants the world for his family. If there's one thing that Vijay can't live without, it's his passion for watching movies. Such is his 'cinematic' obsession that he doesn't mind staying up all night in his office stuffing himself with films for TV! In a bizarre turn of events; a teenager disappears; he is the son of a stubborn and sensible policeman; IG Meera Deshmukh and the Salgaonkar family are the main suspects! Will a humble, middle-class man be able to protect his family from the oppression of the powerful? How ..."
" Malayalam movie story copy
",0.0,0.6369,2021-02-23 00:00:00,6,It's malayalam movie copy and best is that malayalam movie
" Ajay Dev acted superbly on screen but Mohan Lal lived on screen
",0.0,0.9493,2021-02-22 00:00:00,10,"Every one said, Mohan Lal is the best actor in India. He proved it. Drishyam made a chance of comparison in most film industries in India.
In Bollywood, Ajay Devgan and In Collywood, Kamal Hasan.. The malayalam original is really beautiful.
Mohan Lal is best of all.. If you doubt it, watch the original and first version completed by Mohan Lal...."
" One of the finest sequels
",0.0,0.9184,2021-02-21 00:00:00,8,"Mohan Lal is back with a bang. His act as a father who is ready to do anything to save his family looks so genuine. The movie has a solid grip and twists to make it a must-watch.The story begins where the first movie ended. Mohan Lal is now the owner of a movie hall. He has a solid bond with his wife and daughters. Though his wife and daughter are still going through the mental trauma caused in the first movie. The police are still investigating the murder and Mohan has to save his family, once again.The subtle beginning may look a little stretched but the movie offers an engaging plot that has plenty of twists. Another thing about the movie is that it doesn't look desperate to cash in the success of the first movie.Knowing that one day they will get caught, the natural element of fear and anxiety will be felt throughout. The writing retains empathy for the family without making them look like villains. Further, Murli Gopi as a strong-headed policeman and Anjali in a supporting role is another gem to check out.In the end, Drishyam 2 is a rare movie that manages to complement its origin.
Whatte story.
Whatte acting.
Whatte movie.
Watch it right now.Do like and share it with someone who's a mad fan of movies."
" Amazing
",0.5859,0.7526,2021-02-19 00:00:00,10,"This movie was gripping and I was sitting on the edge of the seat throughout. It is boring at first, but afterwards the plot develops at an amazing speedIt's a must watch!!!"
" Outstanding
",0.6124,0.802,2021-02-17 00:00:00,10,Best suspense thriller...Ajay and tabu excel in the role.......
" Excellent grip
",0.5719,0.6794,2021-01-20 00:00:00,9,"The direction and acting is really good. The actors have acted very well. The movie is family drama which keeps a grip till end.
A must watch"
