title,title_sentiment_score,text_sentiment_score,date,rating,review
" cardboard oscar-bait that should have been a documentary
",0.0,-0.0799,2020-11-17 00:00:00,3,"Wooden and stiff actors, inconsistent and unconvincing characters with no personality at all, interminable screenplay with insufferable name-dropping all over the place. Insults audience intelligence - FINE, we get that Schoenberg's an Austrian composer, you happy now? The mesage of this film is just: Nazi bad, Austrian culture good.A documentary would have been a much more compelling and respectful treatment of the subject matter than this pretentious, unintelligent mess. I will make a note to avoid all future projects made by the director and screenplay writer."
" ""Based-on-true-story"" are always the best
",0.6369,0.9312,2020-11-10 00:00:00,9,"""Based of true story"" are always the best in my opinion... I was driven and focused on the story from the begining. The acting of Helen Mirren was really good as she makes us part of her life. Flashback moments are introduced perfectely as well."
" What's your intention to watch a movie?
",0.0,0.9911,2020-08-19 00:00:00,10,"Serious question, as this intention will influence your opinion.If you wish to watch a - more or less - historically acurate movie, you'll like this one. It's full of (valid) stereotypes, historic references and information.If you wish to watch an interesting movie that entertains you, one that is full of emotion and life, you'll like this one. It's a masterpiece of an emotional roller coaster ride.If you wish to watch a movie full of stars, however you define that term, you'll like this one as all actors are simply top notch (and Katie Holmes only has a minor role).Seriously, this movie is 10/10 in everything. Great cast with a lot of harmony in between (even in conflict), a well written book, fine cinematography etc. etc. etc.You won't like the movie if your political opinion is somehow distorted by populist events in the last years, but hey... I don't care about you in that case :-)Watch it. Enjoy a wonderful Helen Mirren and a great Ryan Reynolds and a lot of other great actors. Cry. Smile. Enjoy."
" This movie has it all!
",0.0,0.2263,2020-06-14 00:00:00,10,"Such a compelling historical story, full of many ups and downs and runs the gamut of emotions."
" Good story, sad casting
",-0.0516,-0.1704,2020-06-12 00:00:00,1,"First of all, the film itself is very good in every way. Every now and then something was depicted completely idiotic or modern in the retrospect overlooked, which is half as bad.
Then why am I rating so low? Well, that's easy to explain: if in a film about Austria with apparently only Austrians, only 1 person is actually Austrian in real life and then only has a mini-role with 10 seconds, the producer must be condemned for it.If a complete film is made about a particular country, at least some of it should be occupied by residents of that country. Alone to maintain the authenticity of the respective country.So, as good as it may be, I can only completely devalue the film."
" Brilliant movie
",0.5859,0.7906,2020-05-13 00:00:00,9,"If Helen Mirren is starring, you know the movie is worth seeing. The acting, story line, script, suspense are all first class. The reality of the horror of WWII: the genocide committed against the Jewish people, the splitting of families, the confiscation of their properties, the young couple escaping Nazi held territory by a razor thin margin left me breathless with dread and anticipation. That, of course, brilliantly set us up for the trial which granted Maria Altmann (Helen Mirren) the right to claim back this family treasure--so much so that the entire audience broke out into enthusiastic applause. Artfully and masterfully done. Was it worth it all in the end. You be the judge."
" Because no crime is too small
",-0.6908,0.6006,2020-04-28 00:00:00,8,"I love art & even though, it isn't a masterpiece like the titular painting, it's still a good movie. The only drawbacks are that the movie is 15 minutes too long & a bit overtly sentimental (but that you can excuse, considering the subject matter).
Now the good stuff:
1. The initial scene which shows Klimt painting the 'Portrait of Adele Bloch-Bauer'. The whole thing is so good: the intriguing painting technique, the consummate painter, the luminous model, the necklace, the ambience, the light, the music, etc. For just a little while, this scene transported me into the room like an eavesdropper & made me feel like great art was being made right before my own eyes.
2. The background music, the beautiful photography, the perfect sets & the sensitive portrayals by all the actors involved.
3. The bonding scenes between Altmann & her lawyer.
4. The scene when the lawyer breaks down upon his visit to the holocaust memorial & the one where he confesses brokenly to his wife that he only went for the money.
5. The scene where Altmann says that when people see the painting, they see the work of a great painter but she sees her aunt.
6. The holocaust had devastating consequences, especially for the jews. So, even though it's based on real life events, I was intrigued to see how this movie in particular, which was based on far less sinister aspects of holocaust (that of the theft of a few paintings & belongings), was going to appeal to the audiences. However, this movie very effectively made me realize that theft is theft; be it of life, liberty, identity, dignity or of the things that we hold dear. And nobody has the right to steal anything from anybody even under the worst circumstances such as the dark cloud of holocaust looming over Europe, because no crime is too small.
For these, and many other good things, I liked the movie a lot!"
" Superb
",0.6249,0.7818,2020-03-06 00:00:00,10,So gracefully done. Truly an education for the public.
" Brilliant !
",0.6239,0.8796,2020-02-29 00:00:00,10,"Thought provoking, moving, interesting insight into international law. Miren and Reynolds were well cast and didn't disappoint. I laughed, cried, held my breath and cheered. Entertaining from beginning to end."
" Priceless
",0.0,0.9657,2020-01-31 00:00:00,7,"Another one of those infuriating yet inspiring true stories from history following Helen Mirren as an elderly Jewish woman in L.A . 'Maria' finds documents in her late sisters possessions proving that several priceless paintings stolen six decades earlier from her family during WW2 by the Nazis are now in the possession of a museum in Austria.With the help of ambitious young lawyer Ryan Reynolds Maria starts legal proceedings in various countries to recover a portrait of her beloved aunt known as the woman in gold, now considered a national treasure by the Austrian government.Enjoyed this movie, parts of it are done in flashbacks with the fantastic Tatiana Maslan playing a young Maria just as the Nazis are taking over Austria and rounding up the Jews. Helen Mirren is brilliant as expected. Ryan Reynolds role could have been played by anyone and he wasn't notable at all."
" Slow-moving but thought-provoking drama
",0.0,0.8108,2019-11-18 00:00:00,7,"An Austrian refugee (Maria Altmann, played by Helen Mirren) engages a lawyer to help her recover artwork (including Gustav Klimt's iconic ""Woman in Gold"" (Portrait of Adele Bloch-Bauer I), allegedly stolen (directly) from her family by the Nazis, and later stolen (indirectly) by the famous Belvedere Museum in Vienna, The story is fascinating and, other than some gimmicky 'doorway into the past' scenes, the film is very well done. Mirren was quite good as the tetchy, elderly women who discovers that she might have a chance to undo an historic wrong. I was less impressed at Ryan Reynold's underdogish E. Randol Schoenberg. I don't recall any scene in the film in which the heroic lawyer's potential fee is discussed (but at 40% contingency, he made over $120 million dollars) and I'm not sure what would have happened if Altmann had decided not to sell the paintings. While, at least as I know the story, law and justice were on Altmann's side, I was still somewhat put off by the one-sidedness of the story: anyone who disagreed with Altmann or Schoenberg is presented as either a smarmy museum suit, a supercilious bureaucrat, or an anti-Semite. Over-all, a slow-moving but thought-provoking film about complicated legal and moral issues."
