title,title_sentiment_score,text_sentiment_score,date,rating,review
" Very enjoyable
",0.4927,0.9696,2021-03-27 00:00:00,7,"A really good British Romantic comedy starring Simon Pegg and Lake Bell who were both perfect for the lead role. The plot is a fairly novel one, where a guy mistakes somebody for his blind date, and she goes along with it. Well acted with plenty of laughs, would definitely recommend this to Rom-com lovers."
" Great twist, but very rewatchaboe
",0.3716,0.875,2021-02-04 00:00:00,9,"I bought this on DVD as a moment of curiosity, loved it first time round, still get the same butterflies and giggles even having watched it maybe twice a year since 2016.
Rory Kinnear is Hilarious in his bits, throws himself right into it, heart, soul and body hair 😂
I've just realised the writer also did Casual, so that's up the top of the list"
" Best rom-com I've seen in years!
",0.6696,0.9745,2020-08-10 00:00:00,10,"After watching ""Man up"" for the first time a couple of weeks ago, it became instantly one of my favourite films. I can safely say it's the best rom-com I've seen in years. It's funny, it's witty, the soundtrack is great and Simon Pegg & Lake Bell are just adorable. LOVE IT!"
" Strange Little Mess
",-0.4601,-0.6162,2020-07-19 00:00:00,3,"I thought this movie would be rather predictable. But it wasn't.
Which is unfortunate because it went in a MUCH worse direction.
In fact it is a predictable story, in the way that you know exactly how it will end. But very unpredictable on how it wil
It starts out rather clever but goes downhill very fast somewhere in the middle. . It becomes Vastly unrealistic and foolish. Riddled with awkward inappropriate unfunny jokes.seems like it was written by the quirky bisexual girl in middle school.What strange little movie. It took a lot of strange roads.
Just wildly stupid.
How this movie has fantastic reviews is blows my freaking mind."
" Love the script, acting, directing. Very rewatchable!
",0.6696,0.992,2020-07-06 00:00:00,8,"I found this movie during COVID-19 Shelter in Place and love it so much I have seen it maybe 5 times in one month. I was surprised to find out Lake Bell is not really British. Her accent sounds so real. This movie made me into a huge Simon Pegg fan. The comic timing and delivery between these two was amazing in this film. The rest of the cast was great too, especially Rory Kinnear, who played Sean. I loved how over-the-top he played his part. The movie really delivers on the two central characters really getting to know each other in a short time and being surprised by what becomes of it. What a great climactic ending as well. Highly recommend as one of my favorite love stories."
" Brilliant...I genuinely love this movie!!!
",0.7249,0.8576,2020-03-21 00:00:00,10,Wasn't expecting to like this...but in many ways Simon Peggs story mirrored my own life. Was very uplifting and defo fell in love with Lake Bells character!!! If only real life could be as magical as movies!!! Best movie I've seen in a while!!!
" An escape from self isolation!
",-0.3164,0.4588,2020-03-21 00:00:00,8,"Loved it, it made me forget what's happening in the outside world for a while"
" Overly Americanised, needlessly judgemental
",0.0,0.9874,2020-02-26 00:00:00,3,"I went into this with high hopes, as I like Simon Pegg, and for sure there's some nice humour in this film that echoes the likes of Spaced and - more recently - Fleabag.However, the humour is let down by the obvious attempt to broaden the film's appeal, and this gives it a dumbed-down feeling. I love America and American humour by itself, but the Americanisation of British humour here feels incredibly forced and jarring. This kind of approach probably fails to fully satisfy neither British people nor Americans.It doesn't help that the story is cringe-worthily corny - especially the end.But the final straw for me was the needlessly judgemental treatment of age-gap relationships.I get that the writer wanted someone 'obviously' not right for Simon Pegg's character, but why all the focus on the fact that his original date is 16 years younger? Why not make it someone with just a very different personality? As things were, they may as well have cast someone Asian or black, or from a working class background - it would have been no less offensive in my eyes.I happen to be in a relationship right now with someone 15 years younger than myself, but no, I'm not in a midlife crisis, and I've also been in relationships with people many years older than me. My mother and father had a similar age gap. What I've come to learn from life is that humans are individuals, regardless of age, and that it's the individual you fall in love with - not some particular crude attribute.Clearly, ageism and age-related stigmas are still an acceptable thing, not just in film-making but in many walks of life. I wonder how many romances were prevented from flourishing because of this simplistic thinking?"
" Cringy and fantastic
",0.5574,0.9009,2020-01-26 00:00:00,9,"Fun movie! I thoroughly enjoyed this flick, I'm already a fan of Lake Bell and her accent wasn't terrible. Many other familiar faces if you watch British shows. I may watch it again"
" Fun and interesting spin on a typical rom-com
",0.7184,0.8481,2020-01-23 00:00:00,7,Fun and interesting spin on a typical rom-com with a ton of laughs.
