title,title_sentiment_score,text_sentiment_score,date,rating,review
" Another gem from cartoon saloon
",0.0,0.6808,2021-03-21 00:00:00,10,"Song of the sea is a beautiful animated movie
with all things good that will make you cry for 10 hours straight."
" Gorgeous and charming
",0.8316,0.9538,2021-03-06 00:00:00,8,"This lovely story tells of a girl who can become a seal and her brother's attempts to help her. It's magical, visually stunning, and one of the most charming non-Miyazaki cartoons I've seen. It's easily the best of Cartoon Saloon's Irish folktale trilogy (I'd almost rate this a 9, but not quite), and is full of ingenious and lovely moments.Highly recommended."
" Beautiful Movie.
",0.5994,0.895,2021-02-23 00:00:00,8,"A Very Stunning Animation + Very Good Music + A Very Touching Story = Song Of the Sea.
Movie felt very Fresh to me.
Overall Very Nice Movie.
K"
" Enchanting!
",0.0,0.9029,2021-02-02 00:00:00,9,"I came across this film a couple years ago, on Netflix, while looking for something for my kids to watch. I have always been interested in myths & legends, so the premise appealed to me right away.The animation was absolutely beautiful. It's not realistic but it looks like something out of a children's story book. The story itself is enchanting. Even my son, 7yrs, looked up from his video game to watch. My 2 yr old daughter also stopped to watch, particularly during the singing parts. The music is hauntingly beautiful. The story is suitable for any age.It centers around selkies but also includes many other creatures and characters from legend. Think twice before passing this one over."
" Perfect in every way
",0.5719,0.8122,2021-01-22 00:00:00,10,Magical and moving. Good for the soul. Had me my husband and my two children mesmerised from the start. It made me want to be in the sea. Absolutely beautiful.
" Why didn't they explain stuff
",0.0,0.6483,2021-01-14 00:00:00,5,Doesn't make sense what makes the mother so powerful? What gave her that power?why is she half seal half fairy or whatever?The movie has beautiful visuals... And music... But the story doesn't make sense
" For the blind, I mourn
",-0.6705,0.7096,2021-01-03 00:00:00,10,All I can say is I was I was mesmerized by outrageously gorgeous colorscapes created for this production. Simply beyond my capacity to understand how a human could create such landscapes of color.
" A beautifully animated Irish folk tale. Totally worth watching.
",0.7089,0.9526,2020-12-30 00:00:00,9,"The story revolves around the myth of the selkie - a magical mermaid, basically, but the main character is a small human boy who misses his mother and begrudgingly protects his little sister. The animation is very beautiful and the celtic mythology seamlessly integrates with the modern world via compelling and layered characters. The film is entertaining to both adults and children.There are other animated films by the same guy, Tomm Moore, and I am going to watch them all. He's like an Irish Miyazaki!"
" Unique animation steeped in Irish folklore.
",0.0,0.9731,2020-12-30 00:00:00,8,"In perusing Netflix a while ago, I came across Song of the Sea (2014), a nominee for the Best Animated Feature Oscar that had completely gone under my radar. At first glance, this film seemed to be by the same people who had done The Secret of Kells (2009). I appreciated the 2D style of the animation from Kells and looked forward to additional stories that could be told in that style. I was not disappointed in the visuals, but I was confused, perhaps more than I should have been with the plot.Don't get me wrong: the plot is pretty simple. I certainly was able to understand the story of a brother and his mystical mother and sister. Some of the plot points seemed pretty cliche, all things considered. What I had trouble with was some of the Irish folklore that ran throughout this movie. Perhaps it was all part of a singular ""fairy"" portion of their lore that tied it all together, but it seemed to jump around from glowing seals to stone singers to owl grandmothers with little connection between them.Despite my lack of understanding of Irish folklore, Song of the Sea is still a touching film. There's genuine emotion in these animated characters, and I could really relate with the father (Brendan Gleeson), as well as with Saorise (Lucy O'Connell). The visuals and fantastical elements do work well for the animation style, and I can't wait until I can watch the next film in this ""trilogy,"" the most-recent Wolfwalkers (2020). I always appreciate foreign animated films, so I would highly suggest that people who are tired of the same kinds of animated movies put out by American studios give movies like Song of the Sea a watch.Unique animation steeped in Irish folklore, I give Song of the Sea 4.0 stars out of 5."
" Absolutely beautiful film
",0.6361,0.9267,2020-12-28 00:00:00,10,"This is such a calming movie. The animation is simple, but beautiful; and the score is enchanting. I loved every bit."
" A nice change of pace
",0.4215,0.8939,2020-11-18 00:00:00,10,The look and feel of the animation style in this film is very distinctive and personal. The colors are all subdued and shifted into the twilights blues. The design is distinctly Celtic and yet it feels like nothing I have seen before. I could get lost in these images forever. It is really nice to see an aminated film that has such a personality to it.The story is a little bit confusing (it might be because I am lacking the cultural context) but even so there is an emotional power here that makes the story as striking as the animation. The film is so wonderfully different.
" ""You see, without her coat, the selkie has no voice.""
",-0.296,0.9581,2020-10-14 00:00:00,7,"It can be said for ""Neon Genesis Evangelion: The End of Evangelion"", another picture I'll be getting to in due time. So without raining on anyone's parade, I don't see how this movie rises to the level of a Top 250 contender. Yes, it's a cute film, well made, carefully animated with an original story, but ultimately that's all it was for me. It tugs at the heartstrings a bit, and does have a warm, family friendly vibe to it, even if the mother Bronach returns to the sea at the finale in her guise as a selkie. I did like the Irish Gaelic songs that the character of Saoirse voiced, particularly the one that broke the spell on Mac Lir and brought the stone fairies back to life. Somehow though, this didn't rise to the level of a film that one would consider among the best off all time. For this viewer, something more substantive would have been necessary to seal the deal."
" One of the most spectacular moviye I've ever watched
",0.0,0.7892,2020-10-01 00:00:00,10,"This movie is simply spectacular, one of the most amazing movies I've ever watched in my entire life. The animation, the storyline, everything is woah! Simply mind-blowing. Everyone should watch it atleast once in their life time. Recommended for all ages, the storyline is so simple even a kid would totally understand it crystal clear. Watch it without any second thoughts or hesitations. It's wowwwww! I could've given 100⭐'s if it were possible."
" ""A Selkie's Song Set Free""
",0.5106,0.9861,2020-08-03 00:00:00,8,"Great watch, would watch again, and do recommend.The animation in this beautiful, and some of it reminds me (vaguely) of ""Spirited Away"", but makes more sense. I'm sure the relation is the sense that ""Spirited Away"" is Miyazaki's display of the Japanese fey, though it is apparently in several other movies (e.g. ""My Neighbor Totoro"", ""Ponyo"").This is a movie of great tragedy and powerful feelings, but ultimately is about appreciating your family and people while they are there. There is charm and uplifting feelings to the entire situation: you're not just going to be depressed or moved.As the introduction of the fey start, it is very unclear what is real and what is magic, or if the magic is real. That surreal attitude to this child's adventure seemed to add to the charm of dealing with the situation.The only problem I have with the movie is this ambiguity, there are so many parallels (that often occur in fey stories) to reality that you can't tell if this is a story of how a boy imagined an adventure, or if it's a fey story full of hidden magic.The details they go into are amazing if you look. Even the tears shared between fey and human are different. The details go on, and while I'm not sure if the quality is better, worse, or just different to a Miyazaki film, I feel it was made with the same consideration for how the audience is supposed to feel as they watch in the same way he created."
" I almost want to believe that magic is real after watching this movie
",0.0018,0.9933,2020-07-30 00:00:00,9,"I didn't expect to shed a tear after watching this movie but I did. The story was rich with themes of love and loss and every song, inspired by Celtic folklore, has the melancholic and lilting Celtic sound fitting so well and hauntingly with the story's emotional mood. I couldn't keep my emotions sealed in those jars since this movie took me to emotional heights that I'm yet to get down from and haven't visited for a while.I'm pretty much used to the 3D computer-animated styles of Disney and Pixar so the animation over here was like a fresh breeze of air to me. It kind of reminds me of old Russian cartoons with a bit of a modern touch. Yes, it's a bit unusual but in all the best ways because the visuals are stunning. It swirls with pastels that morph into imaginative lines capturing humans and mystical beings in their primitive, yet imaginative, visuals. The character design is charming without being too cute or stereotypical and every character looks unique. I almost want to believe that magic is real after experiencing these visuals."
" Almost a ten
",0.0,0.4779,2020-07-20 00:00:00,7,"I truly loved this film with one exception. There is a scene where some of the characters have a barrel top for a door. On it is written ""keep out- no humans- and Feic off"" The words Feic Off should not be in a children's film and is completely unacceptable to any parent."
" Beautiful masterpiece
",0.8402,0.9716,2020-07-18 00:00:00,10,"This movie is 100% on point. It's beautifully done, with great music, a great story, character development you actually care about, and it deals with some complex themes. Also, have Kleenex handy, your gonna cry like a baby.One of the best part is while most animation nowadays is done with CGI, this movie is mostly hand drawn, with CGI highlights that don't call attention to themselves or detract from the movie."
" Not fair!
",-0.308,-0.5962,2020-07-08 00:00:00,10,Must not be allowed to do such heartbreaking cartoons1!!!
" A beautiful and enchanting animation!
",0.636,0.9971,2020-06-12 00:00:00,8,"""Song of the Sea"" is a story inspired by the Celtic folklore tradition of the selkie. The story primarily focuses on Ben and his little sister Saoirse. Together, they go on an adventure to free the fairies and save the spirit world.""Song of the Sea"" tells a really beautiful story through the use of gorgeous 2D animation. I really love how the movie developed the brother-sister relationship between Ben and Saoirse. ""Song of the Sea"" is also moving and heartfelt. It has a really touching ending that moved me to tears.""Song of the Sea"" kinda reminded me of ""Spirited Away"". There are definitely some parallels between the two movies. Even the character design of Macha from ""Song of the Sea"", bears a striking resemblance to Yubaba from ""Spirited Away"".The animation is spectacular and visually-mesmerizing. The animators did an amazing job of creating and designing an atmosphere that feels enchanting and magical. The use of colors is also very good in ""Song of the Sea"".The soundtrack for ""Song of the Sea"" is amazing. It does a very good job of setting the tone and mood for the movie. Very soothing and beautiful.The voice acting in ""Song of the Sea"" is delivered and performed brilliantly. I am really impressed by the voice acting of David Rawle (Ben), Brendan Gleeson (Conor/Mac Lir) and Fionnula Flanagan (Granny/Macha).Overall, ""Song of the Sea"" is a beautiful and enchanting animation. It's a movie that is perfect for both children and adults. I highly recommend it."
" A cute little fantasy film if you like that sort of thing
",0.6705,0.8658,2020-06-04 00:00:00,5,"I should probably just say up front that I often struggle with fantasy stories that focus on a lot of magical and mystical things. Song of the Sea is a film that fully embraces the world of fairies, spirits, and other magical beings. It is connected with Irish folklore, which is something I know little about, aside from the concept of selkies. Needless to say, I had a hard time getting fully invested in this story, and remained a bit checked out through the whole thing. There were also a number of logic questions that kept coming to mind, and I had to remind myself that a fantasy adventure requires some suspension of disbelief, no different than one of my superhero movies. Who knows why I can fully buy into the fact that a human being can turn into a giant green rage monster, and yet I struggle when one turns into a seal, but for some reason my brain fights against this kind of fairy tale.The plot that I cared about was the big brother trying to watch out for his little sister, and when I could overlook the mystical mumbo-jumbo, I enjoyed seeing how he grew from resenting her into genuine affection. They did a good job of building up his character in the early scenes, and you could understand the arc of his emotional journey through the film. It felt a bit like everyone else was a non-character, though. The sister does so little, and is merely a damsel in distress. The parents are not in most of the film, to the point that the villains have more of a stake in the story than them. I will say that the art style of Song of the Sea was adorable. It has a cute childlike quality to it that I enjoyed. One final thing I have to mention, the titular song was a bit overused in the film. I was starting to get tired of it by the end, and considered it annoying when the tune was stuck in my head afterwards. Clearly, Song of the Sea isn't exactly my cup of tea, but it had some elements that I appreciated, even though I doubt I'll be watching it again."
" Sweet bedtime story
",0.4588,0.9709,2020-06-02 00:00:00,8,"The thing with the indie animated movies is that we usually get a unique visually striking way to introduce ourselves into a pecular world, and a pecular story, that we don't hear every day.I think that is beautiful, but I always find something in the plot that doesn't immerse me into the story, not at all.
There is always something missing, that they don't tell us, and sometimes we don't realize, cause we find ourselves lost in the greatest visual art.I hope to listen a story as good and well-cared as their visuals.Anyway, if you are not very meticulous, this is a charming, adorable movie."
" Magical story
",0.0,0.5859,2020-06-01 00:00:00,8,"I've heard this film described as the ""Irish equivalent of Spirited Away"" and I can see that. It has a magical story with compelling child characters and many mythological elements. The story also has an emotional aspect to it that pays off."
